1699264536.056603,71.176,645.947,-585.658,-0.044,2368.58,47884.861,-50000.048,-1.131
1699264536.056603,-7.056,650.332,-580.632,-0.367,-2038.615,50105.032,-47760.757,0.304
1699264536.057028,-88.49,648.959,-574.746,0.267,-6402.266,52022.892,-45228.801,1.395
1699264536.057028,-168.752,643.878,-563.752,0.066,-10783.388,53612.231,-42411.261,-2.333
1699264536.057028,-245.009,638.172,-547.856,-0.032,-15119.318,54869.916,-39330.476,1.641
1699264536.057864,-315.161,634.246,-522.063,0.183,-19364.732,55798.459,-36006.033,0.381
1699264536.057864,-375.996,631.311,-486.826,-0.014,-23500.376,56370.897,-32444.368,0.488
1699264536.058319,-427.594,632.724,-441.325,0.312,-27483.017,56619.938,-28684.733,3.518
1699264536.058319,-470.549,637.911,-385.996,0.652,-31293.924,56531.607,-24724.566,1.991
1699264536.058319,-503.551,643.544,-321.665,0.459,-34903.222,56051.118,-20604.074,1.383
1699264536.0591,-529.681,648.774,-251.821,-0.043,-38296.48,55180.365,-16380.268,2.264
1699264536.0591,-549.986,653.734,-178.366,0.328,-41467.693,54030.622,-12069.055,-1.56
1699264536.059554,-567.968,652.611,-103.985,0.338,-44376.184,52532.513,-7724.988,1.506
1699264536.059554,-584.777,645.907,-32.184,0.151,-47011.627,50713.52,-3391.058,0.443
1699264536.059554,-600.851,631.59,35.215,0.733,-49357.308,48587.786,918.335,0.103
1699264536.060265,-619.079,609.53,98.856,0.077,-51391.692,46155.054,5171.986,0.222
1699264536.060265,-637.135,577.871,157.615,1.045,-53112.216,43438.493,9454.093,-0.014
1699264536.060868,-655.476,539.741,211.326,-0.073,-54516.592,40462.613,13827.617,-0.684
1699264536.060868,-672.572,495.432,260.969,0.272,-55571.028,37232.683,18160.529,-0.158
1699264536.060868,-686.201,446.306,307.82,0.031,-56285.651,33760.86,22388.674,-0.818
1699264536.0616,-695.602,394.195,352.841,0.169,-56646.225,30097.188,26453.305,0.084
1699264536.0616,-700.043,342.557,398.035,0.443,-56713.282,26242.529,30353.156,1.78
1699264536.062053,-696.99,291.042,443.215,0.604,-56405.403,22214.752,34060.058,0.796
1699264536.062053,-685.281,239.665,488.201,0.149,-55666.626,18061.701,37527.341,-0.689
1699264536.062053,-668.928,189.718,532.426,0.427,-54632.851,13801.087,40753.674,-0.312
1699264536.062867,-646.804,141.261,574.463,0.412,-53277.136,9452.586,43739.872,-0.138
1699264536.062867,-620.954,90.437,613.893,0.335,-51590.023,5047.767,46445.93,-1.445
1699264536.063307,-592.223,37.714,646.397,-0.229,-49584.18,618.409,48860.888,-2.022
1699264536.063307,-563.267,-19.224,672.739,0.516,-47277.215,-3782.049,50982.606,-1.659
1699264536.063307,-535.961,-79.798,691.0,0.798,-44675.842,-8171.663,52786.786,0.089
1699264536.064022,-508.729,-144.099,700.391,0.798,-41798.914,-12548.945,54263.194,-1.505
1699264536.064022,-483.376,-211.527,701.259,0.474,-38665.658,-16840.122,55410.44,0.216
1699264536.064646,-457.238,-282.07,693.447,0.603,-35295.354,-21035.136,56220.73,-0.731
1699264536.064646,-431.194,-352.222,680.531,0.764,-31703.752,-25105.433,56676.064,0.776
1699264536.064646,-401.144,-419.181,664.412,0.638,-27918.049,-29022.205,56832.342,0.465
1699264536.065273,-366.485,-480.763,647.644,0.363,-23967.376,-32746.716,56591.558,-0.813
1699264536.065273,-324.975,-534.827,630.068,-0.483,-19873.187,-36271.74,55963.093,0.099
1699264536.065858,-274.835,-580.268,614.176,0.437,-15646.242,-39585.337,55011.88,0.056
1699264536.065858,-215.68,-613.508,603.292,1.441,-11324.838,-42647.229,53737.903,0.655
1699264536.065858,-149.158,-636.694,595.983,1.325,-6927.309,-45438.38,52122.78,-1.271
1699264536.066607,-74.044,-649.621,590.149,0.666,-2505.896,-47954.442,50197.119,-1.705
1699264536.066607,5.04,-654.1,585.08,-0.048,1949.247,-50179.01,47959.172,-0.522
1699264536.067057,86.076,-652.248,578.962,-0.44,6353.379,-52088.477,45432.09,-0.789
1699264536.067057,165.971,-647.527,568.876,0.009,10698.541,-53681.62,42615.291,-1.778
1699264536.067057,242.002,-641.95,551.705,-0.342,15029.74,-54939.846,39553.887,-1.833
1699264536.067881,312.353,-637.302,526.001,-0.44,19265.937,-55855.966,36230.297,-1.745
1699264536.067881,372.885,-634.972,491.109,-0.879,23387.947,-56429.96,32693.539,-1.686
1699264536.068304,424.326,-636.69,445.714,-0.14,27361.132,-56667.977,28963.592,-2.314
1699264536.068304,466.888,-641.292,390.405,-0.282,31166.449,-56610.247,25031.351,-2.354
1699264536.068304,500.123,-646.003,326.694,0.195,34784.742,-56102.22,20938.551,-0.228
1699264536.06911,525.668,-652.072,255.73,-0.549,38180.242,-55231.328,16751.325,-1.697
1699264536.06911,547.006,-656.157,182.7,-0.215,41337.681,-54085.316,12446.248,-0.762
1699264536.069555,564.933,-656.727,109.007,-0.987,44246.976,-52592.214,8074.004,-0.636
1699264536.069555,580.769,-650.211,37.124,-0.176,46888.974,-50772.825,3641.949,-1.472
1699264536.069555,597.619,-636.244,-31.784,-0.086,49226.108,-48642.391,-777.017,0.188
1699264536.070271,615.31,-613.974,-94.544,-0.456,51266.358,-46212.125,-5173.642,0.927
