1699264350.027291,350.997,-611.364,533.608,-1.484,20504.599,-55945.92,35080.598,-0.803
1699264350.027291,365.995,-652.77,452.398,-1.618,24589.209,-56411.479,31485.872,0.606
1699264350.027291,399.429,-670.361,388.757,-1.01,28505.95,-56572.835,27698.602,-1.688
1699264350.027983,449.704,-664.972,341.597,-1.298,32261.875,-56389.504,23710.152,-0.967
1699264350.027983,499.7,-651.976,293.696,-1.467,35813.726,-55754.921,19584.659,-1.953
1699264350.028616,536.308,-644.659,236.845,-0.985,39139.255,-54805.384,15365.799,-1.453
1699264350.028616,561.107,-643.09,167.805,-1.176,42225.756,-53558.417,11035.866,-1.643
1699264350.028616,573.984,-645.923,89.114,-1.112,45064.651,-51967.258,6647.691,-1.777
1699264350.029254,579.305,-647.952,6.39,-1.29,47613.215,-50053.968,2207.367,-1.636
1699264350.029254,587.912,-639.143,-67.908,-1.545,49868.017,-47834.179,-2203.451,-1.114
1699264350.029817,612.831,-607.426,-122.521,-1.809,51817.111,-45316.878,-6603.585,-1.191
1699264350.029817,651.602,-553.505,-158.553,-1.392,53447.334,-42527.075,-10999.062,-1.759
1699264350.029817,689.411,-492.639,-191.098,-1.132,54741.072,-39470.06,-15325.54,-2.347
1699264350.030641,707.689,-444.452,-237.81,-1.503,55706.244,-36170.238,-19562.942,2.264
1699264350.030641,700.05,-415.998,-305.098,-1.349,56325.187,-32645.539,-23682.877,0.695
1699264350.031087,677.057,-396.817,-382.687,-0.86,56591.615,-28912.52,-27647.965,-1.453
1699264350.031087,654.458,-369.231,-451.575,-1.804,56556.87,-25013.915,-31458.598,-1.831
1699264350.031087,647.37,-319.328,-498.202,-1.595,56121.755,-20958.861,-35074.931,-2.363
1699264350.031872,655.679,-247.431,-522.444,-1.261,55291.367,-16769.534,-38465.967,-0.433
1699264350.031872,667.921,-165.761,-534.033,-1.232,54172.189,-12478.239,-41619.855,-2.178
1699264350.032336,669.481,-92.02,-551.155,-1.74,52717.307,-8104.214,-44517.393,-0.403
1699264350.032336,644.565,-38.953,-586.857,-1.586,50925.862,-3686.852,-47136.671,-1.207
1699264350.032336,598.447,-3.287,-637.068,-1.498,48827.42,765.074,-49467.482,-0.884
1699264350.033137,547.361,32.626,-682.633,-1.003,46427.749,5182.503,-51493.052,-0.234
1699264350.033137,509.556,84.924,-707.72,-1.556,43740.64,9538.915,-53199.972,-1.88
1699264350.033631,489.079,156.52,-707.855,-1.514,40787.461,13889.83,-54582.96,0.131
1699264350.033631,474.809,236.597,-695.247,-1.67,37583.708,18154.826,-55629.719,-0.133
1699264350.033631,455.476,312.256,-680.01,-1.527,34133.787,22306.462,-56331.443,0.472
1699264350.034298,425.734,378.297,-667.985,-0.709,30485.715,26323.219,-56681.294,0.631
1699264350.034298,382.459,431.555,-663.546,-1.229,26646.534,30181.558,-56756.178,0.789
1699264350.034917,327.586,474.249,-664.389,-1.019,22637.78,33867.785,-56400.218,-1.179
1699264350.034917,270.787,513.687,-660.177,-1.058,18493.527,37324.271,-55637.281,-0.869
1699264350.034917,228.692,565.327,-634.94,-1.397,14243.912,40555.511,-54608.634,0.183
1699264350.035584,205.913,635.736,-586.602,-1.027,9903.284,43545.6,-53228.658,-1.563
1699264350.035584,182.567,701.233,-533.091,-1.19,5512.182,46272.549,-51525.942,-0.679
1699264350.036088,122.07,726.538,-512.711,-0.71,1073.783,48694.678,-49503.337,1.289
1699264350.036088,7.392,692.546,-545.493,-1.089,-3315.266,50826.371,-47178.254,0.601
1699264350.036088,-138.356,625.525,-602.534,-1.472,-7679.008,52648.843,-44556.093,0.47
1699264350.036879,-262.136,576.001,-634.795,-1.741,-12056.36,54144.265,-41657.563,0.095
1699264350.036879,-331.092,577.269,-608.374,-1.572,-16365.505,55306.392,-38509.771,-0.136
