"No.","Time","Source","Destination","Protocol","Length","Info","value"
"16158","4.032562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-610067,613792,120045,-852,-51653109,45561107,5976420,1576"
"16159","4.032562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-647691,561164,156656,-294,-53303436,42789029,10283879,30"
"16160","4.032562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-687302,500589,188768,-255,-54623715,39754383,14656404,450"
"16161","4.033341","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-709009,450057,233217,-570,-55608419,36461810,18969303,-112"
"16162","4.033341","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-701784,419263,298361,2,-56249342,32946691,23169330,392"
"16163","4.033808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-678544,400284,375560,-13,-56528609,29243657,27194900,2115"
"16164","4.033808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-656057,373697,445977,26,-56531688,25348903,31053853,367"
"16165","4.033808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-646550,326425,495472,515,-56125189,21285121,34712324,-1477"
"16166","4.034507","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-652129,255349,521264,473,-55306299,17111781,38120137,-823"
"16167","4.034507","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-666454,174218,533653,80,-54213264,12821701,41297313,-1451"
"16168","4.034979","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-668529,99887,549917,421,-52778505,8466453,44228121,640"
"16169","4.034979","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-646340,44365,582584,-78,-51018185,4045835,46865685,-107"
"16170","4.034979","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-601747,6561,631031,53,-48942874,-385747,49217263,1580"
"16171","4.035723","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-550819,-27985,678399,40,-46565045,-4774196,51272685,1724"
"16172","4.035723","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-510810,-77693,705897,-269,-43903340,-9167510,53004510,-770"
"16173","4.036298","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-488119,-147596,709267,224,-40968033,-13528966,54406310,779"
"16174","4.036298","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-472922,-226648,696882,305,-37780076,-17797366,55485735,283"
"16175","4.036298","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-456319,-304502,680073,-96,-34358954,-21967469,56213722,2312"
"16176","4.037109","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-427211,-372582,668052,-192,-30722776,-26000466,56593337,1839"
"16177","4.037109","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-385404,-427081,663261,-610,-26897690,-29876511,56674324,-413"
"16178","4.037557","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-331314,-468651,663685,756,-22913291,-33561118,56345358,2215"
"16179","4.037557","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-274024,-507397,660593,-176,-18788124,-37038576,55627290,789"
"16180","4.037557","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-229026,-558111,637697,-19,-14535919,-40298793,54616645,10"
"16181","4.038247","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-205286,-626837,590826,193,-10197726,-43303737,53260509,-1079"
"16182","4.038247","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-182608,-694543,536654,180,-5793746,-46039328,51579618,930"
"16183","4.038872","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-126993,-724357,512223,-139,-1360393,-48486488,49582784,204"
"16184","4.038872","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-15669,-694586,540126,-20,3094382,-50642245,47281777,90"
"16185","4.038872","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","130466,-627054,599074,203,7478458,-52483705,44682713,1401"
"16186","4.039525","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","256629,-575480,634041,278,11815034,-54001152,41818642,206"
"16187","4.039525","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","328690,-574074,611236,69,16139083,-55186496,38693499,-2315"
"16188","4.040072","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","355046,-612610,540735,-191,20344338,-56028225,35317299,-46"
"16189","4.040072","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","369091,-654779,459066,-130,24433742,-56515616,31737531,1086"
"16190","4.040072","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","400690,-674350,393614,375,28373189,-56695352,27961953,-157"
"16191","4.040875","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","449450,-670057,345250,-89,32139276,-56544135,23986155,-1277"
"16192","4.040875","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","499612,-657597,297614,118,35708951,-55943558,19868164,-964"
"16193","4.041250","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","539431,-649121,242352,156,39052250,-55015263,15655758,-1169"
"16194","4.041250","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","564366,-647144,174527,425,42151447,-53785212,11333454,1336"
"16195","4.041250","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","577686,-650416,96756,-191,45012179,-52220573,6948114,459"
"16196","4.042054","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","583496,-653508,14065,88,47583195,-50334009,2508974,-1218"
"16197","4.042054","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","591716,-644561,-61591,475,49855260,-48133409,-1903172,-508"
"16198","4.042534","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","614188,-613711,-118085,109,51827717,-45640936,-6297581,-131"
"16199","4.042534","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","652779,-561282,-155848,-199,53478892,-42866031,-10702167,-574"
"16200","4.042534","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","691634,-500977,-187359,313,54799548,-39828046,-15029668,1274"
"16201","4.043269","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","712267,-451963,-233342,-57,55785574,-36545404,-19275989,1515"
"16202","4.043269","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","706773,-421860,-299450,-339,56433032,-33035694,-23404477,838"
"16203","4.043723","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","683170,-402610,-376740,-66,56722904,-29323801,-27381064,-1494"
"16204","4.043723","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","659733,-374939,-446725,50,56714492,-25434961,-31202634,143"
"16205","4.043723","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","651052,-327000,-494526,34,56301180,-21384772,-34835535,725"
"16206","4.044461","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","658943,-257032,-520174,-251,55503161,-17201326,-38239003,1236"
"16207","4.044461","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","672164,-174996,-533078,-644,54400503,-12915031,-41415399,763"
"16208","4.045077","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","674308,-100341,-549525,-122,52966506,-8548512,-44329297,-909"
"16209","4.045077","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","651957,-46683,-583490,477,51198737,-4137381,-46970075,461"
"16210","4.045077","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","606189,-8802,-632394,590,49125129,312053,-49325523,-517"
"16211","4.045695","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","554760,26134,-678979,217,46748224,4734857,-51369548,1190"
"16212","4.045695","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","516443,75522,-706027,-559,44083582,9095888,-53101199,248"
"16213","4.046225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","493846,146439,-708341,-103,41151240,13445412,-54506965,-564"
"16214","4.046225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","479687,226371,-695913,-396,37962670,17724757,-55577322,-414"
"16215","4.046225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","461410,304165,-679500,142,34524815,21876553,-56304913,-831"
"16216","4.047128","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","432574,371011,-668152,310,30897991,25908429,-56676906,-477"
"16217","4.047128","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","389802,425208,-663800,-522,27073684,29780283,-56774447,-379"
"16218","4.047476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","334938,467848,-664914,-667,23076793,33477639,-56449298,943"
"16219","4.047476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","277991,506563,-661316,2,18936353,36951729,-55711049,524"
"16220","4.047476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","234361,558026,-638722,-163,14688952,40200336,-54704663,163"
"16221","4.048195","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","210785,626747,-589215,-410,10357394,43212292,-53350871,-190"
"16222","4.048195","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","188817,693100,-534698,-516,5967572,45954107,-51670511,947"
"16223","4.048809","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","132240,722794,-512555,-774,1531908,48394954,-49666820,1497"
"16224","4.048809","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","20541,692479,-540967,58,-2861460,50550511,-47365089,-251"
"16225","4.048809","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-124669,625623,-597658,-445,-7226027,52397396,-44766083,355"
"16226","4.049444","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-252334,573525,-633410,-684,-11604966,53912639,-41884157,-1181"
"16227","4.049444","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-324708,571868,-611710,-860,-15917809,55098146,-38750238,-63"
"16228","4.049974","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-349722,609854,-542249,-359,-20146839,55948167,-35373142,761"
"16229","4.049974","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-365194,652408,-459855,-194,-24251267,56440223,-31767740,-211"
"16230","4.049974","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-396232,673378,-393830,111,-28200721,56628000,-27958213,844"
"16231","4.050773","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-444836,668536,-344698,689,-31965890,56443997,-23960160,-1808"
"16232","4.050773","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-495317,656345,-298216,21,-35528844,55878753,-19818402,-2868"
"16233","4.051225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-533950,647886,-242728,-402,-38874963,54942584,-15564900,151"
"16234","4.051225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-560059,645239,-174036,220,-41985629,53719847,-11243195,-444"
"16235","4.051225","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-573391,646947,-96420,-43,-44836305,52148694,-6900469,1156"
"16236","4.052040","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-578928,650508,-14717,-315,-47409904,50259653,-2572184,547"
"16237","4.052040","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-587043,643264,62800,-54,-49687233,48058061,1732029,-152"
"16238","4.052476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-609487,613882,120106,81,-51652398,45562421,5981159,405"
"16239","4.052476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-647301,560566,157507,210,-53305279,42787473,10287525,1069"
"16240","4.052476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-686359,499488,189043,-468,-54626704,39753380,14661404,979"
"16241","4.053275","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-707611,449824,233106,220,-55603801,36465239,18970102,661"
"16242","4.053275","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-702253,419853,298733,89,-56241237,32949232,23171078,1707"
"16243","4.053726","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-678937,400743,375400,173,-56527989,29243704,27193357,1482"
"16244","4.053726","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-656027,373134,445295,615,-56533782,25352932,31055244,402"
"16245","4.053726","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-646066,325579,494810,883,-56128739,21287828,34716034,1568"
"16246","4.054503","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-652361,255850,520249,981,-55310058,17110955,38123951,411"
"16247","4.054503","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-666732,174310,532516,433,-54216431,12823208,41301776,-322"
"16248","4.054977","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-669212,99323,549117,794,-52782857,8464680,44232158,1111"
"16249","4.054977","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-646279,44135,583140,866,-51023654,4050176,46871008,140"
"16250","4.054977","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-602010,7103,630871,-145,-48948019,-382363,49222404,866"
"16251","4.055696","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-550468,-27570,677797,-112,-46569312,-4773645,51273266,-388"
"16252","4.055696","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-510453,-78019,705217,-225,-43905404,-9162961,53002130,-86"
"16253","4.056226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-487813,-146785,708436,-63,-40970161,-13527074,54406318,-712"
"16254","4.056226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-473378,-227415,695848,461,-37781689,-17796033,55485181,-646"
"16255","4.056226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-456732,-305297,679585,-327,-34368129,-21967389,56214436,845"
"16256","4.057060","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-427613,-372572,668048,-51,-30729462,-25997991,56594776,-821"
"16257","4.057060","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-385143,-427363,663131,-198,-26900968,-29871391,56671035,-494"
"16258","4.057476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-331197,-469356,663497,328,-22912908,-33557880,56346724,-1370"
"16259","4.057476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-273666,-507664,660986,611,-18789988,-37037494,55634431,-1131"
"16260","4.057476","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-228180,-558070,638550,-45,-14544225,-40295134,54618449,433"
"16261","4.058196","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-204471,-627357,590184,-62,-10201141,-43299410,53262060,-1289"
"16262","4.058196","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-183216,-695148,536683,529,-5796327,-46032475,51575970,-992"
"16263","4.058822","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-126708,-724715,512623,251,-1359530,-48486184,49581831,-1716"
"16264","4.058822","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-15497,-695755,539619,605,3092426,-50638161,47282369,-808"
"16265","4.058822","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","130372,-627347,598674,55,7477852,-52481179,44682752,676"
"16266","4.059444","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","257118,-574573,633779,-379,11818424,-54001964,41814768,245"
"16267","4.059444","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","328850,-573594,611184,-321,16138566,-55182270,38695044,-316"
"16268","4.059973","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","354555,-612117,540144,-80,20344429,-56023567,35320557,-1514"
"16269","4.059973","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","368992,-654504,458896,771,24434778,-56518991,31738348,-1623"
"16270","4.059973","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","400139,-673799,394361,681,28367167,-56698289,27964352,-1450"
"16271","4.060785","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","449104,-670294,346097,854,32138417,-56545231,23989102,1316"
"16272","4.060785","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","499338,-657272,298812,343,35704642,-55941087,19871614,17"
"16273","4.061247","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","538383,-648761,242922,183,39048354,-55013550,15656244,-96"
"16274","4.061247","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","564285,-646420,173958,-213,42154850,-53786678,11333961,-169"
"16275","4.061247","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","578157,-649199,96021,-13,45013493,-52220044,6949485,-221"
"16276","4.062099","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","584133,-652821,13104,370,47582945,-50332074,2509517,-492"
"16277","4.062099","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","591613,-644394,-62321,250,49854390,-48135590,-1900561,-1881"
"16278","4.062584","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","615301,-614847,-118883,196,51825766,-45641162,-6297026,-2158"
"16279","4.062584","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","653754,-561859,-155780,568,53480260,-42866848,-10702089,-2835"
"16280","4.062584","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","692304,-500784,-188013,1076,54799819,-39825622,-15032891,-1759"
"16281","4.063329","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","712606,-451540,-233075,723,55786405,-36545654,-19274114,-324"
"16282","4.063329","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","706291,-421426,-299828,269,56431240,-33038488,-23400911,-552"
"16283","4.063808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","683732,-402108,-377416,355,56718904,-29322847,-27378806,-1113"
"16284","4.063808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","660489,-375031,-446667,-291,56710388,-25430181,-31200750,304"
"16285","4.063808","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","652015,-327722,-495530,-398,56299438,-21385773,-34834609,581"
"16286","4.064562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","659128,-257074,-520400,301,55504600,-17204156,-38240347,-1450"
"16287","4.064562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","672903,-175093,-532118,-289,54402903,-12914886,-41413363,-1954"
"16288","4.065007","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","674441,-100257,-548552,995,52966225,-8551102,-44332045,-1027"
"16289","4.065007","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","651214,-46195,-583220,3,51200889,-4140302,-46969104,-429"
"16290","4.065007","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","605310,-9105,-632051,-229,49128961,307207,-49322502,882"
"16291","4.065744","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","554307,25470,-679106,279,46748431,4733079,-51369058,649"
"16292","4.065744","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","516074,76179,-705557,71,44082133,9095974,-53099526,-720"
"16293","4.066235","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","493916,146739,-707628,255,41156572,13443953,-54509188,-1503"
"16294","4.066235","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","480637,226539,-695227,-415,37965098,17721349,-55578077,-1370"
"16295","4.066235","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","461892,303161,-680291,-323,34529141,21881514,-56302712,-552"
"16296","4.067037","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","432652,370138,-667791,223,30895228,25908800,-56675506,-1611"
"16297","4.067037","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","390310,424569,-663684,175,27075098,29776932,-56772695,602"
"16298","4.067486","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","335178,467152,-664842,494,23078664,33475174,-56449093,193"
"16299","4.067486","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","277474,506043,-660460,154,18938320,36952388,-55713271,-794"
"16300","4.067486","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","234205,556438,-637907,205,14693787,40199858,-54709203,-70"
"16301","4.068196","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","210594,625312,-589439,187,10357564,43210022,-53348189,2139"
"16302","4.068196","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","189854,693015,-535127,187,5966304,45953577,-51669542,1906"
"16303","4.068801","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","132870,722807,-511832,-12,1538775,48397278,-49668423,1177"
"16304","4.068801","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","20906,692306,-540505,-125,-2858487,50557249,-47367032,849"
"16305","4.068801","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-124319,625511,-598707,-16,-7219140,52397343,-44766580,-114"
"16306","4.069445","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-252349,573256,-634223,454,-11601715,53913561,-41885352,388"
"16307","4.069445","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-324411,571424,-612300,585,-15918787,55100737,-38754701,2104"
"16308","4.069976","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-350036,609651,-541714,209,-20144825,55949463,-35372311,-249"
"16309","4.069976","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-364807,652214,-459909,36,-24252354,56442757,-31767806,238"
"16310","4.069976","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-396531,672621,-394425,396,-28199735,56626338,-27962778,-804"
"16311","4.070787","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-444198,668202,-344976,506,-31964281,56446070,-23963581,-604"
"16312","4.070787","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-494303,655904,-298256,99,-35526678,55884440,-19822237,-830"
"16313","4.071226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-534219,647759,-241894,2,-38874622,54945525,-15569675,-528"
"16314","4.071226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-560125,645637,-174655,-97,-41987246,53720672,-11245138,-289"
"16315","4.071226","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-572962,647484,-97110,19,-44834802,52147176,-6901503,-2089"
"16316","4.072030","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-578478,650313,-13971,62,-47406446,50258204,-2576922,492"
"16317","4.072030","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-586812,642384,61795,622,-49682198,48062052,1722749,-116"
"16318","4.072504","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-608571,613123,119928,443,-51654155,45563228,5975061,172"
"16319","4.072504","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-646944,561181,156279,512,-53303213,42790323,10278200,1049"
"16320","4.072504","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-686194,499626,187756,436,-54624608,39757494,14652921,196"
