"No.","Time","Source","Destination","Protocol","Length","Info","value"
"5516","1.377048","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-428495,-373612,666711,-135,-30643599,-26099950,56601845,279"
"5517","1.377048","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-385009,-426947,661830,-172,-26811051,-29966233,56664724,-1372"
"5518","1.377582","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-330430,-468387,662984,-209,-22812487,-33647449,56320453,-1737"
"5519","1.377582","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-273196,-507008,660263,-347,-18685702,-37114668,55588389,-2937"
"5520","1.377582","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-230032,-558951,635773,-33,-14429272,-40357771,54560230,-1489"
"5521","1.378494","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-205755,-628220,586219,499,-10083138,-43349366,53192878,-1426"
"5522","1.378494","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-183184,-694745,532921,-263,-5680346,-46070650,51491328,-996"
"5523","1.378768","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-125082,-721877,511309,-647,-1242777,-48507526,49479948,-1082"
"5524","1.378768","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-11377,-689496,540781,-527,3208796,-50646921,47165302,-56"
"5525","1.378768","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","135315,-621555,600111,-2,7585562,-52473018,44553979,-1191"
"5526","1.379634","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","259129,-571912,633438,-184,11928018,-53977236,41679394,-1247"
"5527","1.379634","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","328495,-572152,607306,-537,16244379,-55146699,38544648,105"
"5528","1.380080","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","351891,-612173,534616,-104,20451084,-55976250,35153687,-2005"
"5529","1.380080","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","367393,-653354,453638,-206,24537962,-56448741,31565615,-576"
"5530","1.380080","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","400753,-672121,390132,-113,28463737,-56614336,27780906,1730"
"5531","1.380878","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","450086,-667699,341876,-415,32225063,-56443397,23793887,933"
"5532","1.380878","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","498565,-654543,294206,-179,35783819,-55823550,19671718,183"
"5533","1.381324","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","537239,-646312,237964,-295,39115498,-54879618,15450671,32"
"5534","1.381324","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","562924,-644801,169212,294,42204957,-53637952,11128136,-1050"
"5535","1.381324","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","575440,-647845,91127,145,45048120,-52056934,6742797,-2277"
"5536","1.382066","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","581028,-650852,8100,457,47604690,-50153166,2301271,612"
"5537","1.382066","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","589809,-641872,-67147,465,49863180,-47942597,-2110738,482"
"5538","1.382680","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","614567,-610463,-122658,309,51821996,-45434180,-6503594,-109"
"5539","1.382680","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","653261,-556581,-158795,336,53467052,-42645657,-10905322,333"
"5540","1.382680","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","691812,-495791,-190878,282,54769158,-39598539,-15230558,-581"
"5541","1.383357","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","710719,-447701,-237038,-433,55741157,-36308716,-19469390,-529"
"5542","1.383357","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","703094,-418977,-303916,-188,56365500,-32792305,-23589952,1882"
"5543","1.383357","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","679897,-398975,-381675,-74,56640043,-29065972,-27561715,1785"
"5544","1.384074","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","657091,-371196,-450682,-475,56613559,-25166072,-31375893,854"
"5545","1.384074","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","649595,-322529,-498148,-540,56185291,-21114004,-34998024,490"
"5546","1.384074","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","657338,-250581,-521780,-666,55374095,-16926144,-38391214,1608"
"5547","1.384845","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","670613,-169043,-533827,-383,54256023,-12637217,-41553945,886"
"5548","1.384845","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","671967,-95373,-550952,-265,52804557,-8267155,-44459816,2172"
"5549","1.384845","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","647608,-41858,-586518,197,51025261,-3857821,-47085120,1128"
"5550","1.385544","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","601613,-5552,-635851,192,48940528,592871,-49425051,314"
"5551","1.385544","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","550506,29555,-681582,-204,46546461,5016972,-51455341,-218"
"5552","1.385544","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","511636,80607,-707994,-797,43869932,9378441,-53169604,843"
"5553","1.386352","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","490976,151896,-709192,-965,40920078,13726145,-54562948,1357"
"5554","1.386352","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","477026,232879,-695674,398,37720112,17996700,-55613473,1505"
"5555","1.386352","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","457503,308918,-680388,847,34275142,22147769,-56325247,-507"
"5556","1.387115","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","427814,375542,-668369,265,30636868,26173118,-56682455,1073"
"5557","1.387115","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","386074,430234,-664002,307,26804420,30031506,-56765935,-34"
"5558","1.387578","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","330555,471842,-665690,17,22801027,33714447,-56421303,-6"
"5559","1.387578","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","274024,511321,-660926,-358,18658676,37180334,-55664579,1185"
"5560","1.387578","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","230676,562953,-637224,65,14414216,40415874,-54642563,432"
"5561","1.388386","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","207139,632678,-588220,211,10073104,43411555,-53275227,297"
"5562","1.388386","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","185066,699675,-534597,-27,5680858,46143606,-51582717,-451"
"5563","1.388826","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","126546,725447,-514316,-685,1249125,48576068,-49565671,-454"
"5564","1.388826","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","11553,691696,-544689,-51,-3146135,50717325,-47246769,984"
"5565","1.388826","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-132830,624799,-602414,-583,-7511915,52545762,-44631309,1330"
"5566","1.389644","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-257917,574429,-635167,-1029,-11887870,54046883,-41738953,1495"
"5567","1.389644","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-328135,574708,-610346,-630,-16196292,55213681,-38597254,482"
"5568","1.390094","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-352441,614160,-538312,-879,-20421191,56047996,-35202727,-517"
"5569","1.390094","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-367660,656145,-456608,-534,-24514513,56522613,-31589771,-757"
"5570","1.390094","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-400591,675478,-390887,-421,-28454387,56695781,-27770995,921"
"5571","1.390997","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-449511,670302,-343822,-379,-32212719,56492996,-23766096,225"
"5572","1.390997","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-498150,658130,-297558,147,-35763691,55904386,-19618755,499"
"5573","1.391275","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-536893,650218,-239475,-211,-39103444,54957476,-15361104,-1076"
"5574","1.391275","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-562021,647773,-171092,-335,-42203569,53718827,-11033976,884"
"5575","1.391275","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-574974,650657,-93896,-60,-45040618,52129179,-6691505,2061"
"5576","1.392055","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-581152,652892,-11763,-30,-47597507,50229134,-2363872,1127"
"5577","1.392055","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-589136,645186,64482,-104,-49859464,48016673,1931609,-941"
"5578","1.392676","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-612488,614259,120575,-786,-51810502,45501536,6178625,1381"
"5579","1.392676","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-650771,560721,156622,-809,-53446148,42713235,10489159,696"
"5580","1.392676","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-689617,499206,188350,-82,-54750666,39672899,14864329,-195"
"5581","1.393299","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-709714,449970,234450,-329,-55716915,36368491,19175194,282"
"5582","1.393299","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-702499,420515,301691,-974,-56342698,32844695,23364993,-38"
"5583","1.393833","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-679394,401258,378620,-765,-56605383,29129143,27380103,701"
"5584","1.393833","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-657358,373814,448831,-167,-56597202,25225786,31235782,21"
"5585","1.393833","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-648439,325155,495819,-1112,-56170548,21157946,34880781,-1119"
"5586","1.394743","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-655750,253621,519934,-525,-55333002,16978321,38279334,375"
"5587","1.394743","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-669015,172572,533194,172,-54227533,12688248,41440804,741"
"5588","1.395028","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-670413,98737,551071,-256,-52771357,8319063,44357935,-103"
"5589","1.395028","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-647195,43993,584055,-300,-50999132,3896429,46985698,1444"
"5590","1.395028","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-601930,7982,632604,-570,-48908007,-527970,49325666,353"
"5591","1.395834","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-550510,-27684,679283,-907,-46515367,-4915598,51358498,596"
"5592","1.395834","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-511671,-78400,705538,-561,-43840453,-9310843,53078797,1243"
"5593","1.396423","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-489775,-148667,708478,-49,-40893400,-13665643,54466727,2086"
"5594","1.396423","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-475077,-229291,695144,-1133,-37695843,-17934839,55526496,-287"
"5595","1.396423","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-457031,-306245,678670,-915,-34265702,-22100874,56239084,-14"
"5596","1.397052","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-427972,-373821,666813,-394,-30620285,-26125669,56604939,3333"
"5597","1.397052","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-386002,-427432,662788,-1060,-26783808,-29991751,56664531,3657"
"5598","1.397605","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-330250,-468850,663002,-1456,-22785280,-33674219,56328400,1184"
"5599","1.397605","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-272987,-507231,659460,-1387,-18654224,-37143905,55591926,1244"
"5600","1.397605","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-230124,-558655,635822,-1751,-14405624,-40388135,54562002,1064"
"5601","1.398545","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-206463,-628607,587084,-2200,-10059156,-43384299,53196817,-1065"
"5602","1.398545","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-183508,-695837,533484,-624,-5647048,-46101343,51496513,-955"
"5603","1.398785","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-124799,-722098,511562,-272,-1218323,-48535974,49481862,-698"
"5604","1.398785","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-11304,-689733,542124,-772,3233673,-50672832,47166338,-233"
"5605","1.398785","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","135574,-621685,600452,-1132,7615664,-52502920,44558255,-1777"
"5606","1.399779","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","259728,-571903,633196,-1329,11956313,-54006953,41676504,-2156"
"5607","1.399779","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","328793,-572710,607986,-1071,16270434,-55174640,38540744,-8"
"5608","1.400041","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","352867,-612106,535060,-381,20472891,-56002020,35152613,135"
"5609","1.400041","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","368417,-654056,453498,-271,24562083,-56475521,31564756,831"
"5610","1.400041","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","401500,-672123,390061,-158,28489296,-56641352,27782766,-9"
"5611","1.400943","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","451005,-666750,342290,-661,32250190,-56469945,23801656,1721"
"5612","1.400943","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","500324,-654376,294720,-706,35809995,-55850728,19678516,695"
"5613","1.401313","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","538640,-646845,237984,-563,39136133,-54910217,15457156,379"
"5614","1.401313","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","563110,-644673,169610,89,42229203,-53667750,11129961,-330"
"5615","1.401313","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","575871,-647878,90617,-220,45079628,-52086669,6741707,-705"
"5616","1.402119","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","581661,-650986,7984,-176,47632764,-50186603,2306446,-217"
"5617","1.402119","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","590223,-641629,-66957,-432,49888344,-47972840,-2105271,-149"
"5618","1.402615","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","614259,-610663,-122107,-177,51850011,-45463338,-6503049,1766"
"5619","1.402615","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","653479,-556833,-158529,-482,53491193,-42672943,-10905304,159"
"5620","1.402615","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","691967,-495847,-191265,-208,54791312,-39626003,-15231818,3105"
"5621","1.403235","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","711334,-448109,-237691,526,55762587,-36335397,-19470724,1584"
"5622","1.403235","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","704175,-418602,-304835,214,56394842,-32817903,-23588871,-1228"
"5623","1.403867","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","680442,-398184,-381400,85,56670234,-29091038,-27562546,22"
"5624","1.403867","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","658193,-371027,-450584,18,56641684,-25194473,-31374209,308"
"5625","1.403867","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","650502,-321945,-497742,-275,56214691,-21137146,-34998094,151"
"5626","1.404676","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","658690,-250155,-521867,155,55400952,-16954381,-38393240,-281"
"5627","1.404676","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","671507,-168641,-534261,232,54284425,-12661938,-41555353,1302"
"5628","1.405068","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","672373,-95483,-551326,151,52835100,-8293702,-44459482,685"
"5629","1.405068","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","648792,-41391,-585737,-227,51053832,-3874907,-47076791,-341"
"5630","1.405068","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","602410,-4438,-635779,-20,48969827,569889,-49422373,1444"
"5631","1.405864","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","551269,30624,-682574,497,46575443,4986689,-51455954,2170"
"5632","1.405864","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","512772,81003,-708085,218,43896018,9347999,-53171486,1071"
"5633","1.406220","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","492051,151665,-708985,-296,40946380,13693999,-54563270,630"
"5634","1.406220","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","477779,232241,-695785,-835,37749687,17965176,-55612466,-953"
"5635","1.406220","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","459133,308982,-680548,-231,34308091,22116331,-56323700,940"
"5636","1.407029","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","429467,375312,-668701,-353,30662475,26140727,-56684780,-686"
"5637","1.407029","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","386653,429983,-664255,-51,26832158,30002176,-56766493,-81"
"5638","1.407612","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","330832,471441,-665892,-71,22831551,33690230,-56423329,-1136"
"5639","1.407612","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","273536,509775,-661923,-1322,18685505,37152912,-55666809,-316"
"5640","1.407612","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","230409,561794,-637112,-725,14437024,40387974,-54647222,779"
"5641","1.408423","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","208535,631629,-588014,-763,10098868,43386238,-53273960,1743"
"5642","1.408423","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","186118,698846,-533831,-718,5708122,46118920,-51580582,-1943"
"5643","1.408761","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","126915,725157,-513291,-264,1274599,48545832,-49566637,1179"
"5644","1.408761","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","12154,691872,-544032,-893,-3119985,50685099,-47242537,3996"
"5645","1.408761","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-133612,625493,-601989,-1508,-7482501,52514838,-44632525,1308"
"5646","1.409562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-258324,575404,-635082,-346,-11857332,54017521,-41741348,984"
"5647","1.409562","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-328339,574775,-611197,-643,-16166507,55184909,-38601196,1055"
"5648","1.410084","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-352529,614559,-537811,-860,-20390488,56018501,-35203828,485"
"5649","1.410084","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-367501,656704,-456823,-816,-24484728,56492270,-31591351,1939"
"5650","1.410084","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-400437,675188,-392426,-977,-28428352,56664212,-27776962,107"
"5651","1.411003","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-448862,670574,-344187,-423,-32183469,56466010,-23769267,1824"
"5652","1.411003","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-498695,658416,-297324,-359,-35733622,55879206,-19617956,1576"
"5653","1.411276","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-537350,650304,-240676,-84,-39076705,54933086,-15360928,752"
"5654","1.411276","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-561891,648698,-172252,-743,-42177074,53693205,-11034892,173"
"5655","1.411276","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-575179,651755,-93632,-671,-45008024,52103409,-6694333,1974"
"5656","1.412082","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-580769,653631,-11975,-719,-47568563,50202156,-2370021,-505"
"5657","1.412082","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-589534,645255,64148,-971,-49833969,47989394,1926569,768"
"5658","1.412611","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-611620,614515,121621,-268,-51781463,45477886,6174757,474"
"5659","1.412611","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-650618,560385,157698,-650,-53420411,42687497,10490844,1237"
"5660","1.412611","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-689338,499282,188571,-92,-54724325,39640173,14863080,1854"
"5661","1.413292","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-710326,450345,234537,133,-55684010,36342699,19172731,2044"
"5662","1.413292","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-702617,421440,300976,-943,-56310598,32816718,23365641,490"
"5663","1.413860","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-678930,401256,378400,-1080,-56574478,29099852,27377937,30"
"5664","1.413860","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-656459,374041,448075,-915,-56565774,25199069,31229788,500"
"5665","1.413860","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-647733,325258,496109,-653,-56138913,21129708,34879334,1667"
"5666","1.414773","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-655346,254388,520723,-573,-55302872,16950652,38277767,3988"
"5667","1.414773","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-669504,172920,533055,-469,-54199246,12659909,41442463,1189"
"5668","1.415027","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-669802,98382,549736,-268,-52744854,8292776,44359671,-755"
"5669","1.415027","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-645865,43371,584323,164,-50973896,3870404,46983323,-726"
"5670","1.415027","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-600295,6598,633414,-543,-48881574,-556685,49322506,498"
"5671","1.415831","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-549473,-29104,679106,-161,-46487512,-4946445,51362308,243"
"5672","1.415831","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-510579,-79445,705360,324,-43818211,-9333365,53076689,200"
"5673","1.416336","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-488469,-149659,707777,-464,-40865747,-13691198,54468427,-55"
"5674","1.416336","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-474371,-229382,694497,-538,-37667220,-17958931,55525978,1526"
"5675","1.416336","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-456792,-307158,678288,-530,-34238396,-22122225,56237995,1920"
"5676","1.417164","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-426870,-374481,666025,-213,-30595817,-26148805,56604460,282"
"5677","1.417164","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-383447,-428557,661631,39,-26759595,-30020997,56670706,569"
"5678","1.417517","ABBMediu_40:7b:5d","Iec-Tc57_04:00:00","IEC61850 Sampled Values","120","","-329387,-469531,662644,-427,-22762357,-33701106,56326243,96"
