f;FE_ct; SR_ct; WF_ct; MH_ct; WR_ct; SV_ct 
49.945;0.02334785461425781;2.160053968429565;0.02348899841308594;5.006790161132812e-06;0.01895713806152344;37.93773078918457
49.946;0.02519488334655762;2.227411031723022;0.02623987197875977;5.006790161132812e-06;0.0208890438079834;38.02598094940186
49.947;0.02274894714355469;2.180418968200684;0.02567791938781738;5.006790161132812e-06;0.01973104476928711;37.84820604324341
49.948;0.02576088905334473;2.191148996353149;0.02237296104431152;6.914138793945312e-06;0.02406597137451172;37.96936988830566
49.949;0.02770590782165527;2.21626615524292;0.02685785293579102;5.006790161132812e-06;0.01889300346374512;38.07601189613342
49.95;0.02493691444396973;2.167980909347534;0.02191686630249023;5.006790161132812e-06;0.02175092697143555;37.83826398849487
49.951;0.02445006370544434;2.164690017700195;0.02353692054748535;7.867813110351562e-06;0.0187680721282959;37.84504199028015
49.952;0.02673888206481934;2.182620048522949;0.02392005920410156;5.006790161132812e-06;0.01795601844787598;38.19714093208313
49.953;0.02515292167663574;2.192539930343628;0.02593398094177246;2.002716064453125e-05;0.02184891700744629;38.03460693359375
49.954;0.02434301376342773;2.16749906539917;0.02674293518066406;8.106231689453125e-06;0.01989603042602539;37.83262991905212
49.955;0.02150416374206543;2.204164028167725;0.02118396759033203;5.006790161132812e-06;0.01708602905273438;37.7428879737854
49.956;0.0222020149230957;2.192752122879028;0.02054595947265625;5.960464477539062e-06;0.01721811294555664;37.57902407646179
49.957;0.02165913581848145;2.208726167678833;0.02157402038574219;5.960464477539062e-06;0.01916885375976562;37.66489911079407
49.958;0.02245616912841797;2.223040103912354;0.02087903022766113;5.960464477539062e-06;0.0171198844909668;37.63988614082336
49.959;0.02202510833740234;2.209712982177734;0.02186393737792969;5.960464477539062e-06;0.01668596267700195;37.74586200714111
49.96;0.02462410926818848;2.185420989990234;0.02028703689575195;5.960464477539062e-06;0.01934504508972168;37.47879600524902
49.961;0.02693510055541992;2.180985927581787;0.02635979652404785;5.006790161132812e-06;0.01783084869384766;37.35001182556152
49.962;0.02622008323669434;2.197809934616089;0.02977085113525391;5.006790161132812e-06;0.01979494094848633;37.42991709709167
49.963;0.0247960090637207;2.184511184692383;0.02275586128234863;5.006790161132812e-06;0.01816916465759277;37.37445306777954
49.964;0.02782511711120605;2.213164806365967;0.02705717086791992;6.198883056640625e-06;0.02240419387817383;37.5184440612793
49.965;0.02189803123474121;2.166122913360596;0.0226740837097168;5.006790161132812e-06;0.02058005332946777;37.5860230922699
49.966;0.01992201805114746;2.183880090713501;0.0229640007019043;5.960464477539062e-06;0.01780009269714355;37.54604077339172
49.967;0.01981687545776367;2.189634084701538;0.0231478214263916;5.960464477539062e-06;0.01663804054260254;37.55857992172241
49.968;0.02122807502746582;2.172500848770142;0.02319002151489258;5.006790161132812e-06;0.0167689323425293;37.56231784820557
49.969;0.02553510665893555;2.222553968429565;0.02410602569580078;5.006790161132812e-06;0.0182340145111084;37.79929208755493
49.97;0.02600312232971191;2.200221061706543;0.02742695808410645;5.006790161132812e-06;0.02196788787841797;37.63197493553162
49.971;0.02221918106079102;2.180369853973389;0.02228093147277832;5.960464477539062e-06;0.01752305030822754;37.61091303825378
49.972;0.02135586738586426;2.200241088867188;0.02281403541564941;5.960464477539062e-06;0.0197749137878418;37.92896485328674
49.973;0.02533912658691406;2.197704076766968;0.02545714378356934;6.198883056640625e-06;0.02005982398986816;37.86178517341614
49.974;0.02551913261413574;2.22913384437561;0.02575802803039551;6.198883056640625e-06;0.0196530818939209;37.80310797691345
49.975;0.02341198921203613;2.206325054168701;0.02994990348815918;5.006790161132812e-06;0.0186619758605957;37.42806911468506
49.976;0.0271599292755127;2.221932888031006;0.02393102645874023;7.152557373046875e-06;0.02167201042175293;37.41629600524902
49.977;0.02489519119262695;2.176082849502563;0.02317476272583008;5.960464477539062e-06;0.02068805694580078;37.41088104248047
49.978;0.02423191070556641;2.215780019760132;0.02087903022766113;5.006790161132812e-06;0.01716995239257812;37.39148211479187
49.979;0.02187800407409668;2.204497098922729;0.02067708969116211;5.006790161132812e-06;0.0166618824005127;37.40968799591064
49.98;0.0249779224395752;2.177242040634155;0.02306604385375977;5.006790161132812e-06;0.01988506317138672;37.05569505691528
49.981;0.02176594734191895;2.171431064605713;0.02320098876953125;6.198883056640625e-06;0.01676201820373535;37.17948293685913
49.982;0.02154898643493652;2.187235116958618;0.02056097984313965;7.152557373046875e-06;0.0225069522857666;37.19379091262817
49.983;0.02187204360961914;2.17094087600708;0.02104997634887695;5.006790161132812e-06;0.01680994033813477;37.08287501335144
49.984;0.02557897567749023;2.207907915115356;0.0273740291595459;7.867813110351562e-06;0.02252101898193359;37.23416709899902
49.985;0.02182888984680176;2.15941309928894;0.0220489501953125;5.006790161132812e-06;0.0175321102142334;37.31295800209045
49.986;0.02185988426208496;2.174275159835815;0.02562308311462402;5.006790161132812e-06;0.02166199684143066;37.63677215576172
49.987;0.02103686332702637;2.165254831314087;0.02438497543334961;5.960464477539062e-06;0.01712703704833984;37.40664505958557
49.988;0.02113509178161621;2.179044008255005;0.02490401268005371;5.006790161132812e-06;0.01706290245056152;37.03830981254578
49.989;0.02572011947631836;2.169690132141113;0.02022409439086914;5.960464477539062e-06;0.0218501091003418;37.12956690788269
49.99;0.02414584159851074;2.188940048217773;0.0235741138458252;5.006790161132812e-06;0.01814699172973633;37.25330400466919
49.991;0.02716708183288574;2.1668701171875;0.03142094612121582;5.960464477539062e-06;0.0205230712890625;37.51416897773743
49.992;0.02730512619018555;2.194900989532471;0.02368998527526855;5.960464477539062e-06;0.0251460075378418;37.44903612136841
49.993;0.02482199668884277;2.208415985107422;0.0282280445098877;5.960464477539062e-06;0.02413702011108398;37.51243185997009
49.994;0.02198195457458496;2.216015100479126;0.02386307716369629;5.006790161132812e-06;0.01699614524841309;37.53552389144897
49.995;0.02356886863708496;2.206169843673706;0.02454805374145508;5.960464477539062e-06;0.01953291893005371;37.60462212562561
49.996;0.02692794799804688;2.189931869506836;0.02423095703125;5.960464477539062e-06;0.02286911010742188;37.42502188682556
49.997;0.02601003646850586;2.211076974868774;0.02412986755371094;6.198883056640625e-06;0.01828598976135254;37.50312304496765
49.998;0.02149105072021484;2.205656051635742;0.02765703201293945;5.006790161132812e-06;0.01918387413024902;37.52156019210815
49.999;0.02146720886230469;2.202361106872559;0.02075314521789551;6.914138793945312e-06;0.0162961483001709;37.69091701507568
50;0.02164793014526367;2.321077823638916;0.02448010444641113;6.914138793945312e-06;0.0200049877166748;37.12621712684631
50.001;0.02398180961608887;2.384097099304199;0.0208430290222168;5.960464477539062e-06;0.02067399024963379;37.35870003700256
50.002;0.0250709056854248;2.394413948059082;0.02862691879272461;5.006790161132812e-06;0.02448582649230957;37.19056987762451
50.003;0.02476716041564941;2.404385089874268;0.0266258716583252;5.006790161132812e-06;0.01789116859436035;37.33338809013367
50.004;0.02172589302062988;2.383050918579102;0.02058196067810059;5.006790161132812e-06;0.0201411247253418;37.16166210174561
50.005;0.02674484252929688;2.416991949081421;0.02579879760742188;5.006790161132812e-06;0.02006888389587402;37.43102192878723
50.006;0.02359795570373535;2.366266965866089;0.02904891967773438;5.960464477539062e-06;0.02410483360290527;37.2117440700531
50.007;0.02437210083007812;2.376132965087891;0.02628803253173828;5.960464477539062e-06;0.02119588851928711;37.44803619384766
50.008;0.0246729850769043;2.355088949203491;0.02691292762756348;5.960464477539062e-06;0.01819205284118652;37.18242812156677
50.009;0.02188205718994141;2.41762900352478;0.02063703536987305;5.960464477539062e-06;0.02057790756225586;37.35536813735962
50.01;0.02144694328308105;2.409080982208252;0.02382802963256836;5.006790161132812e-06;0.02365779876708984;37.75711989402771
50.011;0.02447414398193359;2.42225193977356;0.02766990661621094;5.960464477539062e-06;0.02238082885742188;37.6499559879303
50.012;0.02402091026306152;2.373992919921875;0.02699780464172363;7.152557373046875e-06;0.02270102500915527;37.80199503898621
50.013;0.02226781845092773;2.458035945892334;0.02255082130432129;5.006790161132812e-06;0.0216059684753418;37.74479985237122
50.014;0.02445888519287109;2.471307992935181;0.02661800384521484;5.960464477539062e-06;0.02077698707580566;37.93619585037231
50.015;0.02642703056335449;2.429001092910767;0.02669095993041992;5.960464477539062e-06;0.01784801483154297;37.57620906829834
50.016;0.02427101135253906;2.473479986190796;0.02203512191772461;5.960464477539062e-06;0.01727008819580078;37.80916118621826
50.017;0.0245060920715332;2.444868087768555;0.02120018005371094;8.821487426757812e-06;0.01797389984130859;37.88952088356018
50.018;0.02657294273376465;2.452885150909424;0.0219719409942627;6.914138793945312e-06;0.02402806282043457;37.85568809509277
50.019;0.02693295478820801;2.338417053222656;0.02076506614685059;5.960464477539062e-06;0.01698398590087891;37.92727994918823
50.02;0.02187013626098633;2.16576886177063;0.02056097984313965;5.006790161132812e-06;0.0169219970703125;37.07260894775391
50.021;0.0213160514831543;2.179834842681885;0.02060079574584961;5.960464477539062e-06;0.01947402954101562;37.10974407196045
50.022;0.02191686630249023;2.168181896209717;0.0209801197052002;5.960464477539062e-06;0.01699280738830566;37.16417002677917
50.023;0.02593898773193359;2.18155312538147;0.0258018970489502;5.006790161132812e-06;0.01902389526367188;37.15656280517578
50.024;0.02173113822937012;2.179463148117065;0.02348685264587402;5.006790161132812e-06;0.01719093322753906;37.06824088096619
50.025;0.0210871696472168;2.165842056274414;0.02333593368530273;5.006790161132812e-06;0.01623797416687012;37.11905193328857
50.026;0.02112007141113281;2.167976140975952;0.02078700065612793;5.006790161132812e-06;0.01642417907714844;37.09767007827759
50.027;0.02174782752990723;2.198600053787231;0.02083301544189453;5.006790161132812e-06;0.0172579288482666;37.27398586273193
50.028;0.02112793922424316;2.162729024887085;0.02178502082824707;6.914138793945312e-06;0.01731681823730469;37.25479197502136
50.029;0.02201485633850098;2.196582078933716;0.02091693878173828;5.006790161132812e-06;0.01715517044067383;37.29446411132812
50.03;0.02142214775085449;2.198423147201538;0.02049612998962402;5.006790161132812e-06;0.01622819900512695;37.50437784194946
50.031;0.02148604393005371;2.195269823074341;0.02218794822692871;5.960464477539062e-06;0.01689314842224121;37.27587914466858
50.032;0.02499008178710938;2.17454195022583;0.02571606636047363;7.152557373046875e-06;0.02616715431213379;37.39349293708801
50.033;0.0224909782409668;2.176852941513062;0.0240628719329834;5.006790161132812e-06;0.01753878593444824;37.40241885185242
50.034;0.02170896530151367;2.194365978240967;0.02190518379211426;1.096725463867188e-05;0.01861691474914551;37.42015099525452
50.035;0.02257800102233887;2.210431098937988;0.02114605903625488;5.006790161132812e-06;0.01727795600891113;37.33472204208374
50.036;0.02136588096618652;2.208546161651611;0.02094578742980957;5.960464477539062e-06;0.01911520957946777;37.30726909637451
50.037;0.0213780403137207;2.188589096069336;0.02408909797668457;5.960464477539062e-06;0.02023792266845703;37.3480110168457
50.038;0.0238950252532959;2.192430973052979;0.02447009086608887;7.867813110351562e-06;0.01894783973693848;37.35008692741394
50.039;0.02483487129211426;2.196078062057495;0.02077198028564453;5.006790161132812e-06;0.01670384407043457;37.41037678718567
50.04;0.02165508270263672;2.143182992935181;0.02038884162902832;5.960464477539062e-06;0.01677513122558594;36.97072505950928
50.041;0.02147889137268066;2.15703010559082;0.02061200141906738;5.006790161132812e-06;0.0217897891998291;36.59443402290344
50.042;0.02432584762573242;2.159554004669189;0.02036714553833008;5.006790161132812e-06;0.01955485343933105;36.70770883560181
50.043;0.0269620418548584;2.164768934249878;0.02579092979431152;5.006790161132812e-06;0.01976990699768066;36.60578489303589
50.044;0.0222630500793457;2.176357984542847;0.02545595169067383;5.006790161132812e-06;0.01697087287902832;36.69823408126831
50.045;0.02144598960876465;2.147210121154785;0.02056789398193359;4.76837158203125e-06;0.01684308052062988;36.65109896659851
50.046;0.02080512046813965;2.153964042663574;0.02305102348327637;8.106231689453125e-06;0.01616811752319336;36.66662001609802
50.047;0.02209115028381348;2.202208042144775;0.02059292793273926;5.960464477539062e-06;0.01730108261108398;36.72416114807129
50.048;0.02101802825927734;2.171956062316895;0.02045798301696777;5.960464477539062e-06;0.01703906059265137;36.80490303039551
50.049;0.02209615707397461;2.179679870605469;0.02045893669128418;5.006790161132812e-06;0.01731491088867188;36.81455087661743
50.05;0.0232701301574707;2.185081005096436;0.02033090591430664;6.198883056640625e-06;0.01665806770324707;36.74278879165649
50.051;0.02132296562194824;2.192572116851807;0.02310395240783691;5.006790161132812e-06;0.01665902137756348;36.94442510604858
50.052;0.02449703216552734;2.197822093963623;0.02493906021118164;7.152557373046875e-06;0.0275270938873291;36.75061178207397
50.053;0.02268004417419434;2.175237894058228;0.02525901794433594;5.960464477539062e-06;0.01833796501159668;36.80370211601257
50.054;0.02182698249816895;2.204731941223145;0.0211338996887207;1.001358032226562e-05;0.02151298522949219;36.80456304550171
50.055;0.02200508117675781;2.237065076828003;0.02056288719177246;5.006790161132812e-06;0.01724505424499512;36.85659003257751
50.056;0.02143096923828125;2.24298095703125;0.02063608169555664;5.006790161132812e-06;0.01692891120910645;36.81467700004578
50.057;0.0251929759979248;2.220887899398804;0.02366995811462402;6.198883056640625e-06;0.01715612411499023;36.88393878936768
50.058;0.02579116821289062;2.225439071655273;0.02258014678955078;5.960464477539062e-06;0.02223920822143555;36.74549889564514
50.059;0.02177596092224121;2.230293989181519;0.02055692672729492;5.006790161132812e-06;0.01661086082458496;36.88671803474426
50.06;0.02186894416809082;2.149088144302368;0.02697992324829102;5.006790161132812e-06;0.02059698104858398;36.55123114585876
50.061;0.02116894721984863;2.151044845581055;0.02378296852111816;5.960464477539062e-06;0.01959705352783203;36.75611281394958
50.062;0.02615499496459961;2.163473129272461;0.0266718864440918;5.006790161132812e-06;0.02157998085021973;36.75433301925659
50.063;0.02625012397766113;2.16320013999939;0.02582097053527832;5.006790161132812e-06;0.0217587947845459;36.90711212158203
50.064;0.02143979072570801;2.184615135192871;0.02264690399169922;5.006790161132812e-06;0.01645088195800781;36.87031412124634
50.065;0.02154397964477539;2.156036853790283;0.0245208740234375;6.914138793945312e-06;0.01961994171142578;36.81410098075867
50.066;0.02100491523742676;2.159152030944824;0.02306389808654785;5.960464477539062e-06;0.01635503768920898;36.73779988288879
50.067;0.02240681648254395;2.197702884674072;0.02091503143310547;5.960464477539062e-06;0.01718902587890625;36.83090090751648
50.068;0.02098202705383301;2.173696994781494;0.02103090286254883;6.198883056640625e-06;0.01730704307556152;36.98717284202576
50.069;0.02210807800292969;2.183844089508057;0.02057504653930664;5.006790161132812e-06;0.01688981056213379;36.99163007736206
50.07;0.0213780403137207;2.184812068939209;0.02082085609436035;5.960464477539062e-06;0.0185089111328125;36.85185790061951
50.071;0.02426505088806152;2.188210010528564;0.02269911766052246;5.006790161132812e-06;0.01934695243835449;37.15656781196594
50.072;0.02785706520080566;2.188512086868286;0.0281679630279541;1.001358032226562e-05;0.02075505256652832;37.0081090927124
50.073;0.02225899696350098;2.190633058547974;0.02843284606933594;1.096725463867188e-05;0.0173192024230957;37.10976195335388
50.074;0.02146506309509277;2.212010860443115;0.02077507972717285;5.960464477539062e-06;0.0193789005279541;37.12360501289368
50.075;0.02346611022949219;2.21592903137207;0.02092790603637695;5.960464477539062e-06;0.01803493499755859;36.58753299713135
50.076;0.02410602569580078;2.208846807479858;0.02085518836975098;5.960464477539062e-06;0.01718497276306152;36.62167310714722
50.077;0.02202200889587402;2.200608968734741;0.02155685424804688;6.914138793945312e-06;0.02265691757202148;36.52146291732788
50.078;0.02400517463684082;2.188739061355591;0.02413392066955566;5.960464477539062e-06;0.01720905303955078;36.67130899429321
50.079;0.0217139720916748;2.19201397895813;0.02095484733581543;5.006790161132812e-06;0.01693987846374512;36.65628814697266
50.08;0.02203083038330078;2.14185905456543;0.02241110801696777;5.006790161132812e-06;0.01689887046813965;36.37570691108704
50.081;0.02124404907226562;2.147953987121582;0.02048492431640625;6.198883056640625e-06;0.01644802093505859;36.4079601764679
50.082;0.02137398719787598;2.150336027145386;0.02675914764404297;5.960464477539062e-06;0.01992917060852051;36.34903216362
50.083;0.02193784713745117;2.162553071975708;0.02418112754821777;5.006790161132812e-06;0.01985287666320801;36.39089512825012
50.084;0.0262300968170166;2.179360151290894;0.02965784072875977;5.006790161132812e-06;0.01994490623474121;36.46329212188721
50.085;0.02227401733398438;2.149993896484375;0.0237281322479248;5.006790161132812e-06;0.01977014541625977;36.26691007614136
50.086;0.02109003067016602;2.153080940246582;0.02249598503112793;5.960464477539062e-06;0.01686906814575195;36.27906608581543
50.087;0.02208614349365234;2.196503877639771;0.02366518974304199;5.960464477539062e-06;0.01688599586486816;36.56358695030212
50.088;0.02303409576416016;2.160206079483032;0.02020120620727539;5.006790161132812e-06;0.01614594459533691;36.54545211791992
50.089;0.02205014228820801;2.188807964324951;0.02069401741027832;5.006790161132812e-06;0.01713299751281738;36.64086294174194
50.09;0.02094411849975586;2.177448034286499;0.02011013031005859;5.960464477539062e-06;0.01629900932312012;36.55057621002197
50.091;0.02663993835449219;2.19260311126709;0.02114200592041016;5.960464477539062e-06;0.01774787902832031;36.70551896095276
50.092;0.02258896827697754;2.202066898345947;0.02051615715026855;5.960464477539062e-06;0.01722598075866699;36.85974907875061
50.093;0.02191615104675293;2.177026033401489;0.02046608924865723;5.960464477539062e-06;0.01644015312194824;36.58937096595764
50.094;0.02708792686462402;2.199934959411621;0.02132296562194824;5.960464477539062e-06;0.02082610130310059;36.75798416137695
50.095;0.02425503730773926;2.19129490852356;0.02361083030700684;4.053115844726562e-06;0.01734280586242676;36.99329900741577
50.096;0.02366399765014648;2.198585987091064;0.02797198295593262;5.960464477539062e-06;0.01824092864990234;36.97743391990662
50.097;0.02541804313659668;2.187100887298584;0.0262451171875;5.006790161132812e-06;0.0224299430847168;37.07774782180786
50.098;0.02489495277404785;2.210824966430664;0.02681088447570801;6.198883056640625e-06;0.01881098747253418;37.02066397666931
50.099;0.02179884910583496;2.203589916229248;0.02067899703979492;5.006790161132812e-06;0.01721096038818359;37.27473998069763
50.1;0.02172708511352539;2.257863998413086;0.02074193954467773;4.053115844726562e-06;0.01639103889465332;34.86297011375427
