f;FE_AErr_h1;FE_phErr_h1; SR_AErr_h1;SR_phErr_h1; WF_AErr_h1;WF_phErr_h1; MH_AErr_h1;MH_phErr_h1; WR_AErr_h1;WR_phErr_h1; SV_AErr_h1;SV_phErr_h1; FE_AErr_h2;FE_phErr_h2; SR_AErr_h2;SR_phErr_h2; WF_AErr_h2;WF_phErr_h2; MH_AErr_h2;MH_phErr_h2; WR_AErr_h2;WR_phErr_h2; SV_AErr_h2;SV_phErr_h2 
49.96;-7.745076069376466e-08;4.392500935868071e-06;3.763751310614794e-09;-1.289647556384752e-07;-0.0003418566159513192;-0.01256207117139466;0;-1.127582149244794e-17;-0.009257471702302844;NaN;-8.421406105796336e-08;-2.732944688913953;NaN;NaN;1.419998688079183e-08;-2.576714918537541e-07;-0.003262284103554017;-0.02555654080033135;0;-4.087632541376214e-17;NaN;NaN;1.685619190200383e-07;0.8172948218202987
49.961;-7.573309290798136e-08;4.346480889427795e-06;-1.227187240715466e-10;4.199331288301691e-09;-0.0003415960693373687;-0.01224802267339723;0;-9.882171562135639e-18;-0.009256200371521306;NaN;-1.030783232114363e-05;-2.73268087899347;NaN;NaN;-4.626402594354317e-10;8.390261755118547e-09;-0.003263586267261989;-0.02491779650632747;0;-1.692162021015482e-16;NaN;NaN;2.112648663678274e-05;0.8176845035638081
49.962;-7.416095448853355e-08;4.300469571560939e-06;-3.890978872433948e-09;1.333129368584299e-07;-0.0003413355295391884;-0.01193397400522901;0;-1.093490156639955e-17;-0.009254927692755599;NaN;-2.053659231682214e-05;-2.73241706437204;NaN;NaN;-1.467927308873573e-08;2.663592082273563e-07;-0.003264888472481589;-0.02427904357708878;0;1.63017565529409e-17;NaN;NaN;4.207046266532788e-05;0.8180741022848492
49.963;-7.272800239821464e-08;4.254466621667063e-06;-7.541042124081798e-09;2.583765285659642e-07;-0.0003410749965494508;-0.01161992516703785;0;-1.997165123925621e-17;-0.009253653666389527;NaN;-3.07704880490034e-05;-2.732153245052475;NaN;NaN;-2.844996288553503e-08;5.162362766074454e-07;-0.003266190718907033;-0.02364028200921141;0;9.818603780182888e-17;NaN;NaN;6.300048517902945e-05;0.8184636180735224
49.964;-7.142788760461372e-08;4.208471700906102e-06;-1.107292235680291e-08;3.793906025681137e-07;-0.0003408144703616056;-0.01130587615897706;0;-2.301973680771832e-17;-0.009252378292832653;NaN;-4.10095135197075e-05;-2.731889421037596;NaN;NaN;-4.177476410627268e-08;7.580224538019252e-07;-0.003267493006232469;-0.02300151179930248;0;8.291553113184046e-17;NaN;NaN;8.391654935867299e-05;0.8188530510198128
49.965;-7.025426684847957e-08;4.162484464664828e-06;-1.448663411451889e-08;4.963556702513814e-07;-0.0003405539509688804;-0.01099182698120003;0;-8.230640831195541e-18;-0.009251101572461451;NaN;5.169498727863875e-05;-2.746674074993628;NaN;NaN;-5.465373287272257e-08;9.917187568185127e-07;-0.003268795334151947;-0.02236273294396977;-1.387778780781446e-17;-1.082393635631274e-16;NaN;NaN;-0.0001060919423124945;0.7905062473072713
49.966;-6.920014317124412e-08;4.11647675058191e-06;-1.778154135045895e-08;6.092499538605214e-07;-0.0003402934383641698;-0.01067777763385149;0;-3.153838843214527e-18;-0.009249823505686372;NaN;4.135207462230284e-05;-2.746410701449798;NaN;NaN;-6.708447110315152e-08;1.217281669563617e-06;-0.003270097702359254;-0.02172394543980363;0;1.898427872650968e-16;NaN;NaN;-8.479590186470654e-05;0.7908990466388808
49.967;-6.826085274802551e-08;4.070520039256564e-06;-2.095933870904787e-08;7.18131535247152e-07;-0.0003400329325407014;-0.01036372811708748;0;-9.524608278844505e-18;-0.009248544092894662;NaN;3.100381215270787e-05;-2.746147323099163;NaN;NaN;-7.907337395973713e-08;1.434827235301768e-06;-0.003271400110548273;-0.0210851492834178;0;2.895740335094786e-17;NaN;NaN;-6.351358111603145e-05;0.7912917590317095
49.968;-2.608715754526258e-08;2.255214597735034e-06;1.734405974396225e-08;-5.942752748378194e-07;-0.0003397724334915919;-0.01004967843105545;0;-3.984200711321154e-18;-0.009247263334481448;NaN;2.065020593611244e-05;-2.745883939944416;NaN;NaN;6.543506486655915e-08;-1.187361162970476e-06;-0.003272702558412693;-0.02044634447140957;0;-1.778191144424627e-16;NaN;NaN;-4.22449851707335e-05;0.791684384579066
49.969;-2.561132117495646e-08;2.220163249688767e-06;1.414625927509405e-08;-4.847068346826985e-07;-0.0003395119412099579;-0.009735628575902737;0;-4.415984900501875e-18;-0.009245981230846523;NaN;1.029126203633268e-05;-2.745620551988253;NaN;NaN;5.337054821696885e-08;-9.684436547660054e-07;-0.003274005045646067;-0.01980753100037512;0;-7.797092268904755e-17;NaN;NaN;-2.099011912638782e-05;0.792076923374143
49.97;-2.523033115764406e-08;2.185119005293501e-06;1.106654234916959e-08;-3.79184505094014e-07;-0.0003392514556889159;-0.009421578551785216;0;6.701875609874231e-18;-0.009244697782381461;NaN;-7.301348381449912e-08;-2.745357159233378;NaN;NaN;4.175154504071354e-08;-7.576102321337852e-07;-0.003275307571941888;-0.01916870886692936;0;-2.190626876751713e-16;NaN;NaN;2.510119258281041e-07;0.7924693755100107
49.971;-2.49383135253467e-08;2.150101678477512e-06;8.104421578281062e-09;-2.77691564335803e-07;-0.0003389909769216937;-0.009107528358850028;0;-5.752887761122049e-18;-0.00924341298947895;NaN;-1.04426145640657e-05;-2.745093761682493;NaN;NaN;3.057621429658486e-08;-5.548274890582829e-07;-0.003276610136993499;-0.01852987806767001;0;-1.866005647767392e-16;NaN;NaN;2.147840290266101e-05;0.7928617410796333
49.972;-2.472767512973206e-08;2.115056918494673e-06;5.261142854706691e-09;-1.802706864495105e-07;-0.0003387305049016298;-0.00879347799724443;0;-8.745056008793055e-18;-0.00924212685253889;NaN;-2.081753514537876e-05;-2.744830359338301;NaN;NaN;1.984925496190115e-08;-3.601806918289568e-07;-0.00327791274049416;-0.01789103859919394;0;-1.282144179151082e-18;NaN;NaN;4.269204872818511e-05;0.793254020175865
49.973;-2.459303771740196e-08;2.080025597983592e-06;2.535725407426526e-09;-8.688826477427251e-08;-0.0003384700396211748;-0.008479427467121046;0;-6.679438287779816e-18;-0.009240839371956633;NaN;-3.119776917248629e-05;-2.744566952203511;NaN;NaN;9.566966718832504e-09;-1.736026981286453e-07;-0.003279215382136963;-0.01725219045811128;0;-3.072285658561448e-17;NaN;NaN;6.389194433244205e-05;0.7936462128914314
49.974;-2.452806469044333e-08;2.045007445161673e-06;-7.184930428394409e-11;2.456358148487411e-09;-0.0003382095810743335;-0.008165376768632762;0;-1.29479412599441e-17;-0.009239550548123976;NaN;-4.158331059012088e-05;-2.744303540280837;NaN;NaN;-2.707226665066287e-10;4.90780231430566e-09;-0.003280518061615056;-0.01661333364103144;0;3.717010073812823e-16;NaN;NaN;8.507808465309241e-05;0.7940383193189491
49.975;-2.452624725535202e-08;2.009994390483882e-06;-2.561418299684703e-09;8.775761304517529e-08;-0.0003379491292537784;-0.007851325901923516;0;-5.575613636272867e-18;-0.009238260381439378;NaN;5.234380109575554e-05;-2.759002096619722;NaN;NaN;-9.663199809772927e-09;1.753396786748093e-07;-0.003281820778621256;-0.01597446814454684;0;2.544650270054095e-16;NaN;NaN;-0.0001073876251899974;0.7658323956950073
49.976;-2.458126724391718e-08;1.974986937547385e-06;-4.933019437380892e-09;1.690168084098994e-07;-0.0003376886841531812;-0.007537274867148714;0;-4.863705332866138e-18;-0.009236968872302298;NaN;4.186108647963316e-05;-2.758739135684231;NaN;NaN;-1.861060870689268e-08;3.376955419617467e-07;-0.003283123532848431;-0.01533559396527371;0;-4.634100642573247e-17;NaN;NaN;-8.583153560212664e-05;0.7662279474147476
49.977;-2.468679749512148e-08;1.939984745735757e-06;-7.186671369119324e-09;2.462345779119276e-07;-0.0003374282457648814;-0.00722322366445526;0;-4.743850794324015e-18;-0.009235676021098094;NaN;3.13728436605043e-05;-2.758476169854217;NaN;NaN;-2.711301892721618e-08;4.919766558492607e-07;-0.003284426323989273;-0.01469671109981085;0;8.43544843826744e-17;NaN;NaN;-6.428895410190427e-05;0.7666234087522414
49.978;-2.483650773932311e-08;1.904987586343054e-06;-9.322394745048257e-09;3.194116651329595e-07;-0.0003371678140828838;-0.006909172293989762;0;-1.471127327073442e-17;-0.009234381828235216;NaN;2.087907875680806e-05;-2.758213199132267;NaN;NaN;-3.517051234969149e-08;6.381845028048441e-07;-0.003285729151736458;-0.01405781954475733;0;-1.876635113848955e-18;NaN;NaN;-4.27598860378714e-05;0.767018779803424
49.979;-2.502407225879466e-08;1.869995255532331e-06;-1.13402126578066e-08;3.885488400544154e-07;-0.0003369073890998608;-0.006595120755907452;0;-1.333516632604325e-17;-0.009233086294098691;NaN;1.03797978874276e-05;-2.757950223520978;NaN;NaN;-4.27831737676021e-08;7.763206177807349e-07;-0.003287032015782329;-0.01341891929672959;0;-3.958134175995055e-17;NaN;NaN;-2.124433675144977e-05;0.7674140606640973
49.98;-2.524316944363392e-08;1.835007545025746e-06;-1.324014631265413e-08;4.536468817175076e-07;-0.0003366469708094844;-0.006281069050352087;0;-4.424844004243851e-18;-0.009231789419092862;NaN;-1.249928330837591e-07;-2.757687243022939;NaN;NaN;-4.995108827954287e-08;9.063865575900722e-07;-0.003288334915819396;-0.01278001035232151;0;-9.429694065244687e-17;NaN;NaN;2.576884231692e-07;0.7678092514299624
49.981;-7.375237087714481e-10;7.405535420446085e-07;9.732626038427838e-09;-3.334797058607311e-07;-0.0003363865592045379;-0.005967017177478627;0;-8.322436684758856e-18;-0.009230491203612634;NaN;-1.063528729028373e-05;-2.757424257640752;NaN;NaN;3.671901518953469e-08;-6.662921155322617e-07;-0.003289637851539837;-0.01214109270815028;-1.387778780781446e-17;-3.874185773259444e-17;NaN;NaN;2.174618415887175e-05;0.7682043521965869
49.982;-1.256288073570033e-09;7.16493000041396e-07;7.812311020316542e-09;-2.676828122733061e-07;-0.0003361261542785821;-0.005652965137430758;0;-1.670377859571692e-17;-0.009229191648047697;NaN;-2.115107937206151e-05;-2.757161267377012;NaN;NaN;2.947415594922731e-08;-5.3483001572372e-07;-0.00329094082263591;-0.01150216636081014;1.387778780781446e-17;-2.199919706406413e-17;NaN;NaN;4.322114513613529e-05;0.768599363059433
49.983;-1.787640258044121e-09;6.924367816907306e-07;6.00982152931806e-09;-2.059230895157021e-07;-0.0003358657560246225;-0.005338912930363284;0;-5.72410184548139e-18;-0.009227890752806278;NaN;-3.167236296908182e-05;-2.756898272234325;NaN;NaN;2.267382684384422e-08;-4.114341651845365e-07;-0.003292243828799613;-0.0108632313069187;0;1.34696034755743e-16;NaN;NaN;6.468256604179323e-05;0.7689942841138366
49.984;-2.325259429447613e-09;6.683846986987874e-07;4.32513358461506e-09;-1.481997049446816e-07;-0.000335605364435998;-0.005024860556419659;0;-8.557578754376134e-17;-0.009226588518274959;NaN;-4.219913197234249e-05;-2.756635272215292;NaN;NaN;1.631793625223033e-08;-2.961029032874952e-07;-0.003293546869722899;-0.0102242875430709;1.387778780781446e-17;-2.066784363060845e-16;NaN;NaN;8.613044157065874e-05;0.769389115455023
49.985;-2.862828307748089e-09;6.443365858643801e-07;2.758222095167184e-09;-9.45117831933624e-08;-0.000335344979505825;-0.004710808015754762;0;1.692690583529821e-18;-0.009225284944855749;NaN;5.300674168240427e-05;-2.771242766940889;NaN;NaN;1.040638801519389e-08;-1.888344811804154e-07;-0.003294849945097586;-0.009585335065884758;0;-6.70120264778685e-17;NaN;NaN;-0.0001087266896268729;0.7413335256184803
49.986;-3.394035164028253e-09;6.202922846476611e-07;1.309060859711053e-09;-4.485845088533583e-08;-0.0003350846012273312;-0.004396755308514672;0;-1.186971618525462e-17;-0.009223980032939783;NaN;4.238952487800596e-05;-2.770980218127003;NaN;NaN;4.939085876398686e-09;-8.962715913256432e-08;-0.003296153054615433;-0.008946373871961099;0;1.477099819562184e-16;NaN;NaN;-8.691910906123701e-05;0.7417318766656612
49.987;-3.912563273367198e-09;5.962516400614959e-07;-2.237510177138802e-11;7.611970703615436e-10;-0.0003348242295940773;-0.004082702434845361;0;-1.717878920733432e-17;-0.009222673782933066;NaN;3.176660132386822e-05;-2.770717664334944;NaN;NaN;-8.406961238272004e-11;1.520871345538222e-09;-0.003297456197968007;-0.008307403957901435;1.387778780781446e-17;9.143328487714934e-17;NaN;NaN;-6.51248184474762e-05;0.7421301339118399
49.988;-4.412105236717423e-09;5.722145188791217e-07;-1.236113211788847e-09;4.234808163016431e-08;-0.00033456386459918;-0.003768649394901473;0;-1.359253764695855e-17;-0.009221366195216296;NaN;-3.166047280933615e-05;-2.763063152226599;NaN;NaN;-4.663179897779202e-09;8.461144879146362e-08;-0.003298759374846916;-0.00766842532032464;0;1.234871207580709e-16;NaN;NaN;6.455297879852384e-05;0.7566730520428451
49.989;-4.886348881072422e-09;5.48180784765151e-07;-2.332180892850033e-09;7.990314048248248e-08;-0.0003343035062356448;-0.003454596188826097;0;-3.858303151418791e-18;-0.009220057270210691;NaN;-4.225602913587867e-05;-2.762800358989461;NaN;NaN;-8.798348133387535e-09;1.596464448608412e-07;-0.00330006258494342;-0.007029437955826882;1.387778780781446e-17;-4.0215020798471e-17;NaN;NaN;8.61293756822118e-05;0.7570692716642109
49.99;-5.328988583741534e-09;5.24150330249995e-07;-3.310605456441351e-09;1.13427338055111e-07;-0.0003340431544969213;-0.003140542816770764;0;-1.140441344816519e-17;-0.009218747008291173;NaN;-5.285715433611671e-05;-2.7625375608356;NaN;NaN;-1.248968045652887e-08;2.266277844369362e-07;-0.003301365827948904;-0.006390441861021563;0;-7.281969496453156e-17;NaN;NaN;0.0001076923297686078;0.7574653999557758
49.991;-5.733718722034098e-09;5.001230425349945e-07;-4.171415657339139e-09;1.429216483923044e-07;-0.0003337828093763484;-0.002826489278886905;0;-3.441449203183638e-17;-0.009217435409869301;NaN;4.27808617977643e-05;-2.777080184526311;NaN;NaN;-1.573728404535846e-08;2.855574132278797e-07;-0.003302669103554479;-0.005751437032522561;-1.387778780781446e-17;3.887064138911825e-16;NaN;NaN;-8.765229920650042e-05;0.7295260263478082
49.992;-6.094232785081033e-09;4.760988270291477e-07;-4.91464047236434e-09;1.683870713426589e-07;-0.0003335224708673756;-0.002512435575320306;0;-5.647400989539308e-18;-0.009216122475331767;NaN;3.209250250946205e-05;-2.776817836913802;NaN;NaN;-1.854126896461139e-08;3.364373276382804e-07;-0.003303972411451292;-0.005112423466932445;0;3.53097313678874e-17;NaN;NaN;-6.573506998965029e-05;0.7299257012724967
49.993;-6.404231922552128e-09;4.520776011318617e-07;-5.540309544471711e-09;1.898246293348839e-07;-0.0003332621389628976;-0.002198381706216623;0;-5.630630718351669e-18;-0.00921480820508469;NaN;2.139835316872229e-05;-2.776555484285141;NaN;NaN;-2.090174777702458e-08;3.792695698473033e-07;-0.003305275751330217;-0.004473401160854343;0;-1.440692114854986e-18;NaN;NaN;-4.383102477127643e-05;0.7303252807930715
49.994;1.503814406333959e-09;7.85787284129924e-08;2.113010877380361e-09;-7.240458679368189e-08;-0.000333001813656475;-0.001884327671729935;0;-7.519067670303771e-18;-0.009213492599520978;NaN;1.069841996814702e-05;-2.776293126642771;NaN;NaN;7.972176183090873e-09;-1.446643194816776e-07;-0.003306579122882125;-0.003834370110908361;1.387778780781446e-17;-6.169009334071273e-17;NaN;NaN;-2.194016925800846e-05;0.730724765009199
49.995;1.058627852046357e-09;6.547666764333826e-08;1.467185484216316e-09;-5.027634249253087e-08;-0.0003327414949414464;-0.001570273472005709;0;-1.765401395859767e-17;-0.009212175659044086;NaN;-7.290902659384813e-09;-2.776030763989126;NaN;NaN;5.53564702410192e-09;-1.004521041287503e-07;-0.003307882525797806;-0.003195330313698073;1.387778780781446e-17;-1.249521907072213e-16;NaN;NaN;-6.250914862115931e-08;0.7311241540204325
49.996;6.828726473173674e-10;5.237692768389479e-08;9.388543276145356e-10;-3.217387439606555e-08;-0.0003324811828110397;-0.001256219107192213;0;7.46014349236397e-18;-0.00921085738404126;NaN;-1.071877325531378e-05;-2.775768396326646;NaN;NaN;3.542393683941825e-09;-6.42833834243299e-08;-0.003309185959767841;-0.002556281765832565;0;1.484457210564225e-16;NaN;NaN;2.180194986486916e-05;0.7315234479262043
49.997;3.828393158045174e-10;3.92794410331021e-08;5.279865433749364e-10;-1.809611097306088e-08;-0.0003322208772587043;-0.000942164577434887;0;-6.613815138122816e-18;-0.009209537774917065;NaN;-2.143602090376451e-05;-2.775506023657771;NaN;NaN;1.992298534481129e-09;-3.615602030523339e-08;-0.00331048942448274;-0.001917224463915957;0;1.629697600963927e-16;NaN;NaN;4.365320209823165e-05;0.7319226468258166
49.998;1.648237102358507e-10;2.618415351207659e-08;2.345501570744091e-10;-8.041960030097434e-09;-0.000331960578277446;-0.0006281098828846173;0;2.203225146413508e-18;-0.009208216832070071;NaN;-3.215902766318113e-05;-2.775243645984949;NaN;NaN;8.852412136661769e-10;-1.606783234410745e-08;-0.003311792919632933;-0.001278158404564014;0;1.012654342507913e-16;NaN;NaN;6.549124187413269e-05;0.7323217508184535
49.999;3.511391177823953e-11;1.309101804736201e-08;5.851252815602948e-11;-2.010298651231671e-09;-0.0003317002858610474;-0.0003140550236924241;0;-1.651417702896285e-17;-0.009206894555896961;NaN;-4.288778735073162e-05;-2.77498126331063;NaN;NaN;2.210980148964481e-10;-4.016575810050437e-09;-0.003313096444908681;-0.0006390835843925316;0;1.723985089642947e-16;NaN;NaN;8.731606352245513e-05;0.7327207600031711
50;1.332267629550188e-15;-3.108624468950438e-15;0;-4.893389641820972e-16;-0.0003314400000027362;-4.770627346757275e-16;4.440892098500626e-16;-9.992007221626405e-16;-0.009205570946795416;NaN;5.411768045493481e-05;-2.789437337975988;NaN;NaN;1.387778780781446e-17;-9.005493817508126e-16;-0.003314400000000245;-6.682695880844862e-16;-8.326672684688674e-17;-3.885780586188051e-15;NaN;NaN;-0.0001106718977373772;0.7049176435074008
50.001;6.576827971116472e-11;-1.308892594309441e-08;5.861622298652946e-11;-2.512055596453874e-09;-0.0003311797206956291;0.0003140551880375307;0;-2.362747519152829e-18;-0.00920424600516101;NaN;4.330849056599639e-05;-2.78917540607586;NaN;NaN;2.212390964873023e-10;-5.016530343557617e-09;-0.003315703584597596;0.0006390923519897255;0;-8.147054260332505e-17;NaN;NaN;-8.850331900557562e-05;0.705320273756873
50.002;2.386988384728284e-10;-2.617577332664212e-08;2.344968663692271e-10;-1.004823878724508e-08;-0.0003309194479332866;0.0006281105402766007;0;-3.292141780269608e-17;-0.00920291973139642;NaN;3.24933261026672e-05;-2.788913469079562;NaN;NaN;8.849592586512856e-10;-2.007392913050879e-08;-0.003317007198390745;0.001278193474972668;2.775557561562891e-17;7.45221158637497e-17;NaN;NaN;-6.634769139876595e-05;0.7057228051301093
50.003;5.250808676748875e-10;-3.926054481517838e-08;5.27661914162536e-10;-2.260686130794113e-08;-0.0003306591817091586;0.0009421660565718724;0;-2.59096179480031e-18;-0.009201592125901104;NaN;2.167219330440062e-05;-2.788651526989423;NaN;NaN;1.991115314292635e-09;-4.516713165397198e-08;-0.003318310841069622;0.001917303372343435;0;-7.824915284631984e-17;NaN;NaN;-4.420502087294775e-05;0.7061252377294266
50.004;9.311862392280545e-10;-5.234322175695638e-08;9.380987098239757e-10;-4.018628085979292e-08;-0.0003303989220163617;0.001256221736769927;0;-1.264872816413684e-17;-0.009200263189068192;NaN;1.084509840842962e-05;-2.78838957980778;NaN;NaN;3.539610937686177e-09;-8.029177231264155e-08;-0.003319614512323862;0.002556422047478542;0;1.393624362719854e-16;NaN;NaN;-2.207531337730662e-05;0.7065275716570065
50.005;1.463297705228683e-09;-6.542382169349992e-08;1.465762400343351e-09;-6.278488953051444e-08;-0.0003301386688486785;0.001570277580725882;0;4.274658563989574e-18;-0.009198932921305358;NaN;1.204764998874452e-08;-2.788127627536966;NaN;NaN;5.530297830791397e-09;-1.254441644696324e-07;-0.003320918211843132;0.003195549503772261;2.775557561562891e-17;7.403927893919431e-17;NaN;NaN;4.142514695160138e-08;0.7069298070149127
50.006;2.127687137587486e-09;-7.85022598037699e-08;2.110578600778013e-09;-9.040108688144259e-08;-0.0003298784221993367;0.001884333588295186;0;-1.87482727671495e-17;-0.009197601322995075;NaN;-1.08269527369087e-05;-2.787865670179315;NaN;NaN;7.962977263686888e-09;-1.806212302926942e-07;-0.003322221939316999;0.003834685744617328;0;2.681980281285705e-16;NaN;NaN;2.21451887665175e-05;0.7073319439050865
50.007;-5.47885470325582e-09;2.687118079158779e-07;-5.537025393742567e-09;2.37141095542259e-07;-0.000329618182061564;0.002198389759327451;0;-1.139887801068878e-17;-0.009196268394554785;NaN;-2.167189651958168e-05;-2.787603707737169;NaN;NaN;-2.088939360378461e-08;4.738081658055248e-07;-0.003323525694434823;0.004473830773396545;1.387778780781446e-17;-7.086577285345531e-17;NaN;NaN;4.423597155425729e-05;0.7077339824293338
50.008;-4.784958984593857e-09;2.665308347360451e-07;-4.91195251139942e-09;2.1036901860949e-07;-0.0003293579484289211;0.00251244609367234;0;4.043947780917117e-17;-0.009194934136367849;NaN;-3.252277746768062e-05;-2.787341740212874;NaN;NaN;-1.853113237859638e-08;4.203176756328763e-07;-0.003324829476885935;0.005112984593491173;2.775557561562891e-17;2.835445757010936e-16;NaN;NaN;6.631376759107244e-05;0.708135922689334
50.009;-3.939913395534234e-09;2.643509580124714e-07;-4.169781187002286e-09;1.78581975490727e-07;-0.0003290977212948576;0.002826502591188276;0;-1.386303798825327e-17;-0.009193598548847048;NaN;-4.337958935274333e-05;-2.787079767608768;NaN;NaN;-1.573110716690529e-08;3.568071139915475e-07;-0.003326133286359473;0.005752147208299815;0;-1.433529890807314e-16;NaN;NaN;8.837857096567758e-05;0.7085377647866565
50.01;-2.937449838924522e-09;2.621722408058247e-07;-3.310544949286509e-09;1.4178162738865e-07;-0.0003288375006529343;0.003140559251722291;0;-1.316511337197122e-17;-0.009192261632378074;NaN;5.472565069797319e-05;-2.801449700529137;NaN;NaN;-1.24894506126072e-08;2.832797818565963e-07;-0.00332743712254456;0.006391318621197738;0;3.03081447284392e-17;NaN;NaN;-0.0001118003202842111;0.6808742447653324
50.011;-1.77130776712886e-09;2.599947270809366e-07;-2.334290871708333e-09;9.996966403862098e-08;-0.0003285772864962677;0.003454616075130033;0;-1.868725758035536e-17;-0.00919092338736871;NaN;4.379494135253736e-05;-2.801188178688501;NaN;NaN;-8.806323267829264e-09;1.997391591853277e-07;-0.003328740985130155;0.007030498835577099;0;7.854004475378101e-17;NaN;NaN;-8.940210057670206e-05;0.6812797749527304
50.012;-4.352226357084987e-10;2.578184936652406e-07;-1.241069913504589e-09;5.31477918045421e-08;-0.0003283170788186407;0.003768673061267164;0;-1.213549256680534e-17;-0.00918958381421453;NaN;3.285807914066297e-05;-2.800926651677938;NaN;NaN;-4.681898257974382e-09;1.061887838249165e-07;-0.00333004487380513;0.007669687854830017;0;-1.511649884012004e-17;NaN;NaN;-6.701659886353128e-05;0.6816852029214012
50.013;1.077063993548677e-09;2.556436120570993e-07;-3.091848999048352e-11;1.317682462758474e-09;-0.0003280568776131698;0.004082730209981038;0;-2.405919444600714e-17;-0.009188242913320321;NaN;2.191507034421392e-05;-2.800665119499682;NaN;NaN;-1.163231871936787e-10;2.632205712711438e-09;-0.003331348788258234;0.008308885682330616;0;5.998325578138045e-17;NaN;NaN;-4.464382134315714e-05;0.6820905287761136
50.014;2.771808116364127e-09;2.534701817324958e-07;1.296118323779183e-09;-5.551893686659412e-08;-0.0003277966828737489;0.004396787521130298;0;-5.245226702971286e-18;-0.009186900685082877;NaN;1.096592124283369e-05;-2.800403582155959;NaN;NaN;4.890258142875581e-09;-1.109271535475798e-07;-0.003332652728178051;0.008948092321476371;0;1.368224908899419e-16;NaN;NaN;-2.228377420590566e-05;0.6824957526215294
50.015;4.655267504816152e-09;2.512982999469671e-07;2.740011773028073e-09;-1.173602994260801e-07;-0.0003275364945934944;0.004710844994562334;0;-1.383095028248586e-18;-0.009185557129894883;NaN;1.063811549961713e-08;-2.800142039649006;NaN;NaN;1.033770832825631e-08;-2.344859289069814e-07;-0.003333956693253176;0.009587307775640921;0;-2.213910301386061e-17;NaN;NaN;6.353636496092552e-08;0.6829008745621643
50.016;6.733691382265761e-09;2.491280750582803e-07;4.300725331418676e-09;-1.842046308604776e-07;-0.0003272763127660783;0.005024902630136052;0;-8.107626688102069e-18;-0.009184212248165791;NaN;-1.095077276147549e-05;-2.799880491981056;NaN;NaN;1.622587054994629e-08;-3.68040662675092e-07;-0.00333526068317197;0.01022653204822074;0;-9.837116636974637e-17;NaN;NaN;2.239810419439603e-05;0.6833058947024164
50.017;9.013332302743038e-09;2.469596243059868e-07;5.978197270550822e-09;-2.560501368215421e-07;-0.0003270161373850611;0.005338960427698931;0;1.872181281852991e-18;-0.009182866040286175;NaN;-2.191830511277804e-05;-2.799618939154351;NaN;NaN;2.255456299504743e-08;-5.11587876483763e-07;-0.003336564697622724;0.01086576514258938;0;-3.66994871559593e-17;NaN;NaN;4.471992311362583e-05;0.6837108131465446
50.018;1.150043438258308e-08;2.447931102267376e-07;7.772396060090614e-09;-3.328949816833157e-07;-0.0003267559684437815;0.005653018387110028;0;-7.890240582713577e-18;-0.009181518506666153;NaN;-3.289195266475975e-05;-2.799357381171128;NaN;NaN;2.932362562491075e-08;-6.651238627081378e-07;-0.0033378687362937;0.01150500706214248;0;-2.914304649097212e-17;NaN;NaN;6.702898696284154e-05;0.6841156299986959
50.019;1.420124395856703e-08;2.426286429546565e-07;9.683281954053768e-09;-4.147373773825974e-07;-0.0003264958059358003;0.005967076508216944;0;-2.689479796911059e-18;-0.009180169647696745;NaN;-4.387170914499361e-05;-2.799095818033634;NaN;NaN;3.653290846228341e-08;-8.286448783063064e-07;-0.003339172798872872;0.01214425781025296;0;8.224972386601497e-17;NaN;NaN;8.932528958850716e-05;0.6845203453628724
50.02;-7.825321612919822e-09;1.309979059005428e-06;-1.32396534846535e-08;5.670380249871272e-07;-0.0003262356498547891;0.006281134790876076;0;-1.676103153257423e-17;-0.00917881946378174;NaN;5.526806602573764e-05;-2.813382014706534;NaN;NaN;-4.994922921108813e-08;1.132942100060079e-06;-0.003340476885048252;0.01278351739031048;0;3.411394293099234e-16;NaN;NaN;-0.0001129693737215026;0.6569912230341692
50.021;-4.930212460507732e-09;1.318676682515729e-06;-1.134780347467057e-08;4.860114960417878e-07;-0.0003259755001940867;0.006595193234943747;0;-5.286018211006704e-18;-0.009177467955323371;NaN;4.422086935851333e-05;-2.813120902255531;NaN;NaN;-4.281180024379161e-08;9.710510008070056e-07;-0.003341780994507756;0.01342278580570433;0;1.775326434715385e-17;NaN;NaN;-9.03500204061658e-05;0.6573996909025812
50.022;-1.802581306442619e-09;1.327374973048023e-06;-9.339346851433561e-09;3.999904506306157e-07;-0.0003257153569473648;0.006909251840267826;0;9.181406011682188e-18;-0.009176115122712547;NaN;3.316734162828183e-05;-2.812859784564594;NaN;NaN;-3.523442007602462e-08;7.991807097843297e-07;-0.003343085126939038;0.01406206305980592;0;1.110572295557257e-17;NaN;NaN;-6.774314617792598e-05;0.6578080532414358
50.023;1.563804419291159e-09;1.336074089142159e-06;-7.214308039849016e-09;3.089767850168042e-07;-0.000325455220108184;0.007223310606707704;0;-9.383149820881629e-18;-0.009174760966362272;NaN;2.21074891568751e-05;-2.812598661635848;NaN;NaN;-2.721724857990271e-08;6.173350371220796e-07;-0.003344389282029778;0.0147013491560105;0;4.859057734952376e-17;NaN;NaN;-4.514875747564651e-05;0.6582163101579288
