M;FE_AErr_h1;FE_phErr_h1; SR_AErr_h1;SR_phErr_h1; WF_AErr_h1;WF_phErr_h1; MH_AErr_h1;MH_phErr_h1; WR_AErr_h1;WR_phErr_h1; SV_AErr_h1;SV_phErr_h1; FE_AErr_h2;FE_phErr_h2; SR_AErr_h2;SR_phErr_h2; WF_AErr_h2;WF_phErr_h2; MH_AErr_h2;MH_phErr_h2; WR_AErr_h2;WR_phErr_h2; SV_AErr_h2;SV_phErr_h2 
8.300000000000001;0.002068211256565755;0.002544243699886373;-1.5931700403371e-13;-3.849645475140991e-15;0.0003219363319983959;0.9424785892911891;4.440892098500626e-16;-1.665334536937734e-15;0.005027151908873373;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.546435284855875e-13;-8.04681240866708e-15;2.206823909475797e-05;-1.256635279419108;1.110223024625157e-16;-3.747002708109899e-15;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.4;0.0004534690276631892;0.003875940291914404;-1.592059817312474e-13;-4.2526409137906e-15;0.0002265719536680422;1.256637622046024;8.881784197001252e-16;-8.881784197001244e-16;0.005003693500515771;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.546296506977797e-13;-8.565645342722146e-15;2.013925628338575e-05;-0.6283114707890676;-1.387778780781446e-16;-2.498001805406605e-15;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.5;1.248833946076999e-05;0.004993041315325186;-1.594280263361725e-13;-3.56991805665442e-15;-0.0003249467589481192;1.570796326794896;0;-4.16230209585239e-18;0.004987562112100496;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.546574062733953e-13;-7.224891983672147e-15;5.407022052317245e-12;1.039944268454082e-05;0;-2.476384074906483e-16;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.600000000000001;-0.0005662939829658153;0.003766405126143901;-1.59539048638635e-13;-2.871242316601735e-15;0.0002250376037442603;-1.256636616339939;-7.771561172376096e-16;-1.221245327087673e-15;0.004978086122147563;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.547129174246265e-13;-5.770556933600539e-15;2.110670709239149e-05;0.6283278363622438;-2.914335439641036e-16;-3.053113317719189e-15;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.699999999999999;-0.002230553990954731;0.00260166070390655;-1.589839371263224e-13;-1.414899479931835e-14;0.000321445837524692;-0.9424771458281326;0;-4.126419072164073e-18;0.004973908058729215;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.540884169732749e-13;-2.828392046865282e-14;2.330731464300628e-05;1.256642172484289;0;8.7612606596687e-17;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.800000000000001;-0.002146245248975998;0.002453329753149269;-1.5931700403371e-13;-4.3689318442994e-15;0.0002060811688331388;-0.6283180265178044;0;-4.079335285566051e-19;0.004973441506904042;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.54601895122164e-13;-8.746118851535106e-15;2.258594154819216e-05;-1.256634496158942;0;-2.263046745768395e-16;NaN;NaN;-0.0001110590037608633;0.7024038366815488
8.9;-0.0004941208900280936;0.001153057003753233;-1.594280263361725e-13;-3.458795469671046e-15;6.12740514531751e-05;-0.3141590929850896;0;-1.165128995838351e-17;0.004975194861154719;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.546990396368187e-13;-6.751937342075217e-15;2.067178211163923e-05;-0.628317552972239;0;2.905445431714103e-16;NaN;NaN;-0.0001110590037608633;0.7024038366815488
9;-3.33066907387547e-16;-5.773159728050814e-15;0;-5.43291280664952e-15;-2.886579864025407e-15;-8.399791334662342e-16;0;-7.243391173737933e-18;0.00497795898183484;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;2.498001805406602e-16;-1.081985883993024e-14;-2.914335439641036e-16;-1.675642187622523e-15;0;2.840844217478291e-17;NaN;NaN;-0.0001110590037608633;0.7024038366815488
9.100000000000001;0.0004644558847568536;0.001068434304444033;-1.5931700403371e-13;-4.534442400359138e-15;6.08058019588853e-05;0.3141594417224562;0;6.53174255265628e-18;0.00498087890963328;NaN;5.352586161455619e-05;-2.790693286264442;NaN;NaN;-2.546435284855875e-13;-9.046019714804151e-15;2.057433576435619e-05;0.6283192704272785;0;-1.803594288073911e-16;NaN;NaN;-0.0001110590037608633;0.7024038366815488
9.199999999999999;0.001923767798690967;0.002142737028931307;-1.589839371263224e-13;-7.058943426069299e-15;0.0002057690623322728;0.6283190604832517;0;-2.764304944049334e-18;0.004983441585106441;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.545186283953171e-13;-1.415438355325822e-14;2.277790254419376e-05;1.256637965801414;0;2.269287924675563e-16;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.300000000000001;0.001858182216458504;0.002278498338959878;-1.5931700403371e-13;-4.696164761893443e-15;0.0003219324823731107;0.942478501161203;0;-1.665334536937735e-15;0.004985413784283743;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.546296506977797e-13;-9.197193940917122e-15;2.264590898105878e-05;-1.256641893465629;-8.326672684688674e-17;-3.191891195797327e-15;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.4;0.0004108420744486363;0.003461831875422927;-1.594280263361725e-13;-6.121150470690477e-15;0.0002264178168271958;1.25663756005663;0;-4.709999307796083e-18;0.004986760017654968;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.545880173343562e-13;-1.224963323926558e-14;2.05344784091066e-05;-0.628321896998611;0;1.49426971390566e-16;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.5;9.995657122674473e-06;0.004467465445885388;-1.592059817312474e-13;-4.417737749788713e-15;-0.0003251620201777383;1.570796326794896;0;4.4034815307834e-18;0.004987562112091171;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.546574062733953e-13;-8.689199102074511e-15;1.737082699904136e-13;-1.8631564564524e-06;0;-2.422536836119629e-16;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.600000000000001;-0.0005005006656046973;0.003375034925676701;-1.590949594287849e-13;-4.197150414029284e-15;0.0002251673176689728;-1.256636652899743;4.440892098500626e-16;-1.665334536937734e-15;0.004987953407375123;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.546574062733953e-13;-8.265751579900235e-15;2.069165421463015e-05;0.6283167581414166;6.938893903907228e-17;-4.163336342344334e-15;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.699999999999999;-0.001987479977854978;0.002324673029135749;-1.594280263361725e-13;-1.213881831214014e-14;0.0003214360749066447;-0.9424772045837256;0;-3.224970834889335e-18;0.004988072811467958;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.542827060025843e-13;-2.431779320836498e-14;2.266515460358498e-05;1.256634605095029;0;9.206746119058556e-17;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.800000000000001;-0.001920720156771805;0.002192343701187927;-1.5931700403371e-13;-6.341757381792494e-15;0.0002059659105135836;-0.6283180779433959;0;-3.570370777803944e-18;0.004988038318172183;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.545463839709328e-13;-1.258044844595451e-14;2.298362727591596e-05;-1.256632226708946;0;8.169027204571857e-17;NaN;NaN;-0.0001111885260712681;0.7017753837266842
9.9;-0.0004435925202623814;0.001034109554825413;-1.592059817312474e-13;-4.967906452988225e-15;6.116917078835549e-05;-0.3141591124003245;0;-8.213980163311032e-18;0.004987936254208014;NaN;5.329613474480688e-05;-2.791007273214817;NaN;NaN;-2.54601895122164e-13;-9.820716525990319e-15;2.09054743562781e-05;-0.6283169702934591;0;2.823710506508691e-17;NaN;NaN;-0.0001111885260712681;0.7017753837266842
10;5.773159728050814e-15;1.77635683940025e-15;0;4.153544335861269e-15;4.218847493575595e-15;-9.514521198217327e-16;0;-1.661714133949606e-17;0.004987821219411215;NaN;-5.444037205282193e-05;-2.77314878981888;NaN;NaN;-1.942890293094024e-16;8.433824170132806e-15;3.885780586188048e-16;-1.787920624290179e-15;0;-3.817896827512758e-17;NaN;NaN;0.0001086052469776444;0.736257514737287
10.1;0.0004189854515157521;0.0009647772205658711;-1.5931700403371e-13;5.333140743438474e-16;6.089828450295265e-05;0.3141594196617098;0;-1.830431868585233e-17;0.004987721860026051;NaN;-5.444037205282193e-05;-2.77314878981888;NaN;NaN;-2.549072064539359e-13;1.102692685346209e-15;2.03107183363721e-05;0.6283199548459674;0;-2.171982800841801e-17;NaN;NaN;0.0001086052469776444;0.736257514737287
10.2;0.00174005087977025;0.001940764433886244;-1.594280263361725e-13;-1.246541223814827e-14;0.0002058530179251949;0.6283189929124253;0;4.398199294061157e-19;0.004987648669207534;NaN;5.303296288805548e-05;-2.791321260245629;NaN;NaN;-2.54379850517239e-13;-2.534329636402249e-14;2.228617290890578e-05;1.25664094902437;0;-7.604810930158798e-17;NaN;NaN;-0.0001113312135567895;0.7011469313916415
10.3;0.001686854327824339;0.002063056915122097;-1.596500709410975e-13;5.488962923053815e-16;0.0003219154918667755;0.942478410049464;-2.220446049250313e-16;2.775557561562892e-15;0.004987601375320505;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.549349620295516e-13;1.181256332224398e-15;2.296901543401286e-05;-1.256645413958513;-3.05311331771918e-16;7.771561172376119e-15;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.4;0.0003754940580991128;0.003127695669751684;-1.592059817312474e-13;1.051343134022038e-16;0.0002262898354938869;1.256637494346259;0;-1.699125126004011e-17;0.004987574695322738;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.548655730905125e-13;3.329724499370846e-16;2.076486459770543e-05;-0.6283277803514176;0;5.39340234202474e-17;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.5;8.181105948912304e-06;0.00404199743718614;-1.592059817312474e-13;1.356119645674732e-16;-0.0003253339092762486;1.570796326794896;4.440892098500626e-16;2.77555756156289e-15;0.00498756211208895;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.548794508783203e-13;2.775619084310932e-16;4.107297835176382e-12;-9.063511848426873e-06;-5.551115123125783e-17;4.597502428079912e-15;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.6;-0.0004483488788596945;0.003057373503157379;-1.596500709410975e-13;3.961056800516994e-15;0.0002252707445327129;-1.256636689632976;0;-1.751018380424674e-17;0.004987557895344441;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.550321065442063e-13;7.977574439634525e-15;2.04349996315023e-05;0.6283100387376488;0;2.635761638277706e-16;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.7;-0.001792155992411337;0.002101026565862529;-1.594280263361725e-13;1.456245392299221e-15;0.0003214393559800577;-0.9424772659885862;8.881784197001252e-16;3.108624468950436e-15;0.004987557855615554;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.549488398173594e-13;2.90736049439157e-15;2.225593360456746e-05;1.256629856552684;4.163336342344337e-16;7.216449660063488e-15;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.8;-0.001738092586183515;0.001981538231443203;-1.5931700403371e-13;-5.237717260365659e-16;0.0002058945892877695;-0.6283181308153266;0;-1.297078190808902e-17;0.004987559351665283;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.548655730905125e-13;-9.596209993779546e-16;2.317052617295534e-05;-1.256631302934757;0;-2.091218667381629e-16;NaN;NaN;0.0001084612569016569;0.7368850829020136
10.9;-0.0004024403660026765;0.0009374075613814981;-1.59539048638635e-13;3.761610144338359e-15;6.110222469879467e-05;-0.314159131841444;-8.881784197001252e-16;3.164135620181699e-15;0.004987560966333904;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.550737399076297e-13;7.681469824153115e-15;2.101257208587948e-05;-0.6283167460009049;-9.71445146547012e-17;4.302114220422486e-15;NaN;NaN;0.0001084612569016569;0.7368850829020136
11;2.664535259100376e-15;1.77635683940025e-15;0;-1.04361150114084e-15;2.220446049250313e-16;-1.03333278271309e-15;0;-1.02951850306345e-17;0.004987562112091837;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;4.163336342344337e-17;-2.027462548909988e-15;0;-1.936183032183892e-15;0;-6.296030247084596e-17;NaN;NaN;0.0001084612569016569;0.7368850829020136
11.1;0.0003816251150863259;0.000879454057637119;-1.594280263361725e-13;2.598802014989546e-15;6.095567435537852e-05;0.3141593982459185;0;-2.106938805181124e-17;0.0049875626846414;NaN;-5.470242374649992e-05;-2.772834772707954;NaN;NaN;-2.54976595392975e-13;5.259003070103025e-15;2.018092632871671e-05;0.6283202558180166;0;2.567211212917256e-16;NaN;NaN;0.0001084612569016569;0.7368850829020136
11.2;0.001588371266402211;0.001773581172233918;-1.5931700403371e-13;-1.284811283149823e-15;0.0002058996519573864;0.6283189276058327;2.220446049250313e-16;3.219646771412953e-15;0.004987562801993528;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.547961841514734e-13;-2.53507192552631e-15;2.202727524823478e-05;1.256642415861174;1.942890293094024e-16;8.396061623727729e-15;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.3;0.001544438387166336;0.001884862233588969;-1.5931700403371e-13;3.175771900572661e-15;0.0003218901433885701;0.9424783222855767;0;-1.060343935688192e-17;0.004987562642527754;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.549904731807828e-13;6.335957059049049e-15;2.311127983257999e-05;-1.256646714548949;0;-2.086855911517155e-16;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.4;0.0003457177889587548;0.002852399803361827;-1.592059817312474e-13;1.962652293676153e-15;0.0002261873131470526;1.256637431610443;0;-1.381861829361867e-17;0.004987562370809107;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.549627176051672e-13;4.054373745353773e-15;2.087324019417469e-05;-0.6283302577290879;0;-2.879181897234369e-16;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.5;6.819284784409518e-06;0.003690522750255276;-1.59539048638635e-13;1.037626988854319e-15;-0.0003264621905687548;-1.570796326794898;0;-1.097707118791267e-17;0.004987562112092947;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.548933286661281e-13;2.051811699307419e-15;7.508049737481315e-12;-1.225407519473872e-05;0;-2.872849050064845e-16;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.6;-0.0004060059747863498;0.002794383385307242;-1.590949594287849e-13;-1.336989127220146e-14;0.0002253545063757301;-1.256636731746894;0;-4.761013585326585e-18;0.004987561942806584;NaN;5.273719263421128e-05;-2.791635247302523;NaN;NaN;-2.543382171538155e-13;-2.663866651907417e-14;2.031024516178925e-05;0.6283070388600895;0;8.10448629338622e-17;NaN;NaN;-0.0001114869749506003;0.7005184777086269
11.7;-0.001631774823460774;0.001916658409591321;-1.5931700403371e-13;2.128077646903967e-15;0.0003214548032604014;-0.9424773312290665;0;-1.431914077069853e-17;0.004987561887959346;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.549627176051672e-13;4.31906799269837e-15;2.205975577468378e-05;1.256627785494427;0;-2.848332200634526e-18;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.8;-0.0015871843013473;0.001807711749163055;-1.5931700403371e-13;1.991582577467807e-15;0.0002058569000644717;-0.6283181835946329;0;-6.675676929941432e-18;0.004987561928025741;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.549627176051672e-13;3.893006119007417e-15;2.322918203619129e-05;-1.256631188078341;0;-3.275835087134653e-16;NaN;NaN;0.0001083041321856271;0.7375126514130306
11.9;-0.0003682759891114884;0.0008572442882632814;-1.592059817312474e-13;2.642273457735411e-15;6.106256063787008e-05;-0.3141591504040399;0;-1.255432993352366e-17;0.004987562017847447;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.549627176051672e-13;5.25970392868052e-15;2.104105662976974e-05;-0.6283167421596372;0;-2.828448789357623e-17;NaN;NaN;0.0001083041321856271;0.7375126514130306
12;8.881784197001252e-16;1.77635683940025e-15;0;-1.094857685765504e-15;-4.329869796038111e-15;-1.103571938942584e-15;0;-7.398532960221797e-18;0.004987562112082511;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;2.775557561562891e-17;-2.093364518537753e-15;-4.579669976578771e-16;-2.041624939679004e-15;0;-1.686229551216284e-16;NaN;NaN;0.0001083041321856271;0.7375126514130306
12.1;0.0003503825821673523;0.0008079960183202672;-1.592059817312474e-13;-3.219556875437672e-15;6.098973595869417e-05;0.3141593787231798;-1.110223024625157e-15;3.608224830031763e-15;0.004987562181777205;NaN;-5.499736842262681e-05;-2.772520755524959;NaN;NaN;-2.5475455078805e-13;-6.281195666123001e-15;2.013961699649791e-05;0.6283203032954289;-2.775557561562891e-17;7.632783294297953e-15;NaN;NaN;0.0001083041321856271;0.7375126514130306
12.2;0.001461019425007759;0.001632912763394501;-1.5931700403371e-13;1.575513640073924e-16;0.0002059230449158456;0.6283188686658769;0;-5.390638125178734e-18;0.004987562213776497;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548655730905125e-13;3.445792010631591e-16;2.192801675506006e-05;1.256642839081135;0;-3.473652453804471e-17;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.3;0.001424188462056719;0.001735018620267148;-1.5931700403371e-13;2.797324954509411e-16;0.0003218626405736558;0.9424782436380017;0;-1.094598583015131e-17;0.004987562205410523;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548378175148969e-13;6.461963556135135e-16;2.315163122469654e-05;-1.256646792714348;0;-1.341142295971756e-17;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.4;0.000320298245184869;0.002621656378726911;-1.592059817312474e-13;1.523624828750365e-16;0.0002261063106596684;1.256637375863269;0;-9.403224401151554e-18;0.004987562165045922;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548794508783203e-13;3.403188388510828e-16;2.091142661748979e-05;-0.6283308093130194;0;2.982407722573615e-17;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.5;5.771216473826613e-06;0.003395283302726426;-1.5931700403371e-13;-3.142933900561137e-15;-0.0003255685234341277;1.570796326794895;0;-1.18930580738775e-17;0.00498756211209006;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.547406730002422e-13;-6.246886180964877e-15;8.626516168064313e-12;-1.313454259395206e-05;0;2.060009427200293e-16;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.6;-0.0003709491007479748;0.002573065242434058;-1.594280263361725e-13;1.364343519931216e-16;0.0002254220041097987;-1.256636774068228;2.220446049250313e-16;3.774758283725531e-15;0.004987562069382001;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548655730905125e-13;3.131558641975228e-16;2.026355322555518e-05;0.6283062130391251;-4.163336342344337e-17;5.828670879282074e-15;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.7;-0.001497732273293639;0.00176205181682354;-1.590949594287849e-13;-1.65859849881299e-15;0.0003214756063119051;-0.9424773938086682;0;-5.570038181361058e-18;0.004987562052128247;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548100619392812e-13;-3.158328410382434e-15;2.19912428639224e-05;1.256627300433963;0;-1.152435416214368e-16;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.8;-0.001460390911384946;0.001661919675208345;-1.5931700403371e-13;9.721930307835637e-16;0.0002058392903918627;-0.6283182323149854;0;-1.271318044462842e-17;0.004987562061089301;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548933286661281e-13;2.002185094649888e-15;2.322080029522333e-05;-1.256631477201789;0;9.903123031996605e-17;NaN;NaN;0.0001081337618837747;0.7381402193856472
12.9;-0.0003394587340589394;0.0007897111730876816;-1.592059817312474e-13;-4.304751456303086e-15;6.103966536974426e-05;-0.3141591670615368;0;-6.747889933308857e-18;0.004987562085306152;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.547129174246265e-13;-8.516104227284984e-15;2.102878182172474e-05;-0.6283168470978915;0;-2.495255688957122e-16;NaN;NaN;0.0001081337618837747;0.7381402193856472
13;2.220446049250313e-16;2.220446049250313e-15;0;-1.169711745088722e-15;2.664535259100376e-15;-1.166892210849447e-15;0;3.83026943495679e-15;0.004987562112085175;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;2.775557561562891e-17;-2.305964517871355e-15;2.498001805406602e-16;-2.209802540665493e-15;-2.914335439641036e-16;9.298117831235713e-15;NaN;NaN;0.0001081337618837747;0.7381402193856472
13.1;0.000323868773453917;0.0007472774748178423;-1.59539048638635e-13;-1.488066676249073e-15;6.100964423461086e-05;0.3141593617359446;-1.332267629550188e-15;3.44169137633799e-15;0.004987562134028289;NaN;-5.532526059615073e-05;-2.772206738444437;NaN;NaN;-2.548378175148969e-13;-3.208629864928499e-15;2.014547253993693e-05;0.6283202205606342;-1.249000902703301e-16;7.632783294297961e-15;NaN;NaN;0.0001081337618837747;0.7381402193856472
13.2;0.001352576161290031;0.001512915674308779;-1.5931700403371e-13;1.842573155824196e-16;0.000205933262436897;0.6283188177398957;0;-8.644542533627217e-18;0.004987562146911539;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.548794508783203e-13;3.340743430541123e-16;2.191623773124818e-05;1.256642705600522;0;2.627212032959352e-17;NaN;NaN;0.000107950249341307;0.7387677879856026
13.3;0.001321305050550281;0.001607255568061738;-1.5931700403371e-13;4.440927235294515e-15;0.0003218364099133453;0.9424781760173716;0;-8.48490235820146e-18;0.004987562146801183;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.550043509685906e-13;8.928461222163912e-15;2.31399332559501e-05;-1.256646278003359;0;-2.294023126090451e-17;NaN;NaN;0.000107950249341307;0.7387677879856026
13.4;0.0002983481285514511;0.002425457851780166;-1.592059817312474e-13;-1.664047788039756e-15;0.0002260424604003664;1.256637328191544;0;-1.105261796322699e-17;0.004987562133129009;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.548100619392812e-13;-3.24760003812786e-15;2.091290259881307e-05;-0.6283303919614196;0;1.104377143836518e-16;NaN;NaN;0.000107950249341307;0.7387677879856026
13.5;4.947430737978209e-06;0.003143782562385233;-1.592059817312474e-13;-9.343336568540804e-16;-0.0003256469881284252;1.570796326794895;1.110223024625157e-15;4.107825191113074e-15;0.004987562112092059;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.548378175148969e-13;-1.806749650900256e-15;8.234149473373975e-12;-1.283319791090156e-05;5.551115123125783e-17;5.764156193877714e-15;NaN;NaN;0.000107950249341307;0.7387677879856026
13.6;-0.0003414506383463412;0.002384239256256748;-1.594280263361725e-13;2.397517095032426e-15;0.000225476217887266;-1.256636813114417;0;-8.411734556287983e-18;0.004987562093956122;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.549349620295516e-13;4.859642437974974e-15;2.025819777375093e-05;0.6283065023832375;0;4.015662081502985e-17;NaN;NaN;0.000107950249341307;0.7387677879856026
13.7;-0.001384034101586051;0.001630535853601067;-1.5931700403371e-13;-9.789221624411667e-16;0.0003214973290222023;-0.9424774500604096;1.110223024625157e-15;3.774758283725528e-15;0.004987562086631536;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.548239397270891e-13;-1.964110033172396e-15;2.198995107470514e-05;1.256627622970533;1.110223024625157e-16;9.43689570931382e-15;NaN;NaN;0.000107950249341307;0.7387677879856026
13.8;-0.001352359174815243;0.001537886678872447;-1.5931700403371e-13;4.447171508894069e-15;0.0002058327583458475;-0.6283182751411097;0;-3.392574438261391e-18;0.004987562090834619;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.550321065442063e-13;8.921702158298871e-15;2.318097109824113e-05;-1.256631937300027;0;-2.804180552127221e-16;NaN;NaN;0.000107950249341307;0.7387677879856026
13.9;-0.0003148243061936729;0.0007320413050626584;-1.5931700403371e-13;2.441894595719186e-15;6.102666347551633e-05;-0.3141591814563043;0;-4.615728146384781e-18;0.004987562101176346;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.549488398173594e-13;4.828275057475001e-15;2.099795131838e-05;-0.6283169959515926;0;-2.699136632053148e-16;NaN;NaN;0.000107950249341307;0.7387677879856026
14;8.43769498715119e-15;2.664535259100376e-15;0;5.941125662209887e-15;2.220446049250313e-16;-1.201765737667961e-15;0;-1.365150024238684e-17;0.004987562112089172;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-1.942890293094024e-16;1.190398153265278e-14;0;-2.315147414904659e-15;0;-3.836638829444005e-17;NaN;NaN;0.000107950249341307;0.7387677879856027
14.1;0.0003010855773089016;0.0006950466069000072;-1.59539048638635e-13;4.63359374821891e-15;6.102115818817921e-05;0.3141593473338294;0;-1.683670067372557e-17;0.004987562121430367;NaN;-5.568588020887777e-05;-2.771892721323318;NaN;NaN;-2.550321065442063e-13;9.23262045013177e-15;2.017346143200205e-05;0.6283200818829293;0;-1.929318252359343e-16;NaN;NaN;0.000107950249341307;0.7387677879856027
14.2;0.001259120791905932;0.001409345781369531;-1.594280263361725e-13;4.931546151154817e-15;0.0002059363206050602;0.6283187747496197;0;-1.337858923773918e-17;0.004987562128015099;NaN;-5.607945873520315e-05;-2.771578704200082;NaN;NaN;-2.550182287563985e-13;9.965062139130584e-15;2.194730558599534e-05;1.256642315586124;0;-2.755319445800221e-16;NaN;NaN;0.0001077535423472942;0.7393953572608117
14.3;0.001232280544635422;0.001497025498690796;-1.5931700403371e-13;-1.441953450697522e-14;0.0003218128730038128;0.942478119100546;0;1.51195515885239e-17;0.004987562129082246;NaN;5.165246004223967e-05;-2.792577208387913;NaN;NaN;-2.544353616684703e-13;-2.888497707783685e-14;2.310405594606324e-05;-1.256645517021736;0;1.10507415162884e-16;NaN;NaN;-0.000112033084236865;0.6986331203343444
14.4;0.0002792048516035983;0.002256585599413441;-1.592059817312474e-13;-1.572308686929002e-14;0.0002259919541980349;1.256637288194926;0;1.842969391957831e-17;0.004987562122907852;NaN;5.165246004223967e-05;-2.792577208387913;NaN;NaN;-2.543659727294312e-13;-3.153650483128402e-14;2.089661182233526e-05;-0.6283295406796032;0;-8.259274601316002e-17;NaN;NaN;-0.000112033084236865;0.6986331203343444
14.5;4.288216098435882e-06;0.002926971258110367;-1.5931700403371e-13;-6.64335543684314e-15;-0.0003262498769042166;-1.570796326794898;6.661338147750939e-16;-2.553512956637858e-15;0.004987562112091615;NaN;5.165246004223967e-05;-2.792577208387913;NaN;NaN;-2.546574062733953e-13;-1.325845024341416e-14;7.185613215554554e-12;-1.198759541104591e-05;-2.359223927328458e-16;-4.457021474394904e-15;NaN;NaN;-0.000112033084236865;0.6986331203343444
14.6;-0.0003162882277558676;0.002221237986119728;-1.596500709410975e-13;7.003068605374116e-15;0.0002255197963350053;-1.256636847512501;0;-3.435666537170321e-18;0.004987562102425791;NaN;-5.607945873520315e-05;-2.771578704200082;NaN;NaN;-2.550876176954375e-13;1.409260621281462e-14;2.027307772133058e-05;0.6283073041673025;0;-3.613879770989464e-16;NaN;NaN;0.0001077535423473358;0.7393953572608114
14.7;-0.001286376357359509;0.001517295317287726;-1.5931700403371e-13;7.741483049947719e-15;0.0003215177936906066;-0.9424774988650713;0;-7.139187668374572e-18;0.004987562098696552;NaN;-5.607945873520315e-05;-2.771578704200082;NaN;NaN;-2.551014954832453e-13;1.526774409546391e-14;2.202096162451372e-05;1.256628307473671;0;-6.711977533866098e-17;NaN;NaN;0.0001077535423473358;0.7393953572608114
