fs;FE_AErr_h1;FE_phErr_h1; SR_AErr_h1;SR_phErr_h1; WF_AErr_h1;WF_phErr_h1; MH_AErr_h1;MH_phErr_h1; WR_AErr_h1;WR_phErr_h1; SV_AErr_h1;SV_phErr_h1; FE_AErr_h2;FE_phErr_h2; SR_AErr_h2;SR_phErr_h2; WF_AErr_h2;WF_phErr_h2; MH_AErr_h2;MH_phErr_h2; WR_AErr_h2;WR_phErr_h2; SV_AErr_h2;SV_phErr_h2 
4933.333333333333;-4.067635928084457e-07;1.148526086724999e-05;-2.285909961319277e-08;2.365805099741884e-12;-0.0003402371123096826;-0.01060987504998359;0;-5.906626002441315e-17;-0.009249546989939406;NaN;NaN;NaN;NaN;NaN;-3.668042365678748e-08;-5.087066452721334e-11;-0.003270379300964493;-0.02158582808524662;1.387778780781446e-17;-6.953490497684305e-16;NaN;NaN;NaN;NaN
4966.666666666667;-2.214031862401988e-06;6.337230690345308e-05;-8.444669608032029e-07;2.807724055611648e-05;-0.0003489237249282295;-0.02107714623527996;-1.110223024625157e-16;-4.578571256869548e-17;-0.009291427449970024;NaN;NaN;NaN;NaN;NaN;-3.13928746804859e-06;5.506354078715971e-05;-0.003226994064764607;-0.0428722349130228;-1.387778780781446e-17;-1.192622560340056e-16;NaN;NaN;NaN;NaN
5000;-2.220446049250313e-16;3.552713678800501e-15;-2.163171930469332e-08;7.288593050019205e-12;-0.0003314399999998496;9.509144870827244e-16;0;-8.912803345519685e-17;-0.009205570946797748;NaN;NaN;NaN;NaN;NaN;-3.470838386143704e-08;7.241275855040301e-11;-0.003314399999999953;1.016921811027561e-15;-6.938893903907228e-17;-5.967092667723968e-17;NaN;NaN;NaN;NaN
5033.333333333334;-3.829836591195956e-07;1.103342382346995e-05;-2.10947751488888e-08;-8.767339462872024e-12;-0.0003400622607663273;-0.01039908469366173;-2.220446049250313e-16;-1.240995210565158e-16;-0.009248688199978594;NaN;NaN;NaN;NaN;NaN;-3.38447669057107e-08;-6.59551888595163e-11;-0.003271253480015848;-0.02115706716386747;-6.938893903907228e-17;-3.531657084719382e-16;NaN;NaN;NaN;NaN
5066.666666666667;-2.10138766221224e-06;6.090902134259224e-05;-8.108624826030919e-07;2.698925342990555e-05;-0.0003485783527898967;-0.02066115737809091;0;-1.135678817926899e-16;-0.009289791740219377;NaN;NaN;NaN;NaN;NaN;-3.016080906526053e-06;5.295064125409478e-05;-0.003228717303113887;-0.0420264478588249;-9.71445146547012e-17;-4.841510407450626e-17;NaN;NaN;NaN;NaN
5100;4.440892098500626e-16;-3.33066907387547e-15;0;-5.532135234187115e-16;-0.0003314399999999607;-6.751901475674156e-16;0;-5.236496700475452e-17;-0.009205570946798303;NaN;NaN;NaN;NaN;NaN;6.938893903907228e-17;-1.378261614267602e-15;-0.003314399999999884;-2.301164786601954e-15;2.775557561562891e-17;-2.016365561672104e-16;NaN;NaN;NaN;NaN
5133.333333333334;-3.610223332506379e-07;1.060775286720883e-05;-1.949803773992898e-08;2.351597950590131e-12;-0.0003398942244960956;-0.01019650687675579;0;1.601728249138082e-17;-0.009247862298097376;NaN;NaN;NaN;NaN;NaN;-3.128023241816269e-08;-3.833013222194844e-11;-0.003272093617003452;-0.0207450075390987;0;4.799913912386046e-18;NaN;NaN;NaN;NaN
5166.666666666667;-1.996683669736043e-06;5.858632395927543e-05;-7.792329452804836e-07;2.596310590477206e-05;-0.0003482463614810083;-0.02026127102717929;0;1.837950449129536e-17;-0.009288217101190654;NaN;NaN;NaN;NaN;NaN;-2.899989527641034e-06;5.095665800170316e-05;-0.0032303739176196;-0.04121338681635853;-2.775557561562891e-17;-1.118047508019031e-17;NaN;NaN;NaN;NaN
5200;2.220446049250313e-16;3.108624468950438e-15;-1.848960140549138e-08;5.992024338745676e-12;-0.0003314400000011819;5.426434215451903e-18;0;-8.874764960436273e-17;-0.009205570946798303;NaN;NaN;NaN;NaN;NaN;-2.966051336483755e-08;5.955852177756286e-11;-0.003314400000000176;-6.410404822229662e-17;-2.775557561562891e-17;-2.610935625056805e-16;NaN;NaN;NaN;NaN
5233.333333333334;-3.407078330575075e-07;1.020621391667476e-05;-1.804895322088385e-08;-9.682136816189757e-12;-0.0003397326126547418;-0.01000167082083413;0;-3.994515001594552e-17;-0.009247067431216394;NaN;NaN;NaN;NaN;NaN;-2.895180478690307e-08;-5.693295974862016e-11;-0.003272901662357691;-0.0203486920175243;4.163336342344337e-17;1.624641923296221e-16;NaN;NaN;NaN;NaN
5266.666666666667;-1.899215903100604e-06;5.639376079091818e-05;-7.494265356067231e-07;2.499423170811722e-05;-0.0003479269881377922;-0.01987656996757625;0;3.701796914368629e-17;-0.009286700180503482;NaN;NaN;NaN;NaN;NaN;-2.790477725944651e-06;4.907289837149379e-05;-0.003231967698128252;-0.0404311884287936;-6.938893903907228e-17;7.378915319091807e-18;NaN;NaN;NaN;NaN
5300;-5.551115123125783e-16;-2.442490654175344e-15;-2.220446049250313e-16;-8.65620342704651e-16;-0.0003314400000009599;-8.493151304609287e-16;-1.110223024625157e-16;-1.665334536937735e-15;-0.009205570946797303;NaN;NaN;NaN;NaN;NaN;2.775557561562891e-17;-1.680482147571039e-15;-0.003314400000000009;-1.906711273985298e-15;1.942890293094024e-16;-1.665334536937731e-15;NaN;NaN;NaN;NaN
5333.333333333334;-3.218896543755179e-07;9.827061276723725e-06;-1.673242000510555e-08;-6.282527793141303e-12;-0.0003395770637161233;-0.009814141055539826;0;2.039586962432792e-17;-0.009246301882854469;NaN;NaN;NaN;NaN;NaN;-2.683758833221805e-08;-4.591696390595089e-11;-0.003273679420306985;-0.0199672351801479;1.387778780781446e-16;2.772122198770635e-16;NaN;NaN;NaN;NaN
5366.666666666667;-1.808352921628398e-06;5.432174324049299e-05;-7.213037724884686e-07;2.407840763569059e-05;-0.0003476195268119486;-0.01950620534694306;0;4.66956606794701e-17;-0.009285237866345719;NaN;NaN;NaN;NaN;NaN;-2.687051709152066e-06;4.729131056427544e-05;-0.003233502152436118;-0.03967812816624091;-5.551115123125783e-17;7.607346453901244e-16;NaN;NaN;NaN;NaN
5400;2.220446049250313e-16;3.552713678800501e-15;-1.58978732400783e-08;4.962508707771538e-12;-0.0003314399999999607;-6.865492480464658e-16;0;-6.140251579435859e-17;-0.009205570946798747;NaN;NaN;NaN;NaN;NaN;-2.54981082359329e-08;4.934639096463007e-11;-0.003314399999999953;-1.637135430119818e-15;1.387778780781446e-17;-1.029711206225918e-16;NaN;NaN;NaN;NaN
5433.333333333334;-3.044317006262176e-07;9.468625680408849e-06;-1.5533334951634e-08;-1.848724833672342e-11;-0.0003394272427850176;-0.009633514169415325;0;1.192705828670289e-16;-0.009245564060780032;NaN;NaN;NaN;NaN;NaN;-2.491127892856326e-08;-6.612317815153818e-11;-0.003274428562325876;-0.01959981677874266;4.163336342344337e-17;-3.276432521999532e-17;NaN;NaN;NaN;NaN
5466.666666666667;-1.723533177400149e-06;5.236172298950237e-05;-6.94742397722159e-07;2.321193165973721e-05;-0.0003473233232478279;-0.01914939042299305;0;-2.324822820256597e-16;-0.009283827266319378;NaN;NaN;NaN;NaN;NaN;-2.589278631032199e-06;4.560483774197192e-05;-0.00323498053204177;-0.03895260763321583;1.665334536937735e-16;-3.86510359480906e-16;NaN;NaN;NaN;NaN
5500;2.220446049250313e-16;-3.108624468950438e-15;0;-9.171133625774884e-16;-0.0003314400000006268;-8.889323188984143e-16;0;-5.688223534343635e-17;-0.009205570946798414;NaN;NaN;NaN;NaN;NaN;4.163336342344337e-17;-1.966778767677636e-15;-0.003314400000000037;-2.200707210206987e-15;-1.387778780781446e-17;-1.894228019803668e-16;NaN;NaN;NaN;NaN
5533.333333333334;-2.882140724969062e-07;9.129460412093948e-06;-1.444013908447062e-08;-1.594762401559361e-11;-0.0003392828391857172;-0.009459415913037061;0;1.244725953487623e-16;-0.009244852485970956;NaN;NaN;NaN;NaN;NaN;-2.315617880777054e-08;-5.785828426325663e-11;-0.003275150639122495;-0.01924567584813728;8.326672684688674e-17;9.210351487849031e-16;NaN;NaN;NaN;NaN
5566.666666666667;-1.644247045184954e-06;5.050567108888515e-05;-6.696258507687958e-07;2.239123869825882e-05;-0.0003470377702463612;-0.01880539498485945;-1.110223024625157e-16;-2.846752392914237e-16;-0.009282465688459363;NaN;NaN;NaN;NaN;NaN;-2.496743663163437e-06;4.400666713710143e-05;-0.003236405855134225;-0.03825314324364903;2.775557561562891e-17;1.823414840562914e-15;NaN;NaN;NaN;NaN
5600;4.440892098500626e-16;-3.108624468950438e-15;0;-2.317760637507998e-15;-0.0003314399999991835;1.125962848349672e-16;0;-3.588299534619226e-17;-0.009205570946798303;NaN;NaN;NaN;NaN;NaN;1.665334536937735e-16;-4.474368862842357e-15;-0.003314399999999967;1.654274909530969e-16;-2.775557561562891e-17;2.560210829492815e-16;NaN;NaN;NaN;NaN
5633.333333333334;-2.731285639878678e-07;8.808209053690064e-06;-1.344183742091332e-08;-5.056950609037926e-13;-0.0003391435643080865;-0.009291498610685721;0;2.92295170401694e-17;-0.009244165782729685;NaN;NaN;NaN;NaN;NaN;-2.155446375551318e-08;-2.464561364364445e-11;-0.003275847091352355;-0.01890410544541317;-1.52655665885959e-16;4.634617145703598e-16;NaN;NaN;NaN;NaN
5666.666666666667;-1.570039849796423e-06;4.874641838625848e-05;-6.458518828633686e-07;2.16132026354752e-05;-0.0003467623035029455;-0.0184735403650985;0;-2.705925632015027e-17;-0.00928115062419288;NaN;NaN;NaN;NaN;NaN;-2.409082978910293e-06;4.249082648429008e-05;-0.003237780927144454;-0.03757835609453963;1.387778780781446e-17;2.090295975153826e-16;NaN;NaN;NaN;NaN
5700;-2.220446049250313e-16;-2.664535259100376e-15;0;-1.153535975413136e-15;-0.0003314399999994055;-1.18016418431796e-15;0;3.964303035488745e-17;-0.009205570946798525;NaN;NaN;NaN;NaN;NaN;9.71445146547012e-17;-2.293364947361628e-15;-0.003314399999999856;-1.730047507808364e-15;1.387778780781446e-17;-8.523489257933091e-17;NaN;NaN;NaN;NaN
5733.333333333334;-2.59077372222194e-07;8.503600893661201e-06;-1.25280061880062e-08;1.001335922648673e-12;-0.0003390091496875414;-0.009129438842901585;0;1.267494201852277e-16;-0.009243502669817771;NaN;NaN;NaN;NaN;NaN;-2.008764833638654e-08;-1.917177215974056e-11;-0.00327651925921052;-0.01857444793961672;0;3.819857571897017e-16;NaN;NaN;NaN;NaN
5766.666666666667;-1.500501169537927e-06;4.707738118536753e-05;-6.233266736099807e-07;2.08749421421565e-05;-0.0003464963978840885;-0.01815319497068488;0;1.403299200987816e-16;-0.009279879733010921;NaN;NaN;NaN;NaN;NaN;-2.325961958135614e-06;4.105180538816761e-05;-0.003239108359168436;-0.03692696289280023;1.387778780781446e-17;2.570241578999856e-15;NaN;NaN;NaN;NaN
5800;0;2.664535259100376e-15;-1.194418397520991e-08;3.474207957393098e-12;-0.0003314399999995166;-1.188761674126578e-15;0;8.582207537925307e-17;-0.009205570946797637;NaN;NaN;NaN;NaN;NaN;-1.915075052705273e-08;3.455961672248184e-11;-0.003314399999999773;-2.517112296903464e-15;0;2.637370751650494e-17;NaN;NaN;NaN;NaN
5833.333333333334;-2.459733878801273e-07;8.214508247839092e-06;-1.169023711167227e-08;-7.888931042496896e-12;-0.0003388793452725469;-0.008972935367378546;0;-1.756505057106993e-17;-0.00924286195249191;NaN;NaN;NaN;NaN;NaN;-1.874242194777054e-08;-3.445616489357906e-11;-0.003277168391037907;-0.01825609078579514;0;-2.707812028428336e-16;NaN;NaN;NaN;NaN
5866.666666666667;-1.435259539217526e-06;4.549249217422613e-05;-6.019637077692153e-07;2.017378799832541e-05;-0.0003462395640928539;-0.01784377027106306;0;3.959835241478882e-17;-0.009278650828644652;NaN;NaN;NaN;NaN;NaN;-2.247071294300684e-06;3.968449343084521e-05;-0.003240390584502401;-0.03629776780977977;1.387778780781446e-17;-7.067191777923552e-16;NaN;NaN;NaN;NaN
5900;-4.440892098500626e-16;2.220446049250313e-15;0;3.608148843125777e-15;-0.0003314399999994055;1.144124002514532e-15;0;5.033434311623978e-17;-0.009205570946798303;NaN;NaN;NaN;NaN;NaN;-2.914335439641036e-16;6.901183238200414e-15;-0.003314399999999842;1.878776948577182e-15;-2.220446049250313e-16;-4.565112457578784e-16;NaN;NaN;NaN;NaN
5933.333333333334;-2.337387727813223e-07;7.939923396982351e-06;-1.092169854555181e-08;-3.27311107753459e-12;-0.0003387539178805188;-0.008821707250126059;0;9.596576267020091e-17;-0.009242242515324461;NaN;NaN;NaN;NaN;NaN;-1.750930325727929e-08;-2.344312283791602e-11;-0.003277795651058346;-0.01794846272635118;-1.387778780781446e-17;-2.306998624968643e-16;NaN;NaN;NaN;NaN
5966.666666666667;-1.373978423591105e-06;4.398616482603757e-05;-5.81683385458831e-07;1.950727460676208e-05;-0.0003459913456584918;-0.01754471718960497;0;3.485916174818212e-17;-0.009277461866576187;NaN;NaN;NaN;NaN;NaN;-2.172125812591186e-06;3.83841655071125e-05;-0.003241629873525581;-0.03568965515445159;0;-3.17634970484506e-16;NaN;NaN;NaN;NaN
6000;-1.110223024625157e-16;-3.33066907387547e-15;0;-5.119828879551812e-16;-0.0003314400000010709;-4.993286168820652e-16;-3.33066907387547e-16;-1.165734175856415e-15;-0.00920557094679697;NaN;NaN;NaN;NaN;NaN;6.938893903907228e-17;-9.660641050268696e-16;-0.003314400000000106;-1.049291430310592e-15;-1.387778780781446e-16;-9.020562075079409e-16;NaN;NaN;NaN;NaN
6033.333333333334;-2.223023874980967e-07;7.678881716266517e-06;-1.021542372914297e-08;5.037892913468084e-12;-0.0003386326497885062;-0.008675492182478839;0;-6.416635695162953e-17;-0.009241643315735182;NaN;NaN;NaN;NaN;NaN;-1.637646028507245e-08;-5.383005098006292e-12;-0.003278402126345281;-0.01765103037009179;-1.387778780781446e-17;5.928437079997089e-16;NaN;NaN;NaN;NaN
6066.666666666667;-1.316354817371135e-06;4.255335150826767e-05;-5.624147797478329e-07;1.887320429034359e-05;-0.0003457513162284931;-0.01725552285197786;0;3.511242162673083e-17;-0.00927631093275838;NaN;NaN;NaN;NaN;NaN;-2.100871364749124e-06;3.714661019364955e-05;-0.003242828347105833;-0.03510158277111873;1.387778780781446e-17;-5.979346751134213e-17;NaN;NaN;NaN;NaN
6100;-4.440892098500626e-16;3.552713678800501e-15;-9.761591868162611e-09;2.701733865855758e-12;-0.0003314400000002937;-3.461402340924029e-18;0;4.120987094552174e-17;-0.009205570946797748;NaN;NaN;NaN;NaN;NaN;-1.564814099130896e-08;2.687654228011781e-11;-0.00331439999999994;-5.875552645787734e-16;5.551115123125783e-17;-1.623832062800185e-17;NaN;NaN;NaN;NaN
6133.333333333334;-2.115992517870424e-07;7.430467204194713e-06;-9.564526504135529e-09;-1.544533631039934e-11;-0.0003385153374803052;-0.008534044962720831;0;4.875382814408398e-17;-0.009241063378129355;NaN;NaN;NaN;NaN;NaN;-1.533075527637706e-08;-4.419605799690817e-11;-0.003278988833108898;-0.01736329510579987;0;6.136694205791585e-16;NaN;NaN;NaN;NaN
6166.666666666667;-1.262111818944867e-06;4.118932912922091e-05;-5.440909690568319e-07;1.826949131732457e-05;-0.0003455190771286532;-0.01697570765085893;0;2.944533257123036e-18;-0.009275196233371807;NaN;NaN;NaN;NaN;NaN;-2.033067417958612e-06;3.596782447561489e-05;-0.003243987988707342;-0.03453257607916228;0;6.456675584880563e-16;NaN;NaN;NaN;NaN
