f_FFT;A_FFT;f_WFFT;A_WFFT;f_resamplingSVstream;A_resamplingSVstream;f_splineresample;A_splineresample
1175;0.0009555392653597472;1175;4.06579165237416e-10;1446.71875;1.256812695800644e-10;1285.973777928597;1.427126123834776e-07
1180;0.0009516330342884563;1180;4.014875543013794e-10;1452.875;1.119104509947775e-10;1291.446006770846;1.421065236867574e-07
1185;0.0009477598673129164;1185;3.964801729179238e-10;1459.03125;3.781394954491365e-10;1296.918235613096;1.41505886438637e-07
1190;0.0009439193552546056;1190;3.915551653339152e-10;1465.1875;3.14146426434427e-10;1302.390464455345;1.409105681313022e-07
1195;0.0009401110956136583;1195;3.867113664620039e-10;1471.34375;3.891643419581992e-10;1307.862693297595;1.403204592517443e-07
1200;0.0009363346924338194;1200;3.819464178703104e-10;1477.5;6.545264743305579e-10;1313.334922139844;1.397354627263427e-07
1205;0.0009325897561720456;1205;3.772593282022885e-10;1483.65625;1.645852603435122e-09;1318.807150982093;1.391554859748607e-07
1210;0.0009288759035699678;1210;3.726481715410384e-10;1489.8125;1.891345619466613e-09;1324.279379824343;1.385804414640326e-07
1215;0.0009251927575290563;1215;3.681115468327731e-10;1495.96875;6.670071605833308e-10;1329.751608666592;1.380102404961048e-07
1220;0.0009215399469885525;1220;3.636478858670002e-10;1502.125;4.259417204915568e-10;1335.223837508841;1.374447950263681e-07
1225;0.0009179171068061179;1225;3.592559257503913e-10;1508.28125;3.261172290837226e-10;1340.696066351091;1.368840148010501e-07
1230;0.0009143238776413999;1230;3.549339347300047e-10;1514.4375;2.733205842583915e-10;1346.16829519334;1.363278065800934e-07
1235;0.0009107599058424514;1235;3.506807614294692e-10;1520.59375;2.865539006328004e-10;1351.640524035589;1.357760724217013e-07
1240;0.0009072248433343233;1240;3.464949524233615e-10;1526.75;2.437956802322079e-10;1357.112752877839;1.352287080826543e-07
1245;0.0009037183475108157;1245;3.423752296808869e-10;1532.90625;2.286863290514299e-10;1362.584981720088;1.34685600067851e-07
1250;0.0009002400811282636;1250;3.383202854807489e-10;1539.0625;2.279758951982856e-10;1368.057210562337;1.341466227657375e-07
1255;0.0008967897122018146;1255;3.343287511958235e-10;1545.21875;2.31640993012329e-10;1373.529439404587;1.33611632959846e-07
1260;0.0008933669139045096;1260;3.303996833301538e-10;1551.375;3.205387523988197e-10;1379.001668246836;1.330804667314831e-07
1265;0.0008899713644678956;1265;3.265315457068788e-10;1557.53125;2.903404452089483e-10;1384.473897089086;1.325529250453837e-07
1270;0.0008866027470857063;1270;3.227231706061981e-10;1563.6875;3.428544071177613e-10;1389.946125931335;1.320287580764306e-07
1275;0.0008832607498191652;1275;3.189741064346007e-10;1569.84375;4.450032853026724e-10;1395.418354773584;1.315076579420435e-07
1280;0.000879945065504396;1280;3.152815621218825e-10;1576;6.892394917182922e-10;1400.890583615834;1.309892010176655e-07
1285;0.0008766553916630792;1285;3.116471359930196e-10;1582.15625;1.902022199796768e-09;1406.362812458083;1.304728054049802e-07
1290;0.0008733914304121734;1290;3.080661322653219e-10;1588.3125;1.584071331641213e-09;1411.835041300332;1.299576209495371e-07
1295;0.0008701528883802906;1295;3.045416938001608e-10;1594.46875;6.318775458911258e-10;1417.307270142582;1.294423362466942e-07
1300;0.0008669394766200884;1300;3.010686328229432e-10;1600.625;3.270619841421394e-10;1422.779498984831;1.289247878689682e-07
1305;0.0008637509105295635;1305;2.97649515865956e-10;1606.78125;1.734704103746368e-10;1428.25172782708;1.284010939744116e-07
1310;0.0008605869097676816;1310;2.94280728069635e-10;1612.9375;1.386905110002061e-10;1433.72395666933;1.278634599097802e-07
1315;0.0008574471981776625;1315;2.909628546688986e-10;1619.09375;2.78579461997027e-10;1439.196185511579;1.272934728427588e-07
1320;0.0008543315037092327;1320;2.87694394121916e-10;1625.25;1.883407458556307e-10;1444.668414353828;1.26634423632479e-07
1325;0.0008512395583427125;1325;2.844744018423387e-10;1631.40625;1.572002039571581e-10;1450.140643196078;1.255827855034885e-07
1330;0.0008481710980157745;1330;2.81302186195997e-10;1637.5625;1.422780002608837e-10;1455.612872038327;1.386572762192637e-07
1335;0.0008451258625508413;1335;2.781767230561053e-10;1643.71875;1.354363364114596e-10;1461.085100880576;1.266983156136557e-07
1340;0.0008421035955843341;1340;2.750971770852147e-10;1649.875;2.29484141616989e-10;1466.557329722826;1.257840980111491e-07
1345;0.0008391040444976924;1345;2.720628790743804e-10;1656.03125;2.014969116660621e-10;1472.029558565075;1.25166749144239e-07
1350;0.0008361269603495445;1350;2.690726983523423e-10;1662.1875;2.389684488529278e-10;1477.501787407324;1.246307728977808e-07
1355;0.0008331720978096305;1355;2.661260438655902e-10;1668.34375;3.709466072400159e-10;1482.974016249574;1.241302006577602e-07
1360;0.0008302392150938325;1360;2.632221690373083e-10;1674.5;7.717435351906073e-10;1488.446245091823;1.236492699268864e-07
1365;0.0008273280739007247;1365;2.603600467414453e-10;1680.65625;2.015895864815427e-09;1493.918473934072;1.231810979755958e-07
1370;0.000824438439349762;1370;2.57539210909663e-10;1686.8125;5.04985130906132e-10;1499.390702776322;1.227221906132208e-07
1375;0.0008215700799201026;1375;2.547588133267641e-10;1692.96875;3.065629007262956e-10;1504.862931618571;1.222705746320974e-07
1380;0.0008187227673912801;1380;2.520180699882578e-10;1699.125;2.322755936094134e-10;1510.335160460821;1.218250459583136e-07
1385;0.0008158962767852249;1385;2.49316424774096e-10;1705.28125;2.007480380291105e-10;1515.80738930307;1.213848218476252e-07
1390;0.0008130903863087853;1390;2.466530590692124e-10;1711.4375;3.345691331691185e-10;1521.279618145319;1.209493663901229e-07
1395;0.0008103048772981297;1395;2.440272729108638e-10;1717.59375;2.231665961786881e-10;1526.751846987569;1.20518297933467e-07
1400;0.0008075395341642111;1400;2.414386479206908e-10;1723.75;1.733338375695891e-10;1532.224075829818;1.200913295331064e-07
1405;0.0008047941443387911;1405;2.388861259528202e-10;1729.90625;1.678350991194514e-10;1537.696304672067;1.196682484779701e-07
1410;0.0008020684982225853;1410;2.36369535156409e-10;1736.0625;1.751753003302316e-10;1543.168533514317;1.192488803615393e-07
1415;0.0007993623891334059;1415;2.338878437458647e-10;1742.21875;1.773481054216277e-10;1548.640762356566;1.188330865210327e-07
1420;0.0007966756132561783;1420;2.31440731349858e-10;1748.375;1.991079375116773e-10;1554.112991198815;1.184207519150717e-07
1425;0.0007940079695936015;1425;2.290275177143892e-10;1754.53125;2.327801871197702e-10;1559.585220041065;1.180117786450653e-07
1430;0.0007913592599177188;1430;2.266475019594945e-10;1760.6875;2.943134533194815e-10;1565.057448883314;1.176060822696333e-07
1435;0.0007887292887229734;1435;2.243002604315584e-10;1766.84375;4.304461407317257e-10;1570.529677725563;1.17203588850936e-07
1440;0.0007861178631795555;1440;2.21985326014516e-10;1773;9.529572868158486e-10;1576.001906567813;1.168042319484535e-07
1445;0.000783524793088161;1445;2.197017056418887e-10;1779.15625;1.730588695902445e-09;1581.474135410062;1.164079517941444e-07
1450;0.0007809498908358185;1450;2.174494531841957e-10;1785.3125;5.190364715448572e-10;1586.946364252311;1.160146946607688e-07
1455;0.0007783929713515944;1455;2.152276743289564e-10;1791.46875;2.167735830968908e-10;1592.418593094561;1.156244094107976e-07
1460;0.0007758538520645673;1460;2.130357429132605e-10;1797.625;8.075064939293049e-11;1597.89082193681;1.15237050025549e-07
1465;0.0007733323528619743;1465;2.108736778410388e-10;1803.78125;1.45008420881447e-10;1603.363050779059;1.148525712011725e-07
1470;0.000770828296047299;1470;2.087404884013161e-10;1809.9375;3.778645960507875e-10;1608.835279621309;1.14470932769754e-07
1475;0.0007683415063014051;1475;2.066355959618007e-10;1816.09375;1.842673058908649e-10;1614.307508463558;1.140920950563982e-07
1480;0.0007658718106425457;1480;2.045594733231303e-10;1822.25;1.358496209930566e-10;1619.779737305807;1.137160203450308e-07
1485;0.0007634190383861912;1485;2.025100543005544e-10;1828.40625;1.120259000359783e-10;1625.251966148057;1.133426728375369e-07
1490;0.0007609830211110113;1490;2.004887545984654e-10;1834.5625;9.818281675495116e-11;1630.724194990306;1.129720181582758e-07
1495;0.0007585635926174031;1495;1.984933270247124e-10;1840.71875;9.446663413095632e-11;1636.196423832556;1.12604023023721e-07
1500;0.0007561605888941812;1500;1.965247464457068e-10;1846.875;9.444103582778771e-11;1641.668652674805;1.122386554915138e-07
1505;0.0007537738480807659;1505;1.945816191314929e-10;1853.03125;9.564437396086014e-11;1647.140881517054;1.118758848688367e-07
1510;0.0007514032104340576;1510;1.926642336680255e-10;1859.1875;1.184911135123245e-10;1652.613110359304;1.115156819336682e-07
1515;0.0007490485182927693;1515;1.907716100759319e-10;1865.34375;1.969615807602744e-10;1658.085339201553;1.111580123546319e-07
1520;0.000746709616044217;1520;1.889036967735121e-10;1871.5;1.544143455716148e-09;1663.557568043802;1.1080287280329e-07
1525;0.0007443863500915237;1525;1.870599749520659e-10;1877.65625;1.773228037898895e-10;1669.029796886052;1.104503159536716e-07
1530;0.000742078568820879;1530;1.852400776132509e-10;1883.8125;1.104326473005996e-10;1674.502025728301;1.100990552616688e-07
1535;0.0007397861225698336;1535;1.83443516654278e-10;1889.96875;9.863511145214629e-11;1679.97425457055;1.097519510361752e-07
1540;0.0007375088635965585;1540;1.816701907116498e-10;1896.125;1.198852644258815e-10;1685.4464834128;1.094065896389901e-07
1545;0.000735246646048589;1545;1.799193576204755e-10;1902.28125;3.038399418917046e-10;1690.918712255049;1.090635668497515e-07
1550;0.000732999325933458;1550;1.781908994008226e-10;1908.4375;2.642322813038292e-10;1696.390941097298;1.087228817811417e-07
1555;0.0007307667610889349;1555;1.764846007229001e-10;1914.59375;1.179837369911794e-10;1701.863169939548;1.083845152248883e-07
1560;0.0007285488111541244;1560;1.747996020391948e-10;1920.75;8.905983817592287e-11;1707.335398781797;1.080484448911523e-07
1565;0.0007263453375417069;1565;1.731360605490938e-10;1926.90625;9.527482797333588e-11;1712.807627624047;1.077146478400165e-07
1570;0.000724156203409243;1570;1.714938373472974e-10;1933.0625;1.4276861253428e-10;1718.279856466296;1.073831008585344e-07
1575;0.0007219812736324504;1575;1.698711028885675e-10;1939.21875;9.18104812462373e-11;1723.752085308545;1.070537811926407e-07
1580;0.0007198204147791955;1580;1.682704689319955e-10;1945.375;8.760022087182502e-11;1729.224314150794;1.067266663733147e-07
1585;0.0007176734950806298;1585;1.666875428131794e-10;1951.53125;1.035480923965038e-10;1734.696542993044;1.064017341887861e-07
1590;0.0007155403844091733;1590;1.651267298598981e-10;1957.6875;1.398454992951759e-10;1740.168771835293;1.060789702564714e-07
1595;0.000713420954249236;1595;1.635831006939238e-10;1963.84375;2.547357503249916e-10;1745.641000677542;1.057583280934087e-07
1600;0.0007113150776766602;1600;1.620601595382446e-10;1970;1.323401074239097e-09;1751.113229519792;1.054398158737217e-07
1605;0.0007092226293299602;1605;1.605549893518051e-10;1976.15625;2.57824263913449e-10;1756.585458362041;1.051234051945341e-07
1610;0.000707143485389293;1610;1.590687371951493e-10;1982.3125;5.635496931321654e-11;1762.057687204291;1.048090588517042e-07
1615;0.0007050775235523255;1615;1.576007156632862e-10;1988.46875;1.595930130815501e-11;1767.52991604654;1.044967740532621e-07
1620;0.0007030246230103637;1620;1.561503708388071e-10;1994.625;1.139366532372829e-10;1773.002144888789;1.041865254547257e-07
1625;0.0007009846644267418;1625;1.547179473263716e-10;2000.78125;4.342278400823479e-10;1778.474373731039;1.038782930975515e-07
1630;0.0006989575299139741;1630;1.533027434684101e-10;2006.9375;1.339965324425391e-10;1783.946602573288;1.035720580417787e-07
1635;0.0006969431030118801;1635;1.519046772654847e-10;2013.09375;8.955799890966768e-11;1789.418831415537;1.032678007040724e-07
1640;0.0006949412686664631;1640;1.505235893662567e-10;2019.25;7.394945806755067e-11;1794.891060257787;1.029655022683026e-07
1645;0.0006929519132085138;1645;1.491589414462198e-10;2025.40625;7.520901611331976e-11;1800.363289100036;1.026651438087988e-07
1650;0.0006909749243331268;1650;1.47810797353311e-10;2031.5625;1.88878068201217e-10;1805.835517942285;1.023667074439621e-07
1655;0.0006890101910793539;1655;1.4647869389759e-10;2037.71875;4.112741445812043e-11;1811.307746784535;1.020701749670452e-07
1660;0.0006870576038101802;1660;1.451625653716204e-10;2043.875;3.154160559729663e-11;1816.779975626784;1.017755277470536e-07
1665;0.0006851170541929943;1665;1.438619351615065e-10;2050.03125;3.306874952730239e-11;1822.252204469033;1.014827491029295e-07
1670;0.000683188435180156;1670;1.425768780916477e-10;2056.1875;6.415988096154904e-11;1827.724433311283;1.011918211947226e-07
1675;0.0006812716409900375;1675;1.413068601495562e-10;2062.34375;7.249659847019573e-10;1833.196662153532;1.009027268464352e-07
1680;0.0006793665670888072;1680;1.400519405733406e-10;2068.5;7.683774251709957e-11;1838.668890995782;1.006154490929107e-07
1685;0.0006774731101717972;1685;1.388116030272078e-10;2074.65625;5.738208219120976e-11;1844.141119838031;1.003299712480621e-07
1690;0.000675591168145566;1690;1.37585920732931e-10;2080.8125;6.147941101357926e-11;1849.61334868028;1.000462768469467e-07
1695;0.000673720640110462;1695;1.363745200642923e-10;2086.96875;8.53440238304434e-11;1855.08557752253;9.976434960036802e-08
1700;0.0006718614263434115;1700;1.351772266987163e-10;2093.125;1.973313198107584e-10;1860.557806364779;9.948417337074453e-08
1705;0.0006700134282805195;1705;1.339937981627633e-10;2099.28125;3.727139708293348e-10;1866.030035207028;9.920573350915675e-08
1710;0.0006681765485002824;1710;1.328241162584879e-10;2105.4375;1.335041890570172e-10;1871.502264049278;9.892899649879363e-08
1715;0.0006663506907075368;1715;1.316678837964132e-10;2111.59375;9.033006266746674e-11;1876.974492891527;9.865398901765736e-08
1720;0.0006645357597171922;1720;1.305251031787334e-10;2117.75;1.029586024052085e-10;1882.446721733776;9.83806625563268e-08
1725;0.0006627316614379908;1725;1.29395208770739e-10;2123.90625;1.951974231373894e-10;1887.918950576026;9.810900066782144e-08
1730;0.0006609383028574527;1730;1.282784134110409e-10;2130.0625;1.511910001035723e-10;1893.391179418275;9.783900651872086e-08
1735;0.0006591555920260107;1735;1.271743731079305e-10;2136.21875;4.59288070203667e-11;1898.863408260524;9.757065371433268e-08
1740;0.0006573834380421208;1740;1.260827210123237e-10;2142.375;2.435736745302834e-11;1904.335637102774;9.730392968128537e-08
1745;0.0006556217510377155;1745;1.250037126228381e-10;2148.53125;1.553692531969248e-11;1909.807865945023;9.703882066320268e-08
1750;0.0006538704421629039;1750;1.239367356933795e-10;2154.6875;2.106139892178395e-11;1915.280094787272;9.677531249318318e-08
1755;0.0006521294235723652;1755;1.228817858873664e-10;2160.84375;5.65706951528175e-10;1920.752323629522;9.651339101379555e-08
1760;0.0006503986084110951;1760;1.218388659237867e-10;2167;9.303859089204032e-11;1926.224552471771;9.625304240583944e-08
1765;0.0006486779107998486;1765;1.208075364102001e-10;2173.15625;3.602881852648087e-11;1931.69678131402;9.59942527292312e-08
1770;0.0006469672458226248;1770;1.197876030074289e-10;2179.3125;3.950122163776478e-11;1937.16901015627;9.573700805139299e-08
1775;0.0006452665295127283;1775;1.187794530387002e-10;2185.46875;4.318235983658451e-11;1942.641238998519;9.548129328756251e-08
1780;0.0006435756788383929;1780;1.17782092405799e-10;2191.625;4.209506188825034e-10;1948.113467840768;9.522708639572711e-08
1785;0.0006418946116930463;1785;1.167960795094319e-10;2197.78125;6.113945653811735e-11;1953.585696683018;9.497480218002019e-08
1790;0.0006402232468788635;1790;1.158208638781361e-10;2203.9375;4.53777420762009e-11;1959.057925525267;9.472324878525782e-08
1795;0.0006385615040962672;1795;1.148563680035472e-10;2210.09375;4.927882649602912e-11;1964.530154367517;9.447355051120044e-08
1800;0.0006369093039312512;1800;1.139026038748933e-10;2216.25;7.212194217543056e-11;1970.002383209766;9.422532225548244e-08
1805;0.0006352665678435466;1805;1.129593055292104e-10;2222.40625;2.104551551825684e-10;1975.474612052015;9.397852757935967e-08
1810;0.0006336332181537153;1810;1.120261330838948e-10;2228.5625;1.605727769807707e-10;1980.946840894265;9.373318789806576e-08
1815;0.000632009178032426;1815;1.111034100519296e-10;2234.71875;7.014174654802293e-11;1986.419069736514;9.348928151332916e-08
1820;0.0006303943714885209;1820;1.101905580994703e-10;2240.875;4.843290812908327e-11;1991.891298578763;9.324679639716254e-08
1825;0.0006287887233574463;1825;1.092876502924041e-10;2247.03125;6.249282926080232e-11;1997.363527421013;9.300572097574958e-08
1830;0.0006271921592903966;1830;1.08394535505709e-10;2253.1875;5.254503493402462e-11;2002.835756263262;9.276604330312613e-08
1835;0.0006256046057433;1835;1.07511117098597e-10;2259.34375;1.16104698355515e-11;2008.307985105511;9.252775238722603e-08
1840;0.0006240259899656692;1840;1.06637097416018e-10;2265.5;8.75676643112607e-12;2013.780213947761;9.229083695504662e-08
1845;0.00062245623999041;1845;1.057725739508712e-10;2271.65625;1.295623739658889e-11;2019.25244279001;9.205528639722455e-08
1850;0.0006208952846229977;1850;1.049172316737453e-10;2277.8125;2.247611509087914e-11;2024.724671632259;9.182109066603667e-08
1855;0.0006193430534313406;1855;1.040710772545718e-10;2283.96875;5.747232820889936e-11;2030.196900474509;9.158823737641379e-08
1860;0.0006177994767356919;1860;1.032339291420144e-10;2290.125;4.091037274025387e-10;2035.669129316758;9.135671877851102e-08
1865;0.0006162644855983374;1865;1.024056320308734e-10;2296.28125;1.07204856587274e-10;2041.141358159007;9.112652371540449e-08
1870;0.0006147380118142782;1870;1.015862085550453e-10;2302.4375;7.120117597783945e-11;2046.613587001257;9.089764280785837e-08
1875;0.0006132199879011065;1875;1.007752485771565e-10;2308.59375;8.541072751832388e-11;2052.085815843506;9.067006685204391e-08
1880;0.0006117103470898742;1880;9.997317462344483e-11;2314.75;1.447064875514926e-10;2057.558044685756;9.044378705240636e-08
1885;0.0006102090233149889;1885;9.917896742417214e-11;2320.90625;2.838218258082503e-10;2063.030273528005;9.021879501119562e-08
1890;0.0006087159512066062;1890;9.839398529026969e-11;2327.0625;7.11128654912885e-11;2068.502502370254;8.999508283644452e-08
1895;0.00060723106607909;1895;9.761607887952295e-11;2333.21875;4.203514126023626e-11;2073.974731212504;8.97726433809501e-08
1900;0.0006057543039248264;1900;9.684746226888183e-11;2339.375;3.451757930355999e-11;2079.446960054753;8.95514704019223e-08
1905;0.0006042856014031715;1905;9.608575269939955e-11;2345.53125;4.261873826341311e-11;2084.919188897002;8.933155837182574e-08
1910;0.0006028248958328041;1910;9.533280077037138e-11;2351.6875;1.830990244412754e-10;2090.391417739252;8.911290357097679e-08
1915;0.0006013721251835449;1915;9.45871631474651e-11;2357.84375;8.959207558308306e-11;2095.863646581501;8.88955039750664e-08
1920;0.0005999272280669981;1920;9.384936879083908e-11;2364;3.178104121326463e-11;2101.33587542375;8.867935959146605e-08
1925;0.000598490143729282;1925;9.311920633886364e-11;2370.15625;2.758448634850297e-11;2106.808104266;8.846447488662524e-08
1930;0.0005970608120418715;1930;9.239646399732075e-11;2376.3125;4.502003566162913e-11;2112.280333108249;8.825085813751473e-08
1935;0.0005956391734945577;1935;9.168116281592597e-11;2382.46875;3.35188935116378e-10;2117.752561950498;8.803852642982222e-08
1940;0.0005942251691871064;1940;9.097322869349655e-11;2388.625;1.042866378262927e-11;2123.224790792748;8.782750802488761e-08
1945;0.0005928187408211779;1945;9.027235066377833e-11;2394.78125;1.160062011285411e-11;2128.697019634997;8.761785046245517e-08
1950;0.0005914198306933488;1950;8.957876722026436e-11;2400.9375;1.966731803731362e-11;2134.169248477247;8.740963468800416e-08
1955;0.0005900283816871161;1955;8.88921144439995e-11;2407.09375;3.960074842831124e-11;2139.641477319496;8.720300358547919e-08
1960;0.0005886443372655481;1960;8.82124857377154e-11;2413.25;1.318114058682401e-10;2145.113706161745;8.699822559513897e-08
1965;0.0005872676414641341;1965;8.753954850176207e-11;2419.40625;3.243115852605914e-10;2150.585935003995;8.679585829879585e-08
1970;0.0005858982388834858;1970;8.687374408380898e-11;2425.5625;1.529660433675575e-10;2156.058163846244;8.65972570425464e-08
1975;0.0005845360746819362;1975;8.62139012672309e-11;2431.71875;1.421990231688385e-10;2161.530392688493;8.640673955350344e-08
1980;0.0005831810945695706;1980;8.556183972764741e-11;2437.875;2.138002099872461e-10;2167.002621530743;8.625062081350658e-08
1985;0.0005818332447995391;1985;8.491484567215792e-11;2444.03125;4.726562925390747e-10;2172.474850372992;8.554781758351895e-08
1990;0.0005804924721638044;1990;8.427563010585706e-11;2450.1875;4.19788983559327e-10;2177.947079215241;8.570367066696635e-08
1995;0.0005791587239836377;1995;8.364184746668193e-11;2456.34375;1.557104494443309e-10;2183.419308057491;8.553167983720449e-08
2000;0.0005778319481049592;2000;8.30147151005784e-11;2462.5;9.988121126381303e-11;2188.89153689974;8.534332264511082e-08
2005;0.000576512092892266;2005;8.23939880971972e-11;2468.65625;7.766592048901265e-11;2194.363765741989;8.515113635877216e-08
2010;0.0005751991072196181;2010;8.177871986748794e-11;2474.8125;6.932940106110428e-11;2199.835994584239;8.49579474474396e-08
2015;0.0005738929404676425;2015;8.117039969340932e-11;2480.96875;3.241891251061513e-10;2205.308223426488;8.476474421286265e-08
2020;0.0005725935425145809;2020;8.056717524153517e-11;2487.125;4.215954878580095e-11;2210.780452268737;8.457195899202975e-08
2025;0.0005713008637321394;2025;7.997054513375876e-11;2493.28125;4.71038007835021e-11;2216.252681110986;8.437980875780459e-08
2030;0.0005700148549781201;2030;7.937930265518293e-11;2499.4375;5.197799260215629e-11;2221.724909953236;8.418841234569865e-08
2035;0.0005687354675914564;2035;7.87940061339145e-11;2505.59375;4.127975800285603e-11;2227.197138795485;8.399783898945838e-08
2040;0.0005674626533859128;2040;7.821440394236524e-11;2511.75;3.816200329253647e-10;2232.669367637734;8.380813050057559e-08
2045;0.0005661963646441785;2045;7.76403450386142e-11;2517.90625;9.563037195195737e-11;2238.141596479984;8.361931473334373e-08
2050;0.0005649365541125369;2050;7.707189401905136e-11;2524.0625;9.597111757099391e-11;2243.613825322233;8.343139976046779e-08
2055;0.0005636831749951916;2055;7.650891047612709e-11;2530.21875;1.219599976206829e-10;2249.086054164483;8.32444042563476e-08
2060;0.0005624361809486104;2060;7.595137271903016e-11;2536.375;1.949373765193832e-10;2254.558283006732;8.305832878235375e-08
2065;0.0005611955260761719;2065;7.539908123264537e-11;2542.53125;6.136220805004341e-10;2260.030511848981;8.287317483890757e-08
2070;0.0005599611649229369;2070;7.485227325641498e-11;2548.6875;4.477888909869664e-10;2265.502740691231;8.268894377120717e-08
2075;0.0005587330524700329;2075;7.431044881094131e-11;2554.84375;1.867408881314391e-10;2270.97496953348;8.250563355840511e-08
2080;0.0005575111441300432;2080;7.377404602405886e-11;2561;1.199147066477324e-10;2276.447198375729;8.232324193823893e-08
2085;0.0005562953957410451;2085;7.324252304640521e-11;2567.15625;1.049958722184872e-10;2281.919427217979;8.214176524422491e-08
2090;0.0005550857635623377;2090;7.271619561714908e-11;2573.3125;2.052553585365212e-10;2287.391656060228;8.196119962562132e-08
2095;0.0005538822042691804;2095;7.219472893662739e-11;2579.46875;2.240237255630893e-11;2292.863884902477;8.17815409903519e-08
2100;0.0005526846749475515;2100;7.167832792688368e-11;2585.625;2.664777620993988e-11;2298.336113744727;8.160278457878352e-08
2105;0.0005514931330897572;2105;7.116662899949305e-11;2591.78125;2.800206038190004e-11;2303.808342586976;8.14249255698493e-08
2110;0.0005503075365895875;2110;7.065987623931737e-11;2597.9375;2.722982775815184e-11;2309.280571429225;8.124795876405601e-08
2115;0.0005491278437373822;2115;7.015780114888265e-11;2604.09375;3.927046365941799e-11;2314.752800271475;8.107187972628809e-08
2120;0.0005479540132155057;2120;6.966041662578212e-11;2610.25;4.082159465665843e-10;2320.225029113724;8.089668340758831e-08
2125;0.0005467860040938629;2125;6.916773509359232e-11;2616.40625;1.631683767518085e-10;2325.697257955974;8.072236490087696e-08
2130;0.0005456237758252263;2130;6.867955649275334e-11;2622.5625;1.592676746166704e-10;2331.169486798223;8.054892006592164e-08
2135;0.0005444672882409352;2135;6.819598278122267e-11;2628.71875;2.39823222625667e-10;2336.641715640472;8.037634570600904e-08
2140;0.0005433165015464151;2140;6.771686325863471e-11;2634.875;4.769335252724657e-10;2342.113944482722;8.020464033721144e-08
2145;0.0005421713763168001;2145;6.724215434838884e-11;2641.03125;9.696492647577517e-10;2347.586173324971;8.00338069924586e-08
2150;0.0005410318734928171;2150;6.677182329778857e-11;2647.1875;2.763404474795158e-10;2353.05840216722;7.9863861022255e-08
2155;0.0005398979543765152;2155;6.630585994462693e-11;2653.34375;1.700864642384703e-10;2358.53063100947;7.969486350119992e-08
2160;0.0005387695806269505;2160;6.584416285057828e-11;2659.5;1.295095694717856e-10;2364.002859851719;7.952719628005043e-08
2165;0.0005376467142563882;2165;6.538662796865171e-11;2665.65625;1.119987168705372e-10;2369.475088693968;7.93519565468391e-08
2170;0.0005365293176260938;2170;6.493339494427568e-11;2671.8125;1.652021586534723e-10;2374.947317536218;7.919073898626858e-08
2175;0.0005354173534422289;2175;6.448414724340099e-11;2677.96875;6.970418658862236e-11;2380.419546378467;7.902527206170149e-08
2180;0.0005343107847522548;2180;6.40391459595573e-11;2684.125;8.506219352643865e-11;2385.891775220717;7.886031934189959e-08
2185;0.0005332095749407142;2185;6.359801695480317e-11;2690.28125;8.492045491510308e-11;2391.364004062966;7.869613574593837e-08
2190;0.0005321136877256632;2190;6.316100465685054e-11;2696.4375;8.512808854944251e-11;2396.836232905215;7.85327103379985e-08
2195;0.0005310230871547434;2195;6.272787032995041e-11;2702.59375;3.777802833241278e-10;2402.308461747465;7.837006358066177e-08
2200;0.000529937737601486;2200;6.229869655312176e-11;2708.75;1.077582307991947e-10;2407.780690589714;7.820819704613937e-08
2205;0.0005288576037617202;2205;6.187336595346523e-11;2714.90625;1.290658883898554e-10;2413.252919431963;7.804710860916156e-08
2210;0.0005277826506498928;2210;6.145182388310495e-11;2721.0625;1.680294735870657e-10;2418.725148274213;7.788679430124165e-08
2215;0.0005267128435955834;2215;6.103406881740798e-11;2727.21875;2.567751305959911e-10;2424.197377116462;7.772724913044812e-08
2220;0.0005256481482397896;2220;6.062006143574888e-11;2733.375;6.280573743944456e-10;2429.669605958711;7.756846727634776e-08
2225;0.000524588530531594;2225;6.020969496077949e-11;2739.53125;9.485614725799373e-10;2435.141834800961;7.741044154078506e-08
2230;0.0005235339567247841;2230;5.980304512305049e-11;2745.6875;3.054663958180962e-10;2440.61406364321;7.725316285541752e-08
2235;0.0005224843933743352;2235;5.939995079499616e-11;2751.84375;1.60686839813741e-10;2446.086292485459;7.709661718153728e-08
2240;0.0005214398073331158;2240;5.900044822398633e-11;2758;1.031711812722979e-10;2451.558521327709;7.694080715625716e-08
2245;0.000520400165748636;2245;5.860445992060666e-11;2764.15625;8.337386081334789e-11;2457.030750169958;7.678558187121905e-08
2250;0.0005193654360597692;2250;5.821195639037719e-11;2770.3125;8.707461265859672e-11;2462.502979012208;7.66306424354864e-08
2255;0.0005183355859935186;2255;5.78229339721307e-11;2776.46875;6.888376297297873e-11;2467.975207854457;7.648463048954646e-08
2260;0.0005173105835619186;2260;5.743731428154969e-11;2782.625;6.102042257146513e-11;2473.447436696706;7.632646842024025e-08
2265;0.0005162903970587945;2265;5.70550124038362e-11;2788.78125;5.743298173985059e-11;2478.919665538956;7.617398046350944e-08
2270;0.0005152749950568466;2270;5.667613117119545e-11;2794.9375;5.813320196886199e-11;2484.391894381205;7.60224714897386e-08
2275;0.0005142643464043987;2275;5.63005054272167e-11;2801.09375;3.569788018258594e-10;2489.864123223454;7.58717487145334e-08
2280;0.0005132584202225713;2280;5.592813003167852e-11;2807.25;9.858809383054337e-11;2495.336352065704;7.572176451710068e-08
