f_FFT;A_FFT;f_WFFT;A_WFFT;f_resamplingSVstream;A_resamplingSVstream;f_splineresample;A_splineresample
150;0.01024825626380467;150;3.679521113009241e-07;184.6875;1.310729220555204e-09;164.1668652674805;5.083927081206143e-07
155;0.009911275655952506;155;3.365423527019431e-07;190.84375;1.271223264425009e-09;169.6390941097299;4.511546654865914e-07
160;0.009612858557704208;160;3.102795072457496e-07;197;1.274875218484666e-09;175.1113229519792;3.924102008005115e-07
165;0.009350132556843752;165;2.887062218728626e-07;203.15625;1.325469691347447e-09;180.5835517942285;3.309297864916701e-07
170;0.009121207458860265;170;2.712491620937928e-07;209.3125;1.425871081471788e-09;186.0557806364779;2.652267949233977e-07
175;0.008925161230282237;175;2.570633811008881e-07;215.46875;1.603450655359445e-09;191.5280094787272;1.935114818349783e-07
180;0.008762109747602437;180;2.447160275148992e-07;221.625;1.929107703290688e-09;197.0002383209766;1.142442204402035e-07
185;0.008633384064385359;185;2.316324356418553e-07;227.78125;2.592446523816076e-09;202.4724671632259;4.163972284619063e-08
190;0.008541863742430938;190;2.132842183138234e-07;233.9375;4.433017471152903e-09;207.9446960054753;1.130397659366821e-07
195;0.008492559034978702;195;1.827357853331702e-07;240.09375;2.619797438260436e-08;213.4169248477246;2.565736003014708e-07
200;0.008493620448305299;200;1.355376043998286e-07;246.25;0.09999999611693283;218.889153689974;4.537698096674824e-07
205;0.008558132729757926;205;1.039855468619182e-07;252.40625;2.421288209331414e-09;224.3613825322233;7.414569616476408e-07
210;0.008707450735275403;210;1.000059217620404e-07;258.5625;1.490882427882264e-09;229.8336113744727;1.210028767136207e-06
215;0.008977813609334806;215;1.046742999698096e-07;264.71875;1.033260429377304e-09;235.305840216722;2.131629890036888e-06
220;0.009434636414174679;220;0.0001122340273511997;270.875;5.683261201582049e-10;240.7780690589714;4.867386504637758e-06
225;0.01020719291214533;225;0.003443324124019563;277.03125;6.836546935734156e-10;246.2502979012207;0.1000005335637933
230;0.01158777366122025;230;0.02300241606841974;283.1875;6.000639834981008e-10;251.7225267434701;5.994995093924909e-06
235;0.01439632539924569;235;0.06368915606011154;289.34375;5.556598602739289e-10;257.1947555857195;3.261449525250749e-06
240;0.02209844828241055;240;0.09478829336908652;295.5;5.461408036239187e-10;262.6669844279688;2.342865496760483e-06
245;0.09377725674890422;245;0.1000277590226016;301.65625;5.764088966183376e-10;268.1392132702181;1.878397343592231e-06
250;0.02667513959139309;250;0.09942772446742303;307.8125;6.283933779044191e-10;273.6114421124675;1.595839943278399e-06
255;0.01001598350131403;255;0.08276144176622181;313.96875;7.987463920054466e-10;279.0836709547168;1.404438433214593e-06
260;0.005906851071900972;260;0.0419418366505374;320.125;1.119802813221164e-09;284.5558997969662;1.265283387335832e-06
265;0.004335086513934004;265;0.01016490318981066;326.28125;2.008279628907844e-09;290.0281286392155;1.158908841877517e-06
270;0.003666464487413738;270;0.0008181450223068106;332.4375;6.717783007518762e-09;295.5003574814649;1.074491403119836e-06
275;0.003374115430975146;275;4.499761335754616e-06;338.59375;4.399574492672299e-09;300.9725863237142;1.005529764930087e-06
280;0.003244262855352931;280;3.672806974663554e-08;344.75;1.796215804564976e-09;306.4448151659636;9.478807653141087e-07
285;0.003184798134673735;285;1.25420952580673e-07;350.90625;1.187782806954688e-09;311.9170440082129;8.987773474140594e-07
290;0.003155243386740441;290;5.332199163837345e-08;357.0625;9.263499472580312e-10;317.3892728504623;8.56299715531287e-07
295;0.003137529049253522;295;4.149687487910695e-08;363.21875;7.890551840402312e-10;322.8615016927116;8.190730901229008e-07
300;0.003123524721702274;300;7.400543248246265e-08;369.375;7.420703176895066e-10;328.333730534961;7.860863404028407e-07
305;0.003109622905828551;305;8.783083283829636e-08;375.53125;6.895369552351404e-10;333.8059593772103;7.56578576387619e-07
310;0.003094320102919543;310;8.938206069111894e-08;381.6875;6.576385589294673e-10;339.2781882194597;7.299657644035826e-07
315;0.003077102290586573;315;8.479970940169822e-08;387.84375;6.62326557823255e-10;344.750417061709;7.057917735234474e-07
320;0.00305791667280489;320;7.76204603312442e-08;394;7.064909607207184e-10;350.2226459039584;6.836948661107212e-07
325;0.00303691597169667;325;6.970154352978744e-08;400.15625;7.189634509343608e-10;355.6948747462077;6.633842266191544e-07
330;0.003014333370804923;330;6.195997732935415e-08;406.3125;8.252225000117436e-10;361.1671035884571;6.446231861388027e-07
335;0.002990421695643809;335;5.480986656802452e-08;412.46875;9.894759312595811e-10;366.6393324307064;6.272170098984445e-07
340;0.002965424755994873;340;4.840362899204701e-08;418.625;1.302450915987723e-09;372.1115612729558;6.110038633317224e-07
345;0.002939564936560752;345;4.276190554660628e-08;424.78125;2.078397348577303e-09;377.5837901152051;5.958480294130306e-07
350;0.002913038968924189;350;3.784268104449335e-08;430.9375;6.882867862918717e-09;383.0560189574545;5.816347461674226e-07
355;0.0028860177319566;355;3.357761676315811e-08;437.09375;2.737114032460605e-09;388.5282477997038;5.68266232001281e-07
360;0.002858647925780003;360;2.98907483799945e-08;443.25;1.757802296187368e-09;394.0004766419532;5.556585867249901e-07
365;0.00283105450307153;365;2.670773294536603e-08;449.40625;9.528026260502638e-10;399.4727054842025;5.43739359126097e-07
370;0.002803343288654564;370;2.396006054749912e-08;455.5625;5.942712927776278e-10;404.9449343264519;5.324456038356146e-07
375;0.002775603508599351;375;2.158661894791822e-08;461.71875;2.214552185429242e-10;410.4171631687012;5.217223340181404e-07
380;0.002747910103970165;380;1.953391697461147e-08;467.875;4.96099081693859e-10;415.8893920109506;5.115212650710452e-07
385;0.002720325785044066;385;1.775565652269958e-08;474.03125;3.868405345604414e-10;421.3616208532;5.017997932904621e-07
390;0.00269290282292785;390;1.621203702732889e-08;480.1875;3.323796546956799e-10;426.8338496954493;4.92520158131382e-07
395;0.00266568459521121;395;1.486898010225303e-08;486.34375;3.042608896977552e-10;432.3060785376986;4.836487504711322e-07
400;0.002638706910518132;400;1.369737501366781e-08;492.5;3.062365644822645e-10;437.778307379948;4.751555377678082e-07
405;0.002611999139026028;405;1.267238826016219e-08;498.65625;2.564032223269109e-10;443.2505362221973;4.670135839716772e-07
410;0.002585585175188027;410;1.177285060253441e-08;504.8125;3.013007471158866e-10;448.7227650644467;4.591986359020766e-07
415;0.002559484256670809;415;1.098072521748019e-08;510.96875;4.009573263670268e-10;454.194993906696;4.516888352785172e-07
420;0.002533711660779796;420;1.028064919263797e-08;517.125;6.476659290915711e-10;459.6672227489454;4.444643947315433e-07
425;0.002508279296847823;425;9.659540856992538e-09;523.28125;1.70013366542184e-09;465.1394515911947;4.375061439975587e-07
430;0.002483196210438335;430;9.106264079324734e-09;529.4375;2.362622057110197e-09;470.6116804334441;4.308005608850455e-07
435;0.002458469012855973;435;8.611341305803127e-09;535.59375;7.609612637960717e-10;476.0839092756934;4.243300749196408e-07
440;0.002434102247393768;440;8.166708458429556e-09;541.75;4.803879751127067e-10;481.5561381179428;4.180817157759025e-07
445;0.002410098701968805;445;7.765503985154655e-09;547.90625;3.681328009168996e-10;487.0283669601921;4.12042900385659e-07
450;0.00238645967628868;450;7.401890983196927e-09;554.0625;3.127794213531306e-10;492.5005958024415;4.06202042745015e-07
455;0.002363185210406691;455;7.070900921942584e-09;560.21875;4.776286015329659e-10;497.9728246446908;4.005484602557881e-07
460;0.002340274280451576;460;6.768305605852123e-09;566.375;2.994963472116263e-10;503.4450534869402;3.950722845217213e-07
465;0.0023177249664069;465;6.490501211850336e-09;572.53125;2.593658638448945e-10;508.9172823291895;3.897643818498797e-07
470;0.002295534596059326;470;6.234416465501789e-09;578.6875;2.578229364544057e-10;514.3895111714389;3.846162829887905e-07
475;0.002273699868595871;475;5.997428414829921e-09;584.84375;2.809272941089118e-10;519.8617400136882;3.796201209263067e-07
480;0.002252216960795119;480;5.777295070853979e-09;591;3.316692661626168e-10;525.3339688559375;3.747685760311314e-07
485;0.002231081618312665;485;5.572096686623358e-09;597.15625;3.018551357986313e-10;530.8061976981869;3.700548344005912e-07
490;0.002210289234178078;490;5.380185185285601e-09;603.3125;3.549682236107418e-10;536.2784265404363;3.65472500248125e-07
495;0.002189834916309326;495;5.200144014871845e-09;609.46875;4.518122616923081e-10;541.7506553826856;3.610156577683015e-07
500;0.002169713545580165;500;5.030751245113076e-09;615.625;6.73753824050284e-10;547.222884224935;3.566787271774042e-07
505;0.002149919825751598;505;4.870950951752067e-09;621.78125;1.654935661960867e-09;552.6951130671844;3.52456457485351e-07
510;0.002130448326388275;510;4.719827275612778e-09;627.9375;1.497075260984696e-09;558.1673419094336;3.483439788144574e-07
515;0.002111293519719177;515;4.576584043357576e-09;634.09375;7.402599208688815e-10;563.639570751683;3.443366739406509e-07
520;0.002092449812265561;520;4.4405261911849e-09;640.25;3.310795346852405e-10;569.1117995939323;3.404302089778677e-07
525;0.002073911571942412;525;4.311045408415093e-09;646.40625;1.524741874330878e-10;574.5840284361817;3.366205012634297e-07
530;0.002055673151241628;530;4.187607166608216e-09;652.5625;1.352109041548705e-10;580.0562572784311;3.329037007259864e-07
535;0.002037728907020362;535;4.069739958710213e-09;658.71875;3.27015062742712e-10;585.5284861206804;3.29276173063494e-07
540;0.002020073217346332;540;3.957026771697999e-09;664.875;1.897930059896853e-10;591.0007149629298;3.25734483593396e-07
545;0.002002700495790062;545;3.849096767994135e-09;671.03125;1.435029571477226e-10;596.4729438051792;3.222753835141403e-07
550;0.001985605203501974;550;3.745619642840061e-09;677.1875;1.171559714306421e-10;601.9451726474284;3.188957966957712e-07
555;0.001968781859366091;555;3.646299324607632e-09;683.34375;9.968104695506179e-11;607.4174014896778;3.155928070800268e-07
560;0.001952225048484313;560;3.550870198550003e-09;689.5;3.28614191665028e-10;612.8896303319272;3.123636503379595e-07
565;0.001935929429210868;565;3.459092445075888e-09;695.65625;7.451997823980087e-11;618.3618591741765;3.092057002642772e-07
570;0.001919889738927754;570;3.3707491790211e-09;701.8125;7.186647474965052e-11;623.8340880164259;3.061164623359815e-07
575;0.001904100798729017;575;3.285643391576332e-09;707.96875;7.018498183562134e-11;629.3063168586752;3.030935644116601e-07
580;0.001888557517156155;580;3.203595347101897e-09;714.125;1.16571023228781e-10;634.7785457009246;3.001347488401172e-07
585;0.001873254893112705;585;3.124440964160159e-09;720.28125;1.402751107496854e-10;640.2507745431739;2.972378653540183e-07
590;0.001858188018067114;590;3.048029504559408e-09;726.4375;5.916617870053114e-11;645.7230033854232;2.94400864853727e-07
595;0.001843352077640222;595;2.974222254613895e-09;732.59375;5.951540180515432e-11;651.1952322276726;2.916217926825427e-07
600;0.001828742352660364;600;2.902891245407906e-09;738.75;6.884166207518271e-11;656.667461069922;2.888987838999156e-07
605;0.001814354219760461;605;2.833917972045226e-09;744.90625;9.940091821331132e-11;662.1396899121713;2.862300408299475e-07
610;0.001800183151579891;610;2.767192497328303e-09;751.0625;3.265308000054947e-10;667.6119187544207;2.836139039152502e-07
615;0.001786224716627747;615;2.702612437621318e-09;757.21875;1.46248438184136e-10;673.0841475966701;2.810487090635946e-07
620;0.001772474578856073;620;2.640082341806237e-09;763.375;7.56192618471009e-11;678.5563764389194;2.785328916185915e-07
625;0.0017589284969859;625;2.579513052555005e-09;769.53125;5.932790746377982e-11;684.0286052811687;2.760649933137557e-07
630;0.001745582323623557;630;2.520820784059871e-09;775.6875;9.069878778115319e-11;689.500834123418;2.736435613374986e-07
635;0.001732432004199912;635;2.463927245306281e-09;781.84375;3.52221417706192e-10;694.9730629656674;2.712672322227254e-07
640;0.001719473575760716;640;2.408758494012034e-09;788;6.118927308361187e-11;700.4452918079168;2.689346929853413e-07
645;0.001706703165634268;645;2.355245077395118e-09;794.15625;2.73704472218649e-11;705.9175206501661;2.666446837045029e-07
650;0.001694116989996487;650;2.303321075924087e-09;800.3125;1.50095481933069e-11;711.3897494924155;2.643959948839102e-07
655;0.001681711352354191;655;2.252924935033614e-09;806.46875;1.931202384306243e-12;716.8619783346649;2.621874649167623e-07
660;0.001669482641961866;660;2.203997341014032e-09;812.625;4.172640204997914e-11;722.3342071769141;2.600179775490485e-07
665;0.001657427332187509;665;2.156483166500158e-09;818.78125;3.664169296366895e-10;727.8064360191635;2.578864598290251e-07
670;0.001645541978839121;670;2.11032913338012e-09;824.9375;8.331292983237713e-11;733.2786648614128;2.557918797847376e-07
675;0.001633823218464195;675;2.065485457524744e-09;831.09375;6.271990189001832e-11;738.7508937036622;2.537332443383297e-07
680;0.00162226776663002;680;2.021904054542766e-09;837.25;8.473479599990353e-11;744.2231225459116;2.517102555957374e-07
685;0.001610872416194772;685;1.979539695707443e-09;843.40625;1.734647246568691e-10;749.6953513881609;2.497199834724204e-07
690;0.001599634035575151;690;1.93834890872535e-09;849.5625;2.153167073039729e-10;755.1675802304103;2.477636290282787e-07
695;0.001588549567017773;695;1.898290519951852e-09;855.71875;7.146365575715661e-11;760.6398090726597;2.458395785040401e-07
700;0.001577616024878765;700;1.859324956148138e-09;861.875;5.068042570666759e-11;766.1120379149089;2.439470061683695e-07
705;0.001566830493916627;705;1.8214145568936e-09;868.03125;4.99068028179464e-11;771.5842667571583;2.420851575584352e-07
710;0.00155619012760203;710;1.784523296092873e-09;874.1875;6.832141379421377e-11;777.0564955994076;2.402532550307478e-07
715;0.001545692146447746;715;1.748616704395468e-09;880.34375;3.869754908050001e-10;782.528724441657;2.384505599303282e-07
720;0.001535333836361407;720;1.713661751963476e-09;886.5;3.353372703809538e-11;788.0009532839064;2.366763593185551e-07
725;0.001525112547023755;725;1.679626812411754e-09;892.65625;1.160162460691461e-11;793.4731821261557;2.349299654395479e-07
730;0.001515025690293661;730;1.64648156153963e-09;898.8125;2.453036385382058e-11;798.9454109684051;2.332107141795154e-07
735;0.001505070738641843;735;1.614196998019342e-09;904.96875;1.616819565814924e-10;804.4176398106544;2.315179645536488e-07
740;0.001495245223614668;740;1.582745094401603e-09;911.125;1.656981993834329e-09;809.8898686529037;2.298510979034418e-07
745;0.001485546734328283;745;1.552099232672088e-09;917.28125;1.004981588382938e-10;815.3620974951531;2.282095172341246e-07
750;0.001475972915994682;750;1.522233467827101e-09;923.4375;6.004763312034038e-11;820.8343263374024;2.265926443921511e-07
755;0.001466521468479563;755;1.493123370925716e-09;929.59375;5.170882826051455e-11;826.3065551796518;2.249999259385547e-07
760;0.001457190144892392;760;1.464744971598398e-09;935.75;6.26381332455327e-11;831.7787840219012;2.234308239578645e-07
765;0.001447976750209643;765;1.437075434871905e-09;941.90625;1.616137809804325e-10;837.2510128641505;2.218848220187278e-07
770;0.001438879139929702;770;1.410092900966756e-09;948.0625;1.979640094734873e-10;842.7232417063999;2.203614231433935e-07
775;0.001429895218760704;775;1.383776157496741e-09;954.21875;1.109886871050656e-10;848.1954705486492;2.188601493994627e-07
780;0.001421022939341245;780;1.358104712791602e-09;960.375;9.64665458514917e-11;853.6676993908985;2.173805427701785e-07
785;0.001412260300992134;785;1.333059330017505e-09;966.53125;1.316601494370694e-10;859.1399282331479;2.159221654513774e-07
790;0.00140360534850011;790;1.308620530117299e-09;972.6875;3.410615202880718e-10;864.6121570753972;2.144846010769936e-07
795;0.001395056170934088;795;1.284770741425873e-09;978.84375;1.488762404830381e-10;870.0843859176466;2.130674560692845e-07
800;0.001386610900490576;800;1.261492019137447e-09;985;5.529039361826643e-11;875.556614759896;2.116703620787649e-07
805;0.001378267711370429;805;1.238767483511751e-09;991.15625;4.568049204556123e-11;881.0288436021453;2.102929803328934e-07
810;0.001370024818685676;810;1.216581025081787e-09;997.3125;6.332214847425429e-11;886.5010724443946;2.089350061870872e-07
815;0.001361880477394909;815;1.194916655002638e-09;1003.46875;1.322154831709308e-10;891.973301286644;2.075961752687125e-07
820;0.001353832981268094;820;1.173759352929144e-09;1009.625;1.976976831155585e-09;897.4455301288933;2.062762841561298e-07
825;0.001345880661879231;825;1.153094393735273e-09;1015.78125;2.145183515113563e-10;902.9177589711427;2.04975198321492e-07
830;0.001338021887626462;830;1.132907600530848e-09;1021.9375;8.943942355688808e-11;908.3899878133921;2.036928931856077e-07
835;0.001330255062779344;835;1.113185385843316e-09;1028.09375;7.108836705346436e-11;913.8622166556414;2.02429504105717e-07
840;0.001322578626552225;840;1.093914511899238e-09;1034.25;8.449463553121086e-11;919.3344454978908;2.01185421677793e-07
845;0.00131499105220331;845;1.075082160070139e-09;1040.40625;1.26158985622657e-10;924.8066743401401;1.999614691439978e-07
850;0.001307490846158792;850;1.056676135417609e-09;1046.5625;1.296186747520912e-11;930.2789031823894;1.987592598489011e-07
855;0.001300076547161268;855;1.038684432309225e-09;1052.71875;6.668748218098423e-12;935.7511320246388;1.975819907266579e-07
860;0.00129274672544215;860;1.02109556757389e-09;1058.875;1.272776831401979e-11;941.2233608668881;1.964364535424344e-07
865;0.001285499981916894;865;1.003898349162846e-09;1065.03125;3.88283323477742e-11;946.6955897091375;1.953391826569185e-07
870;0.001278334947403051;870;9.870821032528968e-10;1071.1875;2.733909697460905e-10;952.1678185513869;1.943418560871693e-07
875;0.001271250281860072;875;9.706363603710254e-10;1077.34375;2.171949165196083e-10;957.6400473936362;1.937241561334494e-07
880;0.001264244673650497;880;9.54551112870266e-10;1083.5;1.812278750360432e-10;963.1122762358856;1.804892165057139e-07
885;0.00125731683882185;885;9.388164595299271e-10;1089.65625;2.221076570611016e-10;968.5845050781348;1.895896595163579e-07
890;0.001250465520408857;890;9.234231793332699e-10;1095.8125;4.989296190944457e-10;974.0567339203842;1.888944137184426e-07
895;0.001243689487754931;895;9.083619219422206e-10;1101.96875;2.518974277734443e-09;979.5289627626336;1.879451321789435e-07
900;0.001236987535852987;900;8.936239995895346e-10;1108.125;4.117295810412834e-10;985.0011916048829;1.86938047998102e-07
905;0.001230358484704651;905;8.792007510591602e-10;1114.28125;2.024932735258328e-10;990.4734204471323;1.859148141227165e-07
910;0.001223801178697332;910;8.650839080265202e-10;1120.4375;1.387133256876866e-10;995.9456492893817;1.848895454625548e-07
915;0.001217314485999123;915;8.512654710014357e-10;1126.59375;1.07591567213949e-10;1001.417878131631;1.838682596799378e-07
920;0.001210897297969954;920;8.377376233340279e-10;1132.75;8.780597891196674e-11;1006.89010697388;1.828538889950557e-07
925;0.001204548528589879;925;8.244927745069695e-10;1138.90625;1.85910021665094e-10;1012.36233581613;1.81847981077101e-07
930;0.001198267113903067;930;8.115237597770261e-10;1145.0625;1.103501015449468e-10;1017.834564658379;1.808513883359099e-07
935;0.001192052011477024;935;7.988232969784161e-10;1151.21875;1.055645657708514e-10;1023.306793500628;1.798645836998379e-07
940;0.001185902199877365;940;7.863846430507109e-10;1157.375;1.265234414616084e-10;1028.779022342878;1.788878221386345e-07
945;0.001179816678156825;945;7.742011331552105e-10;1163.53125;2.122408885037341e-10;1034.251251185127;1.779212123692885e-07
950;0.001173794465358377;950;7.62266221573671e-10;1169.6875;2.691413822967343e-10;1039.723480027376;1.769647994441818e-07
955;0.00116783460003252;955;7.505736949576477e-10;1175.84375;1.388041157844981e-10;1045.195708869626;1.760185545646517e-07
960;0.001161936139767425;960;7.391175782718351e-10;1182;1.442086891091802e-10;1050.667937711875;1.75082417643749e-07
965;0.001156098160732206;965;7.27891650633004e-10;1188.15625;1.88268806674693e-10;1056.140166554125;1.741563059172467e-07
970;0.001150319757233106;970;7.168906883651793e-10;1194.3125;3.291975222001162e-10;1061.612395396374;1.732401174833282e-07
975;0.001144600041280969;975;7.061084980158451e-10;1200.46875;2.795719319207813e-09;1067.084624238623;1.723337395184077e-07
980;0.001138938142171576;980;6.955404113138729e-10;1206.625;2.902364058725732e-10;1072.556853080873;1.71437051260436e-07
985;0.001133333206076562;985;6.851805147668066e-10;1212.78125;1.697483144315206e-10;1078.029081923122;1.7054992745524e-07
990;0.001127784395646431;990;6.750242007654372e-10;1218.9375;1.120726360431298e-10;1083.501310765371;1.696722394890456e-07
995;0.00112229088962316;995;6.650663215913296e-10;1225.09375;7.675850281001827e-11;1088.973539607621;1.688038579817934e-07
1000;0.001116851882464178;1000;6.553020771640468e-10;1231.25;7.538769661478126e-11;1094.44576844987;1.679446529196128e-07
1005;0.00111146658397651;1005;6.45726967657786e-10;1237.40625;6.841885984150208e-11;1099.917997292119;1.670944956102969e-07
1010;0.00110613421895997;1010;6.363362535385307e-10;1243.5625;6.525532446601405e-11;1105.390226134369;1.662532587581669e-07
1015;0.001100854026860865;1015;6.271256733102426e-10;1249.71875;6.300007891963636e-11;1110.862454976618;1.654208198338093e-07
1020;0.001095625261434568;1020;6.180910029181149e-10;1255.875;5.635439682841644e-11;1116.334683818867;1.64597060070449e-07
1025;0.001090447190416908;1025;6.092278430119041e-10;1262.03125;1.100091823070751e-10;1121.806912661117;1.637818700396148e-07
1030;0.001085319095204773;1030;6.005325520360555e-10;1268.1875;3.742626234216403e-10;1127.279141503366;1.629751546023924e-07
1035;0.001080240270544607;1035;5.920007942965781e-10;1274.34375;3.191783502071297e-10;1132.751370345615;1.621768464721454e-07
1040;0.001075210024229915;1040;5.83629118753115e-10;1280.5;4.005725501549715e-10;1138.223599187865;1.613869398376269e-07
1045;0.001070227676805953;1045;5.75413500257738e-10;1286.65625;7.371544824277296e-10;1143.695828030114;1.60605592083182e-07
1050;0.001065292561282643;1050;5.673506193699518e-10;1292.8125;2.400551534819922e-09;1149.168056872363;1.598335455317194e-07
1055;0.001060404022854965;1055;5.594366680385874e-10;1298.96875;1.234121764323562e-09;1154.640285714613;1.590753077748498e-07
1060;0.001055561418630834;1060;5.516686314249874e-10;1305.125;5.32668487242965e-10;1160.112514556862;1.581137157137961e-07
1065;0.001050764117365233;1065;5.440426428344672e-10;1311.28125;3.557599549386563e-10;1165.584743399111;1.575329110896155e-07
1070;0.001046011499202559;1070;5.36556199816349e-10;1317.4375;2.780717426218731e-10;1171.056972241361;1.567953508253582e-07
1075;0.001041302955424586;1075;5.292053190261675e-10;1323.59375;2.371924460469586e-10;1176.52920108361;1.560605942340625e-07
1080;0.001036637888205365;1080;5.219877668977094e-10;1329.75;2.053155284446675e-10;1182.00142992586;1.553319519752342e-07
1085;0.001032015710372;1085;5.148998332480152e-10;1335.90625;1.9546363422529e-10;1187.473658768109;1.546098922700488e-07
1090;0.001027435845172728;1090;5.079392171244325e-10;1342.0625;1.927585135442531e-10;1192.945887610358;1.538945762809822e-07
1095;0.00102289772604945;1095;5.011027135654636e-10;1348.21875;1.951392334216914e-10;1198.418116452608;1.531860024990057e-07
1100;0.001018400796416826;1100;4.943877490216823e-10;1354.375;1.922674086228387e-10;1203.890345294857;1.524841175376808e-07
1105;0.00101394450944712;1105;4.877916296550826e-10;1360.53125;3.605866747139046e-10;1209.362574137106;1.517888436451157e-07
1110;0.0010095283278599;1110;4.813116459392464e-10;1366.6875;2.697176017126411e-10;1214.834802979356;1.511000890262997e-07
1115;0.001005151723717673;1115;4.749454722767384e-10;1372.84375;3.142671300832128e-10;1220.307031821605;1.504177499876369e-07
1120;0.001000814178226206;1120;4.686904523666091e-10;1379;4.158983302594023e-10;1225.779260663854;1.497417074759605e-07
1125;0.0009965151815400275;1125;4.625442285466222e-10;1385.15625;6.845490743915922e-10;1231.251489506104;1.490718149191185e-07
1130;0.0009922542325727685;1130;4.565044999774762e-10;1391.3125;2.678447734193773e-09;1236.723718348353;1.484078653546826e-07
1135;0.0009880308388122295;1135;4.505689265594571e-10;1397.46875;9.770761881072611e-10;1242.195947190602;1.477495275586311e-07
1140;0.0009838445161400484;1140;4.447353345658108e-10;1403.625;4.847243688379113e-10;1247.668176032852;1.470957103564571e-07
1145;0.00097969478865577;1145;4.390014856727093e-10;1409.78125;2.862353501916032e-10;1253.140404875101;1.464417620186546e-07
1150;0.000975581188505203;1150;4.333653412976955e-10;1415.9375;1.79228994231355e-10;1258.61263371735;1.460085195530161e-07
1155;0.0009715032557132836;1155;4.278247645904358e-10;1422.09375;1.049112433017676e-10;1264.0848625596;1.452010422329517e-07
1160;0.0009674605380205363;1160;4.223778745526109e-10;1428.25;1.676263099858075e-10;1269.557091401849;1.445664555816161e-07
1165;0.0009634525907238204;1165;4.170224175778125e-10;1434.40625;1.423808153039491e-10;1275.029320244098;1.439420227052486e-07
1170;0.0009594789765211671;1170;4.117569983713744e-10;1440.5625;1.314402795620949e-10;1280.501549086348;1.433243379533549e-07
